*preferred label[0]_en,definition[0]_en,*uri,*status
sight,Content that is intended to be perceived through sight.,http://rdaregistry.info/termList/rofsm/T1001,Published
hearing,Content that is intended to be perceived through hearing.,http://rdaregistry.info/termList/rofsm/T1002,Published
touch,Content that is intended to be perceived through touch.,http://rdaregistry.info/termList/rofsm/T1003,Published
taste,Content that is intended to be perceived through taste.,http://rdaregistry.info/termList/rofsm/T1004,Published
smell,Content that is intended to be perceived through smell.,http://rdaregistry.info/termList/rofsm/T1005,Published
none,Content that is not intended to be perceived through the human senses.,http://rdaregistry.info/termList/rofsm/T1006,Published
