*preferred label[0]_en,definition[0]_en,*uri,*status
essential,Extension of the content after initial release is essential for its integrity.,http://rdaregistry.info/termList/rofer/T1001,Published
inessential,Extension of the content after initial release is not essential for its integrity.,http://rdaregistry.info/termList/rofer/T1002,Published
not applicable,The content is not expected to be extended.,http://rdaregistry.info/termList/rofer/T1003,Published
