*preferred label[0]_en,definition[0]_en,*uri,*status
correction,"Revision through the release of notices of errors, corrections, addenda, etc.",http://rdaregistry.info/termList/rofrm/T1001,Published
not applicable,The content is not expected to be revised after initial release.,http://rdaregistry.info/termList/rofrm/T1002,Published
substitution,"Revision through the release of pages, chapters, parts, volumes, etc., directly to replace previously released counterparts, including the replacement of the entire resource with a new version.",http://rdaregistry.info/termList/rofrm/T1003,Published
transformation,Revision through the incorporation of changes (including deletions) directly into the previously released content.,http://rdaregistry.info/termList/rofrm/T1004,Published
