*preferred label[0]_en,definition[0]_en,*uri,*status
cartographic,Content representing the whole or part of the Earth or any celestial body at any scale.,http://rdaregistry.info/termList/roffgrda/T1001,Published
computer,Content consisting of digitally encoded data or instructions intended to be processed by a computer.,http://rdaregistry.info/termList/roffgrda/T1002,Published
