*preferred label[0]_en,definition[0]_en,*uri,*status
integration,Extension through the integration of added content.,http://rdaregistry.info/termList/rofem/T1001,Published
succession,"Extension through the successive release of discrete segments, parts, issues, volumes, supplements, etc.",http://rdaregistry.info/termList/rofem/T1002,Published
not applicable,The content is not expected to be extended after initial release.,http://rdaregistry.info/termList/rofem/T1003,Published
