RDA,mapping,MARC 21 Authority encoding string and recording method
rdaa:P50097,rdakit:hasM21,370 ** $c [structured description]
rdaa:P50338,rdakit:hasM21,370 ** $c [unstructured description]
rdaa:P50338,rdakit:hasM21,370 ** $c [structured description]
rdaa:P50342,rdakit:hasM21,370 ** $c [structured description]
rdaa:P50024,rdakit:hasM21,370 ** $e [unstructured description]
rdaa:P50024,rdakit:hasM21,370 ** $e [structured description]
rdaa:P50109,rdakit:hasM21,370 ** $e [structured description]
rdaa:P50338,rdakit:hasM21,370 ** $e [unstructured description]
rdaa:P50338,rdakit:hasM21,370 ** $e [structured description]
rdaa:P50342,rdakit:hasM21,370 ** $e [unstructured description]
rdaa:P50342,rdakit:hasM21,370 ** $e [structured description]
rdaa:P50350,rdakit:hasM21,370 ** $e [unstructured description]
rdaa:P50350,rdakit:hasM21,370 ** $e [structured description]
rdaa:P50346,rdakit:hasM21,370 ** $e [unstructured description]
rdaa:P50346,rdakit:hasM21,370 ** $e [structured description]
rdaa:P50338,rdakit:hasM21,370 ** $f [unstructured description]
rdaa:P50338,rdakit:hasM21,370 ** $f [structured description]
rdaa:P50342,rdakit:hasM21,370 ** $f [unstructured description]
rdaa:P50342,rdakit:hasM21,370 ** $f [structured description]
rdaa:P50350,rdakit:hasM21,370 ** $f [unstructured description]
rdaa:P50350,rdakit:hasM21,370 ** $f [structured description]
rdaa:P50354,rdakit:hasM21,370 ** $f [unstructured description]
rdaa:P50354,rdakit:hasM21,370 ** $f [structured description]
rdaa:P50346,rdakit:hasM21,370 ** $f [unstructured description]
rdaa:P50346,rdakit:hasM21,370 ** $f [structured description]
rdaw:P10218,rdakit:hasM21,370 ** $g [unstructured description]
rdaw:P10218,rdakit:hasM21,370 ** $g [structured description]
rdaw:P10316,rdakit:hasM21,370 ** $g [unstructured description]
rdaw:P10316,rdakit:hasM21,370 ** $g [structured description]
rdaa:P50118,rdakit:hasM21,371 ** $1 [IRI]
rdae:P20065,rdakit:hasM21,371 ** $6 [identifier] (recording a script of description)
rdaa:P50418,rdakit:hasM21,371 ** $a [unstructured description]
rdaa:P50419,rdakit:hasM21,371 ** $a [unstructured description]
rdaa:P50036,rdakit:hasM21,371 ** $a [unstructured description]
rdaa:P50420,rdakit:hasM21,371 ** $a [unstructured description]
rdaa:P50114,rdakit:hasM21,371 ** $a [unstructured description]
rdaa:P50418,rdakit:hasM21,371 ** $b [unstructured description]
rdaa:P50419,rdakit:hasM21,371 ** $b [unstructured description]
rdaa:P50036,rdakit:hasM21,371 ** $b [unstructured description]
rdaa:P50420,rdakit:hasM21,371 ** $b [unstructured description]
rdaa:P50114,rdakit:hasM21,371 ** $b [unstructured description]
rdaa:P50418,rdakit:hasM21,371 ** $c [unstructured description]
rdaa:P50419,rdakit:hasM21,371 ** $c [unstructured description]
rdaa:P50036,rdakit:hasM21,371 ** $c [unstructured description]
rdaa:P50420,rdakit:hasM21,371 ** $c [unstructured description]
rdaa:P50114,rdakit:hasM21,371 ** $c [unstructured description]
rdaa:P50418,rdakit:hasM21,371 ** $d [unstructured description]
rdaa:P50419,rdakit:hasM21,371 ** $d [unstructured description]
rdaa:P50036,rdakit:hasM21,371 ** $d [unstructured description]
rdaa:P50420,rdakit:hasM21,371 ** $d [unstructured description]
rdaa:P50114,rdakit:hasM21,371 ** $d [unstructured description]
rdaa:P50418,rdakit:hasM21,371 ** $e [unstructured description]
rdaa:P50419,rdakit:hasM21,371 ** $e [unstructured description]
rdaa:P50036,rdakit:hasM21,371 ** $e [unstructured description]
rdaa:P50420,rdakit:hasM21,371 ** $e [unstructured description]
rdaa:P50114,rdakit:hasM21,371 ** $e [unstructured description]
rdaa:P50418,rdakit:hasM21,371 ** $m [unstructured description]
rdaa:P50419,rdakit:hasM21,371 ** $m [unstructured description]
rdaa:P50036,rdakit:hasM21,371 ** $m [unstructured description]
rdaa:P50420,rdakit:hasM21,371 ** $m [unstructured description]
rdaa:P50114,rdakit:hasM21,371 ** $m [unstructured description]
rdaa:P50418,rdakit:hasM21,371 ** $z [unstructured description]
rdaa:P50419,rdakit:hasM21,371 ** $z [unstructured description]
rdaa:P50036,rdakit:hasM21,371 ** $z [unstructured description]
rdaa:P50420,rdakit:hasM21,371 ** $z [unstructured description]
rdaa:P50114,rdakit:hasM21,371 ** $z [unstructured description]
rdaa:P50387,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50389,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50388,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50022,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50100,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50339,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50343,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50347,rdakit:hasM21,372 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,372 ** $0 [identifier]
rdaa:P50387,rdakit:hasM21,372 ** $1 [IRI]
rdaa:P50389,rdakit:hasM21,372 ** $1 [IRI]
rdaa:P50388,rdakit:hasM21,372 ** $1 [IRI]
rdaa:P50022,rdakit:hasM21,372 ** $1 [IRI]
rdaa:P50100,rdakit:hasM21,372 ** $1 [IRI]
rdaa:P50339,rdakit:hasM21,372 ** $1 [IRI]
rdaa:P50343,rdakit:hasM21,372 ** $1 [IRI]
rdaa:P50347,rdakit:hasM21,372 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,372 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,372 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,372 ** $6 [identifier] (recording a script of description)
rdaa:P50387,rdakit:hasM21,372 ** $a [unstructured description]
rdaa:P50387,rdakit:hasM21,372 ** $a [structured description]
rdaa:P50388,rdakit:hasM21,372 ** $a [unstructured description]
rdaa:P50388,rdakit:hasM21,372 ** $a [structured description]
rdaa:P50389,rdakit:hasM21,372 ** $a [structured description]
rdaa:P50100,rdakit:hasM21,372 ** $a [unstructured description]
rdaa:P50022,rdakit:hasM21,372 ** $a [unstructured description]
rdaa:P50022,rdakit:hasM21,372 ** $a [structured description]
rdaa:P50389,rdakit:hasM21,372 ** $a [unstructured description]
rdaa:P50100,rdakit:hasM21,372 ** $a [structured description]
rdaa:P50236,rdakit:hasM21,372 ** $s [structured description]
rdaa:P50432,rdakit:hasM21,372 ** $s [structured description]
rdaa:P50098,rdakit:hasM21,372 ** $s [structured description]
rdaa:P50339,rdakit:hasM21,372 ** $s [structured description]
rdaa:P50343,rdakit:hasM21,372 ** $s [structured description]
rdaa:P50347,rdakit:hasM21,372 ** $s [structured description]
rdaa:P50236,rdakit:hasM21,372 ** $t [structured description]
rdaa:P50432,rdakit:hasM21,372 ** $t [structured description]
rdaa:P50098,rdakit:hasM21,372 ** $t [structured description]
rdaa:P50339,rdakit:hasM21,372 ** $t [structured description]
rdaa:P50343,rdakit:hasM21,372 ** $t [structured description]
rdaa:P50347,rdakit:hasM21,372 ** $t [structured description]
rdaa:P50309,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50324,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50315,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50337,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50341,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50349,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50353,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50345,rdakit:hasM21,373 ** $0 [identifier]
rdap:P70009,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50218,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50359,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50336,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50327,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50318,rdakit:hasM21,373 ** $0 [identifier]
rdap:P70016,rdakit:hasM21,373 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50288,rdakit:hasM21,373 ** $0 [identifier]
rdaa:P50309,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50324,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50315,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50337,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50341,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50349,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50353,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50345,rdakit:hasM21,373 ** $1 [IRI]
rdap:P70009,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50218,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50359,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50336,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50327,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50318,rdakit:hasM21,373 ** $1 [IRI]
rdap:P70016,rdakit:hasM21,373 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,373 ** $1 [IRI]
rdaa:P50288,rdakit:hasM21,373 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,373 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,373 ** $6 [identifier] (recording a script of description)
rdaa:P50309,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50309,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50324,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50324,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50315,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50315,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50337,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50341,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50341,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50349,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50349,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50353,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50353,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50345,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50345,rdakit:hasM21,373 ** $a [structured description]
rdap:P70009,rdakit:hasM21,373 ** $a [unstructured description]
rdap:P70009,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50218,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50218,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50359,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50359,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50336,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50336,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50327,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50327,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50318,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50318,rdakit:hasM21,373 ** $a [structured description]
rdap:P70016,rdakit:hasM21,373 ** $a [unstructured description]
rdap:P70016,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50288,rdakit:hasM21,373 ** $a [unstructured description]
rdaa:P50288,rdakit:hasM21,373 ** $a [structured description]
rdaa:P50104,rdakit:hasM21,374 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,374 ** $0 [identifier]
rdaa:P50104,rdakit:hasM21,374 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,374 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,374 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,374 ** $6 [identifier] (recording a script of description)
rdaa:P50104,rdakit:hasM21,374 ** $a [structured description]
rdaw:P10406,rdakit:hasM21,375 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,375 ** $6 [identifier] (recording a script of description)
rdaa:P50116,rdakit:hasM21,375 ** $a [unstructured description]
rdaa:P50116,rdakit:hasM21,375 ** $a [structured description]
rdaa:P50490,rdakit:hasM21,376 ** $0 [identifier]
rdaa:P50491,rdakit:hasM21,376 ** $0 [identifier]
rdaa:P50051,rdakit:hasM21,376 ** $0 [identifier]
rdaa:P50325,rdakit:hasM21,376 ** $0 [identifier]
rdaa:P50339,rdakit:hasM21,376 ** $0 [identifier]
rdaa:P50343,rdakit:hasM21,376 ** $0 [identifier]
rdaa:P50355,rdakit:hasM21,376 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,376 ** $0 [identifier]
rdaa:P50490,rdakit:hasM21,376 ** $1 [IRI]
rdaa:P50491,rdakit:hasM21,376 ** $1 [IRI]
rdaa:P50051,rdakit:hasM21,376 ** $1 [IRI]
rdaa:P50325,rdakit:hasM21,376 ** $1 [IRI]
rdaa:P50339,rdakit:hasM21,376 ** $1 [IRI]
rdaa:P50343,rdakit:hasM21,376 ** $1 [IRI]
rdaa:P50355,rdakit:hasM21,376 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,376 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,376 ** $1 [IRI]
rdae:P20065,rdakit:hasM21,376 ** $6 [identifier] (recording a script of description)
rdaa:P50490,rdakit:hasM21,376 ** $a [unstructured description]
rdaa:P50490,rdakit:hasM21,376 ** $a [structured description]
rdaa:P50491,rdakit:hasM21,376 ** $a [unstructured description]
rdaa:P50491,rdakit:hasM21,376 ** $a [structured description]
rdaa:P50051,rdakit:hasM21,376 ** $a [unstructured description]
rdaa:P50051,rdakit:hasM21,376 ** $a [structured description]
rdaa:P50060,rdakit:hasM21,376 ** $b [unstructured description]
rdaa:P50060,rdakit:hasM21,376 ** $b [structured description]
rdaa:P50325,rdakit:hasM21,376 ** $b [structured description]
rdaa:P50059,rdakit:hasM21,376 ** $c [unstructured description]
rdaa:P50059,rdakit:hasM21,376 ** $c [structured description]
rdaa:P50339,rdakit:hasM21,376 ** $s [structured description]
rdaa:P50343,rdakit:hasM21,376 ** $s [structured description]
rdaa:P50355,rdakit:hasM21,376 ** $s [structured description]
rdaa:P50339,rdakit:hasM21,376 ** $t [structured description]
rdaa:P50343,rdakit:hasM21,376 ** $t [structured description]
rdaa:P50355,rdakit:hasM21,376 ** $t [structured description]
rdaa:P50401,rdakit:hasM21,377 ** $0 [identifier]
rdaa:P50402,rdakit:hasM21,377 ** $0 [identifier]
rdaa:P50023,rdakit:hasM21,377 ** $0 [identifier]
rdae:P20006,rdakit:hasM21,377 ** $0 [identifier]
rdaa:P50235,rdakit:hasM21,377 ** $0 [identifier]
rdaa:P50102,rdakit:hasM21,377 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,377 ** $0 [identifier]
rdaa:P50401,rdakit:hasM21,377 ** $1 [IRI]
rdaa:P50402,rdakit:hasM21,377 ** $1 [IRI]
rdaa:P50023,rdakit:hasM21,377 ** $1 [IRI]
rdae:P20006,rdakit:hasM21,377 ** $1 [IRI]
rdaa:P50235,rdakit:hasM21,377 ** $1 [IRI]
rdaa:P50102,rdakit:hasM21,377 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,377 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,377 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,377 ** $6 [identifier] (recording a script of description)
rdaa:P50401,rdakit:hasM21,377 ** $a [structured description]
rdaa:P50402,rdakit:hasM21,377 ** $a [structured description]
rdaa:P50023,rdakit:hasM21,377 ** $a [structured description]
rdae:P20006,rdakit:hasM21,377 ** $a [structured description]
rdaa:P50235,rdakit:hasM21,377 ** $a [structured description]
rdaa:P50102,rdakit:hasM21,377 ** $a [structured description]
rdaa:P50401,rdakit:hasM21,377 ** $l [structured description]
rdaa:P50402,rdakit:hasM21,377 ** $l [structured description]
rdae:P20006,rdakit:hasM21,377 ** $l [structured description]
rdae:P20065,rdakit:hasM21,378 ** $6 [identifier] (recording a script of description)
rdaa:P50115,rdakit:hasM21,378 ** $q [unstructured description]
rdaa:P50292,rdakit:hasM21,378 ** $q [unstructured description]
rdae:P20331,rdakit:hasM21,380 ** $0 [identifier]
rdaw:P10004,rdakit:hasM21,380 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,380 ** $0 [identifier]
rdae:P20331,rdakit:hasM21,380 ** $1 [IRI]
rdaw:P10004,rdakit:hasM21,380 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,380 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,380 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,380 ** $6 [identifier] (recording a script of description)
rdae:P20331,rdakit:hasM21,380 ** $a [unstructured description]
rdae:P20331,rdakit:hasM21,380 ** $a [structured description]
rdaw:P10004,rdakit:hasM21,380 ** $a [unstructured description]
rdaw:P10004,rdakit:hasM21,380 ** $a [structured description]
rdaw:P10222,rdakit:hasM21,380 ** $a [unstructured description]
rdaw:P10222,rdakit:hasM21,380 ** $a [structured description]
rdaw:P10406,rdakit:hasM21,381 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,381 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,381 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,381 ** $6 [identifier] (recording a script of description)
rdaw:P10220,rdakit:hasM21,382 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,382 ** $0 [identifier]
rdaw:P10220,rdakit:hasM21,382 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,382 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,382 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,382 ** $6 [identifier] (recording a script of description)
rdaw:P10220,rdakit:hasM21,382 ** $a [structured description]
rdaw:P10220,rdakit:hasM21,382 ** $d [structured description]
rdaw:P10220,rdakit:hasM21,382 ** $p [structured description]
rdaw:P10079,rdakit:hasM21,383 ** $a [identifier]
rdaw:P10334,rdakit:hasM21,383 ** $a [identifier]
rdaw:P10079,rdakit:hasM21,383 ** $b [identifier]
rdaw:P10333,rdakit:hasM21,383 ** $b [identifier]
rdaw:P10079,rdakit:hasM21,383 ** $c [identifier]
rdaw:P10335,rdakit:hasM21,383 ** $c [identifier]
rdae:P20065,rdakit:hasM21,384 ** $6 [identifier] (recording a script of description)
rdaw:P10221,rdakit:hasM21,384 ** $a [structured description]
rdaw:P10406,rdakit:hasM21,385 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,385 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,385 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,385 ** $6 [identifier] (recording a script of description)
rdaw:P10406,rdakit:hasM21,386 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,386 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,386 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,386 ** $6 [identifier] (recording a script of description)
rdaa:P50489,rdakit:hasM21,386 ** $a [unstructured description]
rdae:P20307,rdakit:hasM21,388 ** $0 [identifier]
rdaw:P10317,rdakit:hasM21,388 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,388 ** $0 [identifier]
rdae:P20307,rdakit:hasM21,388 ** $1 [IRI]
rdaw:P10317,rdakit:hasM21,388 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,388 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,388 ** $2 [identifier]
rdae:P20065,rdakit:hasM21,388 ** $6 [identifier] (recording a script of description)
rdae:P20307,rdakit:hasM21,388 ** $a [structured description]
rdaw:P10317,rdakit:hasM21,388 ** $a [structured description]
rdaa:P50292,rdakit:hasM21,400  0* $a [unstructured description]
rdaa:P50292,rdakit:hasM21,400  0* $q [unstructured description]
rdae:P20065,rdakit:hasM21,400 ** $6 [identifier] (recording a script of description)
rdaa:P50385,rdakit:hasM21,"400 ** $a, b [unstructured description]"
rdaa:P50415,rdakit:hasM21,"400 ** $a, b [unstructured description]"
rdaw:P10332,rdakit:hasM21,"400 ** $a, b, c, d, f, g, m, n, p, q, r, t [structured description]"
rdaa:P50373,rdakit:hasM21,"400 ** $a, b, c, d, g, q [structured description]"
rdaa:P50404,rdakit:hasM21,"400 ** $a, b, c, d, g, q [structured description]"
rdaa:P50110,rdakit:hasM21,400 ** $c [structured description]
rdaw:P10219,rdakit:hasM21,400 ** $f [structured description]
rdae:P20006,rdakit:hasM21,400 ** $l [structured description]
rdaw:P10220,rdakit:hasM21,400 ** $m [structured description]
rdaw:P10079,rdakit:hasM21,400 ** $n [identifier]
rdaw:P10221,rdakit:hasM21,400 ** $r [structured description]
rdaw:P10086,rdakit:hasM21,400 ** $t [unstructured description]
rdan:P80067,rdakit:hasM21,400 ** $w/0 [identifier]
rdan:P80067,rdakit:hasM21,400 ** $w/1 [identifier]
rdaa:P50111,rdakit:hasM21,"400 0* $a, b [unstructured description]"
rdaa:P50103,rdakit:hasM21,"400 0* $a, b [unstructured description]"
rdaa:P50377,rdakit:hasM21,"400 0* $a, b, c, d, g, q [structured description]"
rdaa:P50412,rdakit:hasM21,"400 0* $a, b, c, d, g, q [structured description]"
rdaa:P50121,rdakit:hasM21,400 0* $d [structured description]
rdaa:P50120,rdakit:hasM21,400 0* $d [structured description]
rdaa:P50115,rdakit:hasM21,400 0* $q [unstructured description]
rdaa:P50292,rdakit:hasM21,400 1* $a [unstructured description]
rdaa:P50291,rdakit:hasM21,400 1* $a [unstructured description]
rdaa:P50111,rdakit:hasM21,"400 1* $a, b [unstructured description]"
rdaa:P50103,rdakit:hasM21,"400 1* $a, b [unstructured description]"
rdaa:P50377,rdakit:hasM21,"400 1* $a, b, c, d, g, q [structured description]"
rdaa:P50412,rdakit:hasM21,"400 1* $a, b, c, d, g, q [structured description]"
rdaa:P50121,rdakit:hasM21,400 1* $d [structured description]
rdaa:P50120,rdakit:hasM21,400 1* $d [structured description]
rdaa:P50115,rdakit:hasM21,400 1* $q [unstructured description]
rdaa:P50292,rdakit:hasM21,400 1* $q [unstructured description]
rdaa:P50386,rdakit:hasM21,400 3* $a [unstructured description]
rdaa:P50061,rdakit:hasM21,400 3* $a [unstructured description]
rdaa:P50416,rdakit:hasM21,400 3* $a [unstructured description]
rdaa:P50054,rdakit:hasM21,400 3* $a [unstructured description]
rdaa:P50374,rdakit:hasM21,"400 3* $a, c, d, g [structured description]"
rdaa:P50376,rdakit:hasM21,"400 3* $a, c, d, g [structured description]"
rdaa:P50406,rdakit:hasM21,"400 3* $a, c, d, g [structured description]"
