canonical uri,mapping,lexical uri
rdaa:P50805,owl:sameAs,rdaa:lithographerCorporateBodyOf.en
rdaa:P50806,owl:sameAs,rdaa:platemakerCorporateBodyOf.en
rdaa:P50807,owl:sameAs,rdaa:manufacturerCorporateBodyOf.en
rdaa:P50808,owl:sameAs,rdaa:papermakerCorporateBodyOf.en
rdaa:P50809,owl:sameAs,rdaa:publisherCorporateBodyOf.en
rdaa:P50810,owl:sameAs,rdaa:etcherCorporateBodyOf.en
rdaa:P50811,owl:sameAs,rdaa:bookDesignerCorporateBodyOf.en
rdaa:P50812,owl:sameAs,rdaa:collotyperCorporateBodyOf.en
rdaa:P50813,owl:sameAs,rdaa:contributorCorporateBodyOfCartographyOf.en
rdaa:P50814,owl:sameAs,rdaa:contributorCorporateBodyOfChoreographyOf.en
rdaa:P50815,owl:sameAs,rdaa:contributorCorporateBodyOfMovingImageOf.en
rdaa:P50816,owl:sameAs,rdaa:contributorCorporateBodyOfMusicOf.en
rdaa:P50817,owl:sameAs,rdaa:contributorCorporateBodyOfSpeechOf.en
rdaa:P50818,owl:sameAs,rdaa:contributorCorporateBodyOfStillImageOf.en
rdaa:P50819,owl:sameAs,rdaa:contributorCorporateBodyOfTextOf.en
rdaa:P50820,owl:sameAs,rdaa:contributorCorporateBodyOfObjectOf.en
rdaa:P50821,owl:sameAs,rdaa:contributorCorporateBodyOfComputerContentOf.en
rdaa:P50822,owl:sameAs,rdaa:surveyorCorporateBodyOf.en
rdaa:P50823,owl:sameAs,rdaa:contributorCorporateBodyToAggregateOf.en
rdaa:P50824,owl:sameAs,rdaa:composerCorporateBodyOfWorkOf.en
rdaa:P50825,owl:sameAs,rdaa:addresseeCorporateBodyOf.en
rdaa:P50826,owl:sameAs,rdaa:editorialDirectorCorporateBodyOf.en
rdaa:P50827,owl:sameAs,rdaa:cartographerCorporateBodyOfWorkOf.en
rdaa:P50828,owl:sameAs,rdaa:inventorCorporateBodyOf.en
rdaa:P50829,owl:sameAs,rdaa:interviewerCorporateBodyOfWorkOf.en
rdaa:P50830,owl:sameAs,rdaa:aggregatorCorporateBodyOf.en
rdaa:P50831,owl:sameAs,rdaa:architectCorporateBodyOf.en
rdaa:P50832,owl:sameAs,rdaa:filmmakerCorporateBodyOf.en
rdaa:P50833,owl:sameAs,rdaa:landscapeArchitectCorporateBodyOf.en
rdaa:P50834,owl:sameAs,rdaa:screenwriterCorporateBodyOf.en
rdaa:P50835,owl:sameAs,rdaa:lyricistCorporateBodyOf.en
rdaa:P50836,owl:sameAs,rdaa:librettistCorporateBodyOf.en
rdaa:P50837,owl:sameAs,rdaa:dedicateeCorporateBodyOfWorkOf.en
rdaa:P50838,owl:sameAs,rdaa:calligrapherCorporateBodyOf.en
rdaa:P50839,owl:sameAs,rdaa:directorCorporateBodyOfPhotographyOf.en
rdaa:P50840,owl:sameAs,rdaa:commissioningCorporateBodyOf.en
rdaa:P50841,owl:sameAs,rdaa:programmerCorporateBodyOf.en
rdaa:P50842,owl:sameAs,rdaa:artistCorporateBodyOf.en
rdaa:P50843,owl:sameAs,rdaa:authorCorporateBodyOf.en
rdaa:P50844,owl:sameAs,rdaa:creatorCorporateBodyOfWorkOf.en
rdaa:P50845,owl:sameAs,rdaa:designerCorporateBodyOf.en
rdaa:P50846,owl:sameAs,rdaa:bookArtistCorporateBodyOf.en
rdaa:P50847,owl:sameAs,rdaa:founderCorporateBodyOfWorkOf.en
rdaa:P50848,owl:sameAs,rdaa:issuingCorporateBodyOf.en
rdaa:P50849,owl:sameAs,rdaa:audioProducerCorporateBodyOf.en
rdaa:P50850,owl:sameAs,rdaa:remixArtistCorporateBodyOf.en
rdaa:P50851,owl:sameAs,rdaa:castingDirectorCorporateBodyOf.en
rdaa:P50852,owl:sameAs,rdaa:producerCorporateBodyOf.en
rdaa:P50853,owl:sameAs,rdaa:filmProducerCorporateBodyOf.en
rdaa:P50854,owl:sameAs,rdaa:radioProducerCorporateBodyOf.en
rdaa:P50855,owl:sameAs,rdaa:televisionProducerCorporateBodyOf.en
rdaa:P50856,owl:sameAs,rdaa:organizerCorporateBodyOf.en
rdaa:P50857,owl:sameAs,rdaa:photographerCorporateBodyOfWorkOf.en
rdaa:P50858,owl:sameAs,rdaa:consultantCorporateBodyOf.en
rdaa:P50859,owl:sameAs,rdaa:rapporteurCorporateBodyOf.en
rdaa:P50860,owl:sameAs,rdaa:researcherCorporateBodyOf.en
rdaa:P50861,owl:sameAs,rdaa:intervieweeCorporateBodyOfWorkOf.en
rdaa:P50862,owl:sameAs,rdaa:compilerCorporateBodyOf.en
rdaa:P50863,owl:sameAs,rdaa:directorCorporateBodyOf.en
rdaa:P50864,owl:sameAs,rdaa:filmDirectorCorporateBodyOf.en
rdaa:P50865,owl:sameAs,rdaa:radioDirectorCorporateBodyOf.en
rdaa:P50866,owl:sameAs,rdaa:televisionDirectorCorporateBodyOf.en
rdaa:P50867,owl:sameAs,rdaa:sculptorCorporateBodyOf.en
rdaa:P50868,owl:sameAs,rdaa:dedicatorCorporateBodyOf.en
rdaa:P50869,owl:sameAs,rdaa:honoureeCorporateBodyOfWorkOf.en
rdaa:P50870,owl:sameAs,rdaa:actorCorporateBodyOf.en
rdaa:P50871,owl:sameAs,rdaa:editorCorporateBodyOf.en
rdaa:P50872,owl:sameAs,rdaa:onscreenPresenterCorporateBodyOf.en
rdaa:P50873,owl:sameAs,rdaa:colouristCorporateBodyOf.en
rdaa:P50874,owl:sameAs,rdaa:makeupArtistCorporateBodyOf.en
rdaa:P50875,owl:sameAs,rdaa:editorCorporateBodyOfMovingImageWorkOf.en
rdaa:P50876,owl:sameAs,rdaa:intervieweeCorporateBodyOfExpressionOf.en
rdaa:P50877,owl:sameAs,rdaa:instrumentalConductorCorporateBodyOf.en
rdaa:P50878,owl:sameAs,rdaa:musicalDirectorCorporateBodyOf.en
rdaa:P50879,owl:sameAs,rdaa:dancerCorporateBodyOf.en
rdaa:P50880,owl:sameAs,rdaa:soundDesignerCorporateBodyOf.en
rdaa:P50881,owl:sameAs,rdaa:lightingDesignerCorporateBodyOf.en
rdaa:P50882,owl:sameAs,rdaa:specialEffectsProviderCorporateBodyOf.en
rdaa:P50883,owl:sameAs,rdaa:visualEffectsProviderCorporateBodyOf.en
rdaa:P50884,owl:sameAs,rdaa:costumeDesignerCorporateBodyOf.en
rdaa:P50885,owl:sameAs,rdaa:productionDesignerCorporateBodyOf.en
rdaa:P50886,owl:sameAs,rdaa:lettererCorporateBodyOf.en
rdaa:P50887,owl:sameAs,rdaa:translatorCorporateBodyOf.en
rdaa:P50888,owl:sameAs,rdaa:stageDirectorCorporateBodyOf.en
rdaa:P50889,owl:sameAs,rdaa:animatorCorporateBodyOf.en
rdaa:P50890,owl:sameAs,rdaa:interviewerCorporateBodyOfExpressionOf.en
rdaa:P50891,owl:sameAs,rdaa:choralConductorCorporateBodyOf.en
rdaa:P50892,owl:sameAs,rdaa:hostCorporateBodyOf.en
rdaa:P50893,owl:sameAs,rdaa:moderatorCorporateBodyOf.en
rdaa:P50894,owl:sameAs,rdaa:conductorCorporateBodyOf.en
rdaa:P50895,owl:sameAs,rdaa:reviserCorporateBodyOf.en
rdaa:P50896,owl:sameAs,rdaa:draftsmanCorporateBodyOf.en
rdaa:P50897,owl:sameAs,rdaa:audioEngineerCorporateBodyOf.en
rdaa:P50898,owl:sameAs,rdaa:puppeteerCorporateBodyOf.en
rdaa:P50899,owl:sameAs,rdaa:mixingEngineerCorporateBodyOf.en
rdaa:P50900,owl:sameAs,rdaa:djCorporateBodyOf.en
rdaa:P50901,owl:sameAs,rdaa:artDirectorCorporateBodyOf.en
rdaa:P50902,owl:sameAs,rdaa:panelistCorporateBodyOf.en
rdaa:P50903,owl:sameAs,rdaa:storytellerCorporateBodyOf.en
rdaa:P50904,owl:sameAs,rdaa:singerCorporateBodyOf.en
rdaa:P50905,owl:sameAs,rdaa:performerCorporateBodyOf.en
rdaa:P50906,owl:sameAs,rdaa:instrumentalistCorporateBodyOf.en
rdaa:P50907,owl:sameAs,rdaa:courtReporterCorporateBodyOf.en
rdaa:P50908,owl:sameAs,rdaa:commentatorCorporateBodyOf.en
rdaa:P50909,owl:sameAs,rdaa:voiceActorCorporateBodyOf.en
rdaa:P50910,owl:sameAs,rdaa:narratorCorporateBodyOf.en
rdaa:P50911,owl:sameAs,rdaa:minuteTakerCorporateBodyOf.en
rdaa:P50912,owl:sameAs,rdaa:softwareDeveloperCorporateBodyOf.en
rdaa:P50913,owl:sameAs,rdaa:dubbingDirectorCorporateBodyOf.en
rdaa:P50914,owl:sameAs,rdaa:restorationistCorporateBodyOfExpressionOf.en
rdaa:P50915,owl:sameAs,rdaa:censorCorporateBodyOf.en
rdaa:P50916,owl:sameAs,rdaa:arrangerCorporateBodyOfMusicOf.en
rdaa:P50917,owl:sameAs,rdaa:abridgerCorporateBodyOf.en
rdaa:P50918,owl:sameAs,rdaa:speakerCorporateBodyOf.en
rdaa:P50919,owl:sameAs,rdaa:recordingEngineerCorporateBodyOf.en
rdaa:P50920,owl:sameAs,rdaa:onscreenParticipantCorporateBodyOf.en
rdaa:P50921,owl:sameAs,rdaa:instructorCorporateBodyOf.en
rdaa:P50922,owl:sameAs,rdaa:recordistCorporateBodyOf.en
rdaa:P50923,owl:sameAs,rdaa:musicProgrammerCorporateBodyOf.en
rdaa:P50924,owl:sameAs,rdaa:transcriberCorporateBodyOf.en
rdaa:P50925,owl:sameAs,rdaa:contributorCorporateBodyToPerformanceOf.en
rdaa:P50926,owl:sameAs,rdaa:contributorCorporateBodyToAmalgamationOf.en
rdaa:P50927,owl:sameAs,rdaa:creatorCorporateBodyOfExpressionOf.en
rdaa:P50928,owl:sameAs,rdaa:presenterCorporateBodyOf.en
rdaa:P50929,owl:sameAs,rdaa:dedicateeCorporateBodyOfItemOf.en
rdaa:P50930,owl:sameAs,rdaa:binderCorporateBodyOf.en
rdaa:P50931,owl:sameAs,rdaa:restorationistCorporateBodyOfItemOf.en
rdaa:P50932,owl:sameAs,rdaa:curatorCorporateBodyOf.en
rdaa:P50933,owl:sameAs,rdaa:currentOwnerCorporateBodyOf.en
rdaa:P50934,owl:sameAs,rdaa:formerOwnerCorporateBodyOf.en
rdaa:P50935,owl:sameAs,rdaa:custodianCorporateBodyOf.en
rdaa:P50936,owl:sameAs,rdaa:ownerCorporateBodyOf.en
rdaa:P50937,owl:sameAs,rdaa:collectorCorporateBodyOf.en
rdaa:P50938,owl:sameAs,rdaa:modifierCorporateBodyOf.en
rdaa:P50939,owl:sameAs,rdaa:illuminatorCorporateBodyOf.en
rdaa:P50940,owl:sameAs,rdaa:depositorCorporateBodyOf.en
rdaa:P50941,owl:sameAs,rdaa:donorCorporateBodyOf.en
rdaa:P50942,owl:sameAs,rdaa:collectionRegistrarCorporateBodyOf.en
rdaa:P50943,owl:sameAs,rdaa:sellerCorporateBodyOf.en
rdaa:P50944,owl:sameAs,rdaa:honoureeCorporateBodyOfItemOf.en
rdaa:P50945,owl:sameAs,rdaa:choreographerFamilyOf.en
rdaa:P50946,owl:sameAs,rdaa:broadcasterFamilyOf.en
rdaa:P50947,owl:sameAs,rdaa:creatorFamilyOfManifestationOf.en
rdaa:P50948,owl:sameAs,rdaa:engraverFamilyOf.en
rdaa:P50949,owl:sameAs,rdaa:filmDistributorFamilyOf.en
rdaa:P50950,owl:sameAs,rdaa:distributorFamilyOf.en
rdaa:P50951,owl:sameAs,rdaa:brailleEmbosserFamilyOf.en
rdaa:P50952,owl:sameAs,rdaa:producerFamilyOfUnpublishedManifestationOf.en
rdaa:P50953,owl:sameAs,rdaa:printmakerFamilyOf.en
rdaa:P50954,owl:sameAs,rdaa:printerFamilyOf.en
rdaa:P50955,owl:sameAs,rdaa:casterFamilyOf.en
rdaa:P50956,owl:sameAs,rdaa:lithographerFamilyOf.en
rdaa:P50957,owl:sameAs,rdaa:platemakerFamilyOf.en
rdaa:P50958,owl:sameAs,rdaa:manufacturerFamilyOf.en
rdaa:P50959,owl:sameAs,rdaa:papermakerFamilyOf.en
rdaa:P50960,owl:sameAs,rdaa:publisherFamilyOf.en
rdaa:P50961,owl:sameAs,rdaa:etcherFamilyOf.en
rdaa:P50962,owl:sameAs,rdaa:bookDesignerFamilyOf.en
rdaa:P50963,owl:sameAs,rdaa:collotyperFamilyOf.en
rdaa:P50964,owl:sameAs,rdaa:contributorFamilyOfCartographyOf.en
rdaa:P50965,owl:sameAs,rdaa:contributorFamilyOfChoreographyOf.en
rdaa:P50966,owl:sameAs,rdaa:contributorFamilyOfMovingImageOf.en
rdaa:P50967,owl:sameAs,rdaa:contributorFamilyOfMusicOf.en
rdaa:P50968,owl:sameAs,rdaa:contributorFamilyOfSpeechOf.en
rdaa:P50969,owl:sameAs,rdaa:contributorFamilyOfStillImageOf.en
rdaa:P50970,owl:sameAs,rdaa:contributorFamilyOfTextOf.en
rdaa:P50971,owl:sameAs,rdaa:contributorFamilyOfObjectOf.en
rdaa:P50972,owl:sameAs,rdaa:contributorFamilyOfComputerContentOf.en
rdaa:P50973,owl:sameAs,rdaa:surveyorFamilyOf.en
rdaa:P50974,owl:sameAs,rdaa:contributorFamilyToAggregateOf.en
rdaa:P50975,owl:sameAs,rdaa:composerFamilyOfWorkOf.en
rdaa:P50976,owl:sameAs,rdaa:addresseeFamilyOf.en
rdaa:P50977,owl:sameAs,rdaa:editorialDirectorFamilyOf.en
rdaa:P50978,owl:sameAs,rdaa:cartographerFamilyOfWorkOf.en
rdaa:P50979,owl:sameAs,rdaa:inventorFamilyOf.en
rdaa:P50980,owl:sameAs,rdaa:interviewerFamilyOfWorkOf.en
rdaa:P50981,owl:sameAs,rdaa:aggregatorFamilyOf.en
rdaa:P50982,owl:sameAs,rdaa:architectFamilyOf.en
rdaa:P50983,owl:sameAs,rdaa:filmmakerFamilyOf.en
rdaa:P50984,owl:sameAs,rdaa:landscapeArchitectFamilyOf.en
rdaa:P50985,owl:sameAs,rdaa:screenwriterFamilyOf.en
rdaa:P50986,owl:sameAs,rdaa:lyricistFamilyOf.en
rdaa:P50987,owl:sameAs,rdaa:librettistFamilyOf.en
rdaa:P50988,owl:sameAs,rdaa:dedicateeFamilyOfWorkOf.en
rdaa:P50989,owl:sameAs,rdaa:calligrapherFamilyOf.en
rdaa:P50990,owl:sameAs,rdaa:directorFamilyOfPhotographyOf.en
rdaa:P50991,owl:sameAs,rdaa:commissioningFamilyOf.en
rdaa:P50992,owl:sameAs,rdaa:programmerFamilyOf.en
rdaa:P50993,owl:sameAs,rdaa:artistFamilyOf.en
rdaa:P50994,owl:sameAs,rdaa:authorFamilyOf.en
rdaa:P50995,owl:sameAs,rdaa:creatorFamilyOfWorkOf.en
rdaa:P50996,owl:sameAs,rdaa:designerFamilyOf.en
rdaa:P50997,owl:sameAs,rdaa:bookArtistFamilyOf.en
rdaa:P50998,owl:sameAs,rdaa:founderFamilyOfWorkOf.en
rdaa:P50999,owl:sameAs,rdaa:issuingFamilyOf.en
rdaa:P51000,owl:sameAs,rdaa:audioProducerFamilyOf.en
rdaa:P51001,owl:sameAs,rdaa:remixArtistFamilyOf.en
rdaa:P51002,owl:sameAs,rdaa:castingDirectorFamilyOf.en
rdaa:P51003,owl:sameAs,rdaa:producerFamilyOf.en
rdaa:P51004,owl:sameAs,rdaa:filmProducerFamilyOf.en
rdaa:P51005,owl:sameAs,rdaa:radioProducerFamilyOf.en
rdaa:P51006,owl:sameAs,rdaa:televisionProducerFamilyOf.en
rdaa:P51007,owl:sameAs,rdaa:organizerFamilyOf.en
rdaa:P51008,owl:sameAs,rdaa:photographerFamilyOfWorkOf.en
rdaa:P51009,owl:sameAs,rdaa:consultantFamilyOf.en
rdaa:P51010,owl:sameAs,rdaa:rapporteurFamilyOf.en
rdaa:P51011,owl:sameAs,rdaa:researcherFamilyOf.en
rdaa:P51012,owl:sameAs,rdaa:intervieweeFamilyOfWorkOf.en
rdaa:P51013,owl:sameAs,rdaa:compilerFamilyOf.en
rdaa:P51014,owl:sameAs,rdaa:directorFamilyOf.en
rdaa:P51015,owl:sameAs,rdaa:filmDirectorFamilyOf.en
rdaa:P51016,owl:sameAs,rdaa:radioDirectorFamilyOf.en
rdaa:P51017,owl:sameAs,rdaa:televisionDirectorFamilyOf.en
rdaa:P51018,owl:sameAs,rdaa:sculptorFamilyOf.en
rdaa:P51019,owl:sameAs,rdaa:dedicatorFamilyOf.en
rdaa:P51020,owl:sameAs,rdaa:honoureeFamilyOfWorkOf.en
rdaa:P51021,owl:sameAs,rdaa:actorFamilyOf.en
rdaa:P51022,owl:sameAs,rdaa:editorFamilyOf.en
rdaa:P51023,owl:sameAs,rdaa:onscreenPresenterFamilyOf.en
rdaa:P51024,owl:sameAs,rdaa:colouristFamilyOf.en
rdaa:P51025,owl:sameAs,rdaa:makeupArtistFamilyOf.en
rdaa:P51026,owl:sameAs,rdaa:editorFamilyOfMovingImageWorkOf.en
rdaa:P51027,owl:sameAs,rdaa:intervieweeFamilyOfExpressionOf.en
rdaa:P51028,owl:sameAs,rdaa:instrumentalConductorFamilyOf.en
rdaa:P51029,owl:sameAs,rdaa:musicalDirectorFamilyOf.en
rdaa:P51030,owl:sameAs,rdaa:dancerFamilyOf.en
rdaa:P51031,owl:sameAs,rdaa:soundDesignerFamilyOf.en
rdaa:P51032,owl:sameAs,rdaa:lightingDesignerFamilyOf.en
rdaa:P51033,owl:sameAs,rdaa:specialEffectsProviderFamilyOf.en
rdaa:P51034,owl:sameAs,rdaa:visualEffectsProviderFamilyOf.en
rdaa:P51035,owl:sameAs,rdaa:costumeDesignerFamilyOf.en
rdaa:P51036,owl:sameAs,rdaa:productionDesignerFamilyOf.en
rdaa:P51037,owl:sameAs,rdaa:lettererFamilyOf.en
rdaa:P51038,owl:sameAs,rdaa:translatorFamilyOf.en
rdaa:P51039,owl:sameAs,rdaa:stageDirectorFamilyOf.en
rdaa:P51040,owl:sameAs,rdaa:animatorFamilyOf.en
rdaa:P51041,owl:sameAs,rdaa:interviewerFamilyOfExpressionOf.en
rdaa:P51042,owl:sameAs,rdaa:choralConductorFamilyOf.en
rdaa:P51043,owl:sameAs,rdaa:hostFamilyOf.en
rdaa:P51044,owl:sameAs,rdaa:moderatorFamilyOf.en
rdaa:P51045,owl:sameAs,rdaa:conductorFamilyOf.en
rdaa:P51046,owl:sameAs,rdaa:reviserFamilyOf.en
rdaa:P51047,owl:sameAs,rdaa:draftsmanFamilyOf.en
rdaa:P51048,owl:sameAs,rdaa:audioEngineerFamilyOf.en
rdaa:P51049,owl:sameAs,rdaa:puppeteerFamilyOf.en
rdaa:P51050,owl:sameAs,rdaa:mixingEngineerFamilyOf.en
rdaa:P51051,owl:sameAs,rdaa:djFamilyOf.en
rdaa:P51052,owl:sameAs,rdaa:artDirectorFamilyOf.en
rdaa:P51053,owl:sameAs,rdaa:panelistFamilyOf.en
rdaa:P51054,owl:sameAs,rdaa:storytellerFamilyOf.en
rdaa:P51055,owl:sameAs,rdaa:singerFamilyOf.en
rdaa:P51056,owl:sameAs,rdaa:performerFamilyOf.en
rdaa:P51057,owl:sameAs,rdaa:instrumentalistFamilyOf.en
rdaa:P51058,owl:sameAs,rdaa:courtReporterFamilyOf.en
rdaa:P51059,owl:sameAs,rdaa:commentatorFamilyOf.en
rdaa:P51060,owl:sameAs,rdaa:voiceActorFamilyOf.en
rdaa:P51061,owl:sameAs,rdaa:narratorFamilyOf.en
rdaa:P51062,owl:sameAs,rdaa:minuteTakerFamilyOf.en
rdaa:P51063,owl:sameAs,rdaa:softwareDeveloperFamilyOf.en
rdaa:P51064,owl:sameAs,rdaa:dubbingDirectorFamilyOf.en
rdaa:P51065,owl:sameAs,rdaa:restorationistFamilyOfExpressionOf.en
rdaa:P51066,owl:sameAs,rdaa:censorFamilyOf.en
rdaa:P51067,owl:sameAs,rdaa:arrangerFamilyOfMusicOf.en
rdaa:P51068,owl:sameAs,rdaa:abridgerFamilyOf.en
rdaa:P51069,owl:sameAs,rdaa:speakerFamilyOf.en
rdaa:P51070,owl:sameAs,rdaa:recordingEngineerFamilyOf.en
rdaa:P51071,owl:sameAs,rdaa:onscreenParticipantFamilyOf.en
rdaa:P51072,owl:sameAs,rdaa:instructorFamilyOf.en
rdaa:P51073,owl:sameAs,rdaa:recordistFamilyOf.en
rdaa:P51074,owl:sameAs,rdaa:musicProgrammerFamilyOf.en
rdaa:P51075,owl:sameAs,rdaa:transcriberFamilyOf.en
rdaa:P51076,owl:sameAs,rdaa:contributorFamilyToPerformanceOf.en
rdaa:P51077,owl:sameAs,rdaa:contributorFamilyToAmalgamationOf.en
rdaa:P51078,owl:sameAs,rdaa:creatorFamilyOfExpressionOf.en
rdaa:P51079,owl:sameAs,rdaa:presenterFamilyOf.en
rdaa:P51080,owl:sameAs,rdaa:dedicateeFamilyOfItemOf.en
rdaa:P51081,owl:sameAs,rdaa:binderFamilyOf.en
rdaa:P51082,owl:sameAs,rdaa:restorationistFamilyOfItemOf.en
rdaa:P51083,owl:sameAs,rdaa:curatorFamilyOf.en
rdaa:P51084,owl:sameAs,rdaa:currentOwnerFamilyOf.en
rdaa:P51085,owl:sameAs,rdaa:formerOwnerFamilyOf.en
rdaa:P51086,owl:sameAs,rdaa:custodianFamilyOf.en
rdaa:P51087,owl:sameAs,rdaa:ownerFamilyOf.en
rdaa:P51088,owl:sameAs,rdaa:collectorFamilyOf.en
rdaa:P51089,owl:sameAs,rdaa:modifierFamilyOf.en
rdaa:P51090,owl:sameAs,rdaa:illuminatorFamilyOf.en
rdaa:P51091,owl:sameAs,rdaa:depositorFamilyOf.en
rdaa:P51092,owl:sameAs,rdaa:donorFamilyOf.en
rdaa:P51093,owl:sameAs,rdaa:collectionRegistrarFamilyOf.en
rdaa:P51094,owl:sameAs,rdaa:sellerFamilyOf.en
rdaa:P51095,owl:sameAs,rdaa:honoureeFamilyOfItemOf.en
rdaa:P51096,owl:sameAs,rdaa:sponsoringAgentOfCorporateBody.en
rdaa:P51097,owl:sameAs,rdaa:sponsoringCollectiveAgentOfCorporateBody.en
rdaa:P51098,owl:sameAs,rdaa:sponsoredCorporateBodyOfAgent.en
rdaa:P51099,owl:sameAs,rdaa:sponsoredCorporateBodyOfCollectiveAgent.en
rdaa:P51100,owl:sameAs,rdaa:sponsoredWorkOfCollectiveAgent.en
rdaa:P51101,owl:sameAs,rdaa:sponsoredWorkOfCorporateBody.en
rdaa:P51102,owl:sameAs,rdaa:sponsoredWorkOfFamily.en
rdaa:P51103,owl:sameAs,rdaa:sponsoredWorkOfPerson.en
rdaa:P51104,owl:sameAs,rdaa:foundedCorporateBodyOfAgent.en
rdaa:P51105,owl:sameAs,rdaa:foundedCorporateBodyOfCollectiveAgent.en
rdaa:P51106,owl:sameAs,rdaa:foundingAgentOfCorporateBody.en
rdaa:P51107,owl:sameAs,rdaa:foundingCollectiveAgentOfCorporateBody.en
rdae:P20001,owl:sameAs,rdae:contentType.en
rdae:P20002,owl:sameAs,rdae:identifierForExpression.en
rdae:P20004,owl:sameAs,rdae:dateOfCapture.en
rdae:P20005,owl:sameAs,rdae:award.en
rdae:P20006,owl:sameAs,rdae:languageOfExpression.en
rdae:P20009,owl:sameAs,rdae:adaptedAsMotionPictureExpression.en
rdae:P20010,owl:sameAs,rdae:noteOnChangesInContentCharacteristics.en
rdae:P20011,owl:sameAs,rdae:conductorAgent.en
rdae:P20012,owl:sameAs,rdae:actorAgent.en
rdae:P20013,owl:sameAs,rdae:onscreenPresenterAgent.en
rdae:P20014,owl:sameAs,rdae:dancerAgent.en
rdae:P20015,owl:sameAs,rdae:instructorAgent.en
rdae:P20016,owl:sameAs,rdae:hostAgent.en
rdae:P20017,owl:sameAs,rdae:moderatorAgent.en
rdae:P20018,owl:sameAs,rdae:puppeteerAgent.en
rdae:P20019,owl:sameAs,rdae:panelistAgent.en
rdae:P20020,owl:sameAs,rdae:instrumentalistAgent.en
rdae:P20021,owl:sameAs,rdae:commentatorAgent.en
rdae:P20022,owl:sameAs,rdae:narratorAgent.en
rdae:P20023,owl:sameAs,rdae:storytellerAgent.en
rdae:P20024,owl:sameAs,rdae:speakerAgent.en
rdae:P20025,owl:sameAs,rdae:singerAgent.en
rdae:P20028,owl:sameAs,rdae:animatorAgent.en
rdae:P20029,owl:sameAs,rdae:arrangerAgentOfMusic.en
rdae:P20031,owl:sameAs,rdae:stageDirectorAgent.en
rdae:P20032,owl:sameAs,rdae:interviewerAgentOfExpression.en
rdae:P20033,owl:sameAs,rdae:draftsmanAgent.en
rdae:P20034,owl:sameAs,rdae:transcriberAgent.en
rdae:P20035,owl:sameAs,rdae:musicalDirectorAgent.en
rdae:P20036,owl:sameAs,rdae:costumeDesignerAgent.en
rdae:P20037,owl:sameAs,rdae:translatorAgent.en
rdae:P20038,owl:sameAs,rdae:artDirectorAgent.en
rdae:P20039,owl:sameAs,rdae:performerAgent.en
rdae:P20040,owl:sameAs,rdae:courtReporterAgent.en
rdae:P20047,owl:sameAs,rdae:intervieweeAgentOfExpression.en
rdae:P20049,owl:sameAs,rdae:abridgerAgent.en
rdae:P20050,owl:sameAs,rdae:recordingEngineerAgent.en
rdae:P20052,owl:sameAs,rdae:recordistAgent.en
rdae:P20053,owl:sameAs,rdae:creatorAgentOfExpression.en
rdae:P20054,owl:sameAs,rdae:presenterAgent.en
rdae:P20055,owl:sameAs,rdae:editorAgentOfMovingImageWork.en
rdae:P20056,owl:sameAs,rdae:productionDesignerAgent.en
rdae:P20058,owl:sameAs,rdae:minuteTakerAgent.en
rdae:P20059,owl:sameAs,rdae:manifestationOfExpression.en
rdae:P20060,owl:sameAs,rdae:adaptedAsRadioProgramExpression.en
rdae:P20061,owl:sameAs,rdae:formOfTactileNotation.en
rdae:P20062,owl:sameAs,rdae:formOfNotation.en
rdae:P20063,owl:sameAs,rdae:formOfNotatedMovement.en
rdae:P20064,owl:sameAs,rdae:formOfMusicalNotation.en
rdae:P20065,owl:sameAs,rdae:script.en
rdae:P20066,owl:sameAs,rdae:adaptedAsTelevisionProgramExpression.en
rdae:P20067,owl:sameAs,rdae:adaptedAsVideoExpression.en
rdae:P20069,owl:sameAs,rdae:summarizationOfContent.en
rdae:P20070,owl:sameAs,rdae:voiceActorAgent.en
rdae:P20071,owl:sameAs,rdae:noteOnExpression.en
rdae:P20073,owl:sameAs,rdae:dramatizedAsExpression.en
rdae:P20074,owl:sameAs,rdae:partOfExpression.en
rdae:P20075,owl:sameAs,rdae:replacedInPartByExpression.en
rdae:P20076,owl:sameAs,rdae:replacedByExpression.en
rdae:P20077,owl:sameAs,rdae:adaptedInVerseAsExpression.en
rdae:P20078,owl:sameAs,rdae:dubbedVersionOf.en
rdae:P20079,owl:sameAs,rdae:dubbedVersion.en
rdae:P20080,owl:sameAs,rdae:cadenzaExpression.en
rdae:P20081,owl:sameAs,rdae:variationsBasedOnExpression.en
rdae:P20082,owl:sameAs,rdae:modifiedByVariationAsExpression.en
rdae:P20083,owl:sameAs,rdae:cadenzaComposedForExpression.en
rdae:P20084,owl:sameAs,rdae:librettoForExpression.en
rdae:P20085,owl:sameAs,rdae:incidentalMusicExpression.en
rdae:P20086,owl:sameAs,rdae:remadeAsExpression.en
rdae:P20087,owl:sameAs,rdae:setToMusicAsExpression.en
rdae:P20088,owl:sameAs,rdae:adaptedAsNovelExpression.en
rdae:P20089,owl:sameAs,rdae:appendixToExpression.en
rdae:P20090,owl:sameAs,rdae:abstractedInExpression.en
rdae:P20091,owl:sameAs,rdae:indexedInExpression.en
rdae:P20092,owl:sameAs,rdae:adaptedAsChoreographyExpression.en
rdae:P20093,owl:sameAs,rdae:errataExpression.en
rdae:P20094,owl:sameAs,rdae:illustrationsExpression.en
