canonical uri,mapping,lexical uri
rdaa:P50423,owl:sameAs,rdaa:successorOfCollectiveAgent.en
rdaa:P50424,owl:sameAs,rdaa:successorOfFamily.en
rdaa:P50425,owl:sameAs,rdaa:jurisdictionGoverned.en
rdaa:P50426,owl:sameAs,rdaa:agentDescribedIn.en
rdaa:P50427,owl:sameAs,rdaa:collectiveAgentDescribedIn.en
rdaa:P50428,owl:sameAs,rdaa:alternateIdentityOfPerson.en
rdaa:P50429,owl:sameAs,rdaa:realIdentityOfPerson.en
rdaa:P50430,owl:sameAs,rdaa:periodOfActivityOfAgent.en
rdaa:P50431,owl:sameAs,rdaa:periodOfActivityOfCollectiveAgent.en
rdaa:P50432,owl:sameAs,rdaa:periodOfActivityOfFamily.en
rdaa:P50433,owl:sameAs,rdaa:corporateBodyMemberOfCollectiveAgent.en
rdaa:P50435,owl:sameAs,rdaa:corporateBodyMemberOfFamily.en
rdaa:P50436,owl:sameAs,rdaa:familyMemberOfCollectiveAgent.en
rdaa:P50437,owl:sameAs,rdaa:familyMemberOfCorporateBody.en
rdaa:P50438,owl:sameAs,rdaa:familyMemberOfFamily.en
rdaa:P50439,owl:sameAs,rdaa:corporateBodyMemberOfCollectiveAgentOf.en
rdaa:P50440,owl:sameAs,rdaa:corporateBodyMemberOfFamilyOf.en
rdaa:P50441,owl:sameAs,rdaa:familyMemberOfCollectiveAgentOf.en
rdaa:P50442,owl:sameAs,rdaa:familyMemberOfCorporateBodyOf.en
rdaa:P50443,owl:sameAs,rdaa:familyMemberOfFamilyOf.en
rdaa:P50444,owl:sameAs,rdaa:personMemberOfCollectiveAgentOf.en
rdaa:P50445,owl:sameAs,rdaa:personMemberOfCollectiveAgent.en
rdaa:P50446,owl:sameAs,rdaa:modifierAgentOf.en
rdaa:P50447,owl:sameAs,rdaa:reviserAgentOf.en
rdaa:P50448,owl:sameAs,rdaa:contributorAgentToAmalgamationOf.en
rdaa:P50449,owl:sameAs,rdaa:contributorAgentToPerformanceOf.en
rdaa:P50450,owl:sameAs,rdaa:editorAgentOf.en
rdaa:P50453,owl:sameAs,rdaa:aggregatorAgentOf.en
rdaa:P50454,owl:sameAs,rdaa:criminalDefendantCorporateBodyOf.en
rdaa:P50455,owl:sameAs,rdaa:criminalDefendantPersonOf.en
rdaa:P50456,owl:sameAs,rdaa:civilDefendantCorporateBodyOf.en
rdaa:P50457,owl:sameAs,rdaa:civilDefendantPersonOf.en
rdaa:P50458,owl:sameAs,rdaa:academicSupervisorOf.en
rdaa:P50459,owl:sameAs,rdaa:contributorAgentOfMusicOf.en
rdaa:P50460,owl:sameAs,rdaa:surveyorAgentOf.en
rdaa:P50463,owl:sameAs,rdaa:contributorAgentOfCartographyOf.en
rdaa:P50464,owl:sameAs,rdaa:contributorAgentOfChoreographyOf.en
rdaa:P50469,owl:sameAs,rdaa:contributorAgentOfStillImageOf.en
rdaa:P50474,owl:sameAs,rdaa:contributorAgentOfMovingImageOf.en
rdaa:P50475,owl:sameAs,rdaa:contributorAgentOfTextOf.en
rdaa:P50476,owl:sameAs,rdaa:contributorAgentToAggregateOf.en
rdaa:P50477,owl:sameAs,rdaa:creatorAgentOfManifestationOf.en
rdaa:P50478,owl:sameAs,rdaa:relatedEntityOfAgent.en
rdaa:P50479,owl:sameAs,rdaa:relatedEntityOfCollectiveAgent.en
rdaa:P50480,owl:sameAs,rdaa:relatedEntityOfCorporateBody.en
rdaa:P50481,owl:sameAs,rdaa:relatedEntityOfFamily.en
rdaa:P50482,owl:sameAs,rdaa:relatedEntityOfPerson.en
rdaa:P50483,owl:sameAs,rdaa:contributorAgentOfSpeechOf.en
rdaa:P50484,owl:sameAs,rdaa:contributorAgentOfObjectOf.en
rdaa:P50485,owl:sameAs,rdaa:contributorAgentOfComputerContentOf.en
rdaa:P50486,owl:sameAs,rdaa:researchSupervisorOf.en
rdaa:P50487,owl:sameAs,rdaa:projectSupervisorOf.en
rdaa:P50489,owl:sameAs,rdaa:categoryOfPerson.en
rdaa:P50490,owl:sameAs,rdaa:categoryOfAgent.en
rdaa:P50491,owl:sameAs,rdaa:categoryOfCollectiveAgent.en
rdaa:P50492,owl:sameAs,rdaa:choreographerPersonOf.en
rdaa:P50493,owl:sameAs,rdaa:broadcasterPersonOf.en
rdaa:P50494,owl:sameAs,rdaa:creatorPersonOfManifestationOf.en
rdaa:P50495,owl:sameAs,rdaa:engraverPersonOf.en
rdaa:P50496,owl:sameAs,rdaa:filmDistributorPersonOf.en
rdaa:P50497,owl:sameAs,rdaa:distributorPersonOf.en
rdaa:P50498,owl:sameAs,rdaa:brailleEmbosserPersonOf.en
rdaa:P50499,owl:sameAs,rdaa:producerPersonOfUnpublishedManifestationOf.en
rdaa:P50500,owl:sameAs,rdaa:printmakerPersonOf.en
rdaa:P50501,owl:sameAs,rdaa:printerPersonOf.en
rdaa:P50502,owl:sameAs,rdaa:casterPersonOf.en
rdaa:P50503,owl:sameAs,rdaa:lithographerPersonOf.en
rdaa:P50504,owl:sameAs,rdaa:platemakerPersonOf.en
rdaa:P50505,owl:sameAs,rdaa:manufacturerPersonOf.en
rdaa:P50506,owl:sameAs,rdaa:papermakerPersonOf.en
rdaa:P50507,owl:sameAs,rdaa:publisherPersonOf.en
rdaa:P50508,owl:sameAs,rdaa:etcherPersonOf.en
rdaa:P50509,owl:sameAs,rdaa:bookDesignerPersonOf.en
rdaa:P50510,owl:sameAs,rdaa:collotyperPersonOf.en
rdaa:P50511,owl:sameAs,rdaa:contributorPersonOfCartographyOf.en
rdaa:P50512,owl:sameAs,rdaa:contributorPersonOfChoreographyOf.en
rdaa:P50513,owl:sameAs,rdaa:contributorPersonOfMovingImageOf.en
rdaa:P50514,owl:sameAs,rdaa:contributorPersonOfMusicOf.en
rdaa:P50515,owl:sameAs,rdaa:contributorPersonOfSpeechOf.en
rdaa:P50516,owl:sameAs,rdaa:contributorPersonOfStillImageOf.en
rdaa:P50517,owl:sameAs,rdaa:contributorPersonOfTextOf.en
rdaa:P50518,owl:sameAs,rdaa:contributorPersonOfObjectOf.en
rdaa:P50519,owl:sameAs,rdaa:contributorPersonOfComputerContentOf.en
rdaa:P50520,owl:sameAs,rdaa:surveyorPersonOf.en
rdaa:P50521,owl:sameAs,rdaa:contributorPersonToAggregateOf.en
rdaa:P50522,owl:sameAs,rdaa:composerPersonOfWorkOf.en
rdaa:P50523,owl:sameAs,rdaa:addresseePersonOf.en
rdaa:P50524,owl:sameAs,rdaa:editorialDirectorPersonOf.en
rdaa:P50525,owl:sameAs,rdaa:cartographerPersonOfWorkOf.en
rdaa:P50526,owl:sameAs,rdaa:inventorPersonOf.en
rdaa:P50527,owl:sameAs,rdaa:interviewerPersonOfWorkOf.en
rdaa:P50528,owl:sameAs,rdaa:aggregatorPersonOf.en
rdaa:P50529,owl:sameAs,rdaa:architectPersonOf.en
rdaa:P50530,owl:sameAs,rdaa:filmmakerPersonOf.en
rdaa:P50531,owl:sameAs,rdaa:landscapeArchitectPersonOf.en
rdaa:P50532,owl:sameAs,rdaa:screenwriterPersonOf.en
rdaa:P50533,owl:sameAs,rdaa:lyricistPersonOf.en
rdaa:P50534,owl:sameAs,rdaa:librettistPersonOf.en
rdaa:P50535,owl:sameAs,rdaa:dedicateePersonOfWorkOf.en
rdaa:P50536,owl:sameAs,rdaa:calligrapherPersonOf.en
rdaa:P50537,owl:sameAs,rdaa:directorPersonOfPhotographyOf.en
rdaa:P50538,owl:sameAs,rdaa:commissioningPersonOf.en
rdaa:P50539,owl:sameAs,rdaa:programmerPersonOf.en
rdaa:P50540,owl:sameAs,rdaa:artistPersonOf.en
rdaa:P50541,owl:sameAs,rdaa:authorPersonOf.en
rdaa:P50542,owl:sameAs,rdaa:creatorPersonOfWorkOf.en
rdaa:P50543,owl:sameAs,rdaa:designerPersonOf.en
rdaa:P50544,owl:sameAs,rdaa:bookArtistPersonOf.en
rdaa:P50545,owl:sameAs,rdaa:founderPersonOfWorkOf.en
rdaa:P50546,owl:sameAs,rdaa:issuingPersonOf.en
rdaa:P50547,owl:sameAs,rdaa:audioProducerPersonOf.en
rdaa:P50548,owl:sameAs,rdaa:remixArtistPersonOf.en
rdaa:P50549,owl:sameAs,rdaa:castingDirectorPersonOf.en
rdaa:P50550,owl:sameAs,rdaa:producerPersonOf.en
rdaa:P50551,owl:sameAs,rdaa:filmProducerPersonOf.en
rdaa:P50552,owl:sameAs,rdaa:radioProducerPersonOf.en
rdaa:P50553,owl:sameAs,rdaa:televisionProducerPersonOf.en
rdaa:P50554,owl:sameAs,rdaa:organizerPersonOf.en
rdaa:P50555,owl:sameAs,rdaa:photographerPersonOfWorkOf.en
rdaa:P50556,owl:sameAs,rdaa:consultantPersonOf.en
rdaa:P50557,owl:sameAs,rdaa:rapporteurPersonOf.en
rdaa:P50558,owl:sameAs,rdaa:researcherPersonOf.en
rdaa:P50559,owl:sameAs,rdaa:intervieweePersonOfWorkOf.en
rdaa:P50560,owl:sameAs,rdaa:compilerPersonOf.en
rdaa:P50561,owl:sameAs,rdaa:directorPersonOf.en
rdaa:P50562,owl:sameAs,rdaa:filmDirectorPersonOf.en
rdaa:P50563,owl:sameAs,rdaa:radioDirectorPersonOf.en
rdaa:P50564,owl:sameAs,rdaa:televisionDirectorPersonOf.en
rdaa:P50565,owl:sameAs,rdaa:sculptorPersonOf.en
rdaa:P50566,owl:sameAs,rdaa:dedicatorPersonOf.en
rdaa:P50567,owl:sameAs,rdaa:honoureePersonOfWorkOf.en
rdaa:P50568,owl:sameAs,rdaa:actorPersonOf.en
rdaa:P50569,owl:sameAs,rdaa:editorPersonOf.en
rdaa:P50570,owl:sameAs,rdaa:onscreenPresenterPersonOf.en
rdaa:P50571,owl:sameAs,rdaa:colouristPersonOf.en
rdaa:P50572,owl:sameAs,rdaa:makeupArtistPersonOf.en
rdaa:P50573,owl:sameAs,rdaa:editorPersonOfMovingImageWorkOf.en
rdaa:P50574,owl:sameAs,rdaa:intervieweePersonOfExpressionOf.en
rdaa:P50575,owl:sameAs,rdaa:instrumentalConductorPersonOf.en
rdaa:P50576,owl:sameAs,rdaa:musicalDirectorPersonOf.en
rdaa:P50577,owl:sameAs,rdaa:dancerPersonOf.en
rdaa:P50578,owl:sameAs,rdaa:soundDesignerPersonOf.en
rdaa:P50579,owl:sameAs,rdaa:lightingDesignerPersonOf.en
rdaa:P50580,owl:sameAs,rdaa:specialEffectsProviderPersonOf.en
rdaa:P50581,owl:sameAs,rdaa:visualEffectsProviderPersonOf.en
rdaa:P50582,owl:sameAs,rdaa:costumeDesignerPersonOf.en
rdaa:P50583,owl:sameAs,rdaa:productionDesignerPersonOf.en
rdaa:P50584,owl:sameAs,rdaa:lettererPersonOf.en
rdaa:P50585,owl:sameAs,rdaa:translatorPersonOf.en
rdaa:P50586,owl:sameAs,rdaa:stageDirectorPersonOf.en
rdaa:P50587,owl:sameAs,rdaa:animatorPersonOf.en
rdaa:P50588,owl:sameAs,rdaa:interviewerPersonOfExpressionOf.en
rdaa:P50589,owl:sameAs,rdaa:choralConductorPersonOf.en
rdaa:P50590,owl:sameAs,rdaa:hostPersonOf.en
rdaa:P50591,owl:sameAs,rdaa:moderatorPersonOf.en
rdaa:P50592,owl:sameAs,rdaa:conductorPersonOf.en
rdaa:P50593,owl:sameAs,rdaa:reviserPersonOf.en
rdaa:P50594,owl:sameAs,rdaa:draftsmanPersonOf.en
rdaa:P50595,owl:sameAs,rdaa:audioEngineerPersonOf.en
rdaa:P50596,owl:sameAs,rdaa:puppeteerPersonOf.en
rdaa:P50597,owl:sameAs,rdaa:mixingEngineerPersonOf.en
rdaa:P50598,owl:sameAs,rdaa:djPersonOf.en
rdaa:P50599,owl:sameAs,rdaa:artDirectorPersonOf.en
rdaa:P50600,owl:sameAs,rdaa:panelistPersonOf.en
rdaa:P50601,owl:sameAs,rdaa:storytellerPersonOf.en
rdaa:P50602,owl:sameAs,rdaa:singerPersonOf.en
rdaa:P50603,owl:sameAs,rdaa:performerPersonOf.en
rdaa:P50604,owl:sameAs,rdaa:instrumentalistPersonOf.en
rdaa:P50605,owl:sameAs,rdaa:courtReporterPersonOf.en
rdaa:P50606,owl:sameAs,rdaa:commentatorPersonOf.en
rdaa:P50607,owl:sameAs,rdaa:voiceActorPersonOf.en
rdaa:P50608,owl:sameAs,rdaa:narratorPersonOf.en
rdaa:P50609,owl:sameAs,rdaa:minuteTakerPersonOf.en
rdaa:P50610,owl:sameAs,rdaa:softwareDeveloperPersonOf.en
rdaa:P50611,owl:sameAs,rdaa:dubbingDirectorPersonOf.en
rdaa:P50612,owl:sameAs,rdaa:restorationistPersonOfExpressionOf.en
rdaa:P50613,owl:sameAs,rdaa:censorPersonOf.en
rdaa:P50614,owl:sameAs,rdaa:arrangerPersonOfMusicOf.en
rdaa:P50615,owl:sameAs,rdaa:abridgerPersonOf.en
rdaa:P50616,owl:sameAs,rdaa:speakerPersonOf.en
rdaa:P50617,owl:sameAs,rdaa:recordingEngineerPersonOf.en
rdaa:P50618,owl:sameAs,rdaa:onscreenParticipantPersonOf.en
rdaa:P50619,owl:sameAs,rdaa:instructorPersonOf.en
rdaa:P50620,owl:sameAs,rdaa:recordistPersonOf.en
rdaa:P50621,owl:sameAs,rdaa:musicProgrammerPersonOf.en
rdaa:P50622,owl:sameAs,rdaa:transcriberPersonOf.en
rdaa:P50623,owl:sameAs,rdaa:contributorPersonToPerformanceOf.en
rdaa:P50624,owl:sameAs,rdaa:contributorPersonToAmalgamationOf.en
rdaa:P50625,owl:sameAs,rdaa:creatorPersonOfExpressionOf.en
rdaa:P50626,owl:sameAs,rdaa:presenterPersonOf.en
rdaa:P50627,owl:sameAs,rdaa:dedicateePersonOfItemOf.en
rdaa:P50628,owl:sameAs,rdaa:binderPersonOf.en
rdaa:P50629,owl:sameAs,rdaa:restorationistPersonOfItemOf.en
rdaa:P50630,owl:sameAs,rdaa:curatorPersonOf.en
rdaa:P50631,owl:sameAs,rdaa:currentOwnerPersonOf.en
rdaa:P50632,owl:sameAs,rdaa:formerOwnerPersonOf.en
rdaa:P50633,owl:sameAs,rdaa:custodianPersonOf.en
rdaa:P50634,owl:sameAs,rdaa:ownerPersonOf.en
rdaa:P50635,owl:sameAs,rdaa:collectorPersonOf.en
rdaa:P50636,owl:sameAs,rdaa:modifierPersonOf.en
rdaa:P50637,owl:sameAs,rdaa:illuminatorPersonOf.en
rdaa:P50638,owl:sameAs,rdaa:depositorPersonOf.en
rdaa:P50639,owl:sameAs,rdaa:donorPersonOf.en
rdaa:P50640,owl:sameAs,rdaa:collectionRegistrarPersonOf.en
rdaa:P50641,owl:sameAs,rdaa:sellerPersonOf.en
rdaa:P50642,owl:sameAs,rdaa:honoureePersonOfItemOf.en
rdaa:P50643,owl:sameAs,rdaa:choreographerCollectiveAgentOf.en
rdaa:P50644,owl:sameAs,rdaa:broadcasterCollectiveAgentOf.en
rdaa:P50645,owl:sameAs,rdaa:creatorCollectiveAgentOfManifestationOf.en
rdaa:P50646,owl:sameAs,rdaa:engraverCollectiveAgentOf.en
rdaa:P50647,owl:sameAs,rdaa:filmDistributorCollectiveAgentOf.en
rdaa:P50648,owl:sameAs,rdaa:distributorCollectiveAgentOf.en
rdaa:P50649,owl:sameAs,rdaa:brailleEmbosserCollectiveAgentOf.en
rdaa:P50650,owl:sameAs,rdaa:producerCollectiveAgentOfUnpublishedManifestationOf.en
rdaa:P50651,owl:sameAs,rdaa:printmakerCollectiveAgentOf.en
rdaa:P50652,owl:sameAs,rdaa:printerCollectiveAgentOf.en
rdaa:P50653,owl:sameAs,rdaa:casterCollectiveAgentOf.en
rdaa:P50654,owl:sameAs,rdaa:lithographerCollectiveAgentOf.en
rdaa:P50655,owl:sameAs,rdaa:platemakerCollectiveAgentOf.en
rdaa:P50656,owl:sameAs,rdaa:manufacturerCollectiveAgentOf.en
rdaa:P50657,owl:sameAs,rdaa:papermakerCollectiveAgentOf.en
rdaa:P50658,owl:sameAs,rdaa:publisherCollectiveAgentOf.en
rdaa:P50659,owl:sameAs,rdaa:etcherCollectiveAgentOf.en
rdaa:P50660,owl:sameAs,rdaa:bookDesignerCollectiveAgentOf.en
rdaa:P50661,owl:sameAs,rdaa:collotyperCollectiveAgentOf.en
rdaa:P50662,owl:sameAs,rdaa:contributorCollectiveAgentOfCartographyOf.en
rdaa:P50663,owl:sameAs,rdaa:contributorCollectiveAgentOfChoreographyOf.en
rdaa:P50664,owl:sameAs,rdaa:contributorCollectiveAgentOfMovingImageOf.en
rdaa:P50665,owl:sameAs,rdaa:contributorCollectiveAgentOfMusicOf.en
rdaa:P50666,owl:sameAs,rdaa:contributorCollectiveAgentOfSpeechOf.en
rdaa:P50667,owl:sameAs,rdaa:contributorCollectiveAgentOfStillImageOf.en
rdaa:P50668,owl:sameAs,rdaa:contributorCollectiveAgentOfTextOf.en
rdaa:P50669,owl:sameAs,rdaa:contributorCollectiveAgentOfObjectOf.en
rdaa:P50670,owl:sameAs,rdaa:contributorCollectiveAgentOfComputerContentOf.en
rdaa:P50671,owl:sameAs,rdaa:surveyorCollectiveAgentOf.en
rdaa:P50672,owl:sameAs,rdaa:contributorCollectiveAgentToAggregateOf.en
rdaa:P50673,owl:sameAs,rdaa:composerCollectiveAgentOfWorkOf.en
rdaa:P50674,owl:sameAs,rdaa:addresseeCollectiveAgentOf.en
rdaa:P50675,owl:sameAs,rdaa:editorialDirectorCollectiveAgentOf.en
rdaa:P50676,owl:sameAs,rdaa:cartographerCollectiveAgentOfWorkOf.en
rdaa:P50677,owl:sameAs,rdaa:inventorCollectiveAgentOf.en
rdaa:P50678,owl:sameAs,rdaa:interviewerCollectiveAgentOfWorkOf.en
rdaa:P50679,owl:sameAs,rdaa:aggregatorCollectiveAgentOf.en
rdaa:P50680,owl:sameAs,rdaa:architectCollectiveAgentOf.en
rdaa:P50681,owl:sameAs,rdaa:filmmakerCollectiveAgentOf.en
rdaa:P50682,owl:sameAs,rdaa:landscapeArchitectCollectiveAgentOf.en
rdaa:P50683,owl:sameAs,rdaa:screenwriterCollectiveAgentOf.en
rdaa:P50684,owl:sameAs,rdaa:lyricistCollectiveAgentOf.en
rdaa:P50685,owl:sameAs,rdaa:librettistCollectiveAgentOf.en
rdaa:P50686,owl:sameAs,rdaa:dedicateeCollectiveAgentOfWorkOf.en
rdaa:P50687,owl:sameAs,rdaa:calligrapherCollectiveAgentOf.en
rdaa:P50688,owl:sameAs,rdaa:directorCollectiveAgentOfPhotographyOf.en
rdaa:P50689,owl:sameAs,rdaa:commissioningCollectiveAgentOf.en
rdaa:P50690,owl:sameAs,rdaa:programmerCollectiveAgentOf.en
rdaa:P50691,owl:sameAs,rdaa:artistCollectiveAgentOf.en
rdaa:P50692,owl:sameAs,rdaa:authorCollectiveAgentOf.en
rdaa:P50693,owl:sameAs,rdaa:creatorCollectiveAgentOfWorkOf.en
rdaa:P50694,owl:sameAs,rdaa:designerCollectiveAgentOf.en
rdaa:P50695,owl:sameAs,rdaa:bookArtistCollectiveAgentOf.en
rdaa:P50696,owl:sameAs,rdaa:founderCollectiveAgentOfWorkOf.en
rdaa:P50697,owl:sameAs,rdaa:issuingCollectiveAgentOf.en
rdaa:P50698,owl:sameAs,rdaa:audioProducerCollectiveAgentOf.en
rdaa:P50699,owl:sameAs,rdaa:remixArtistCollectiveAgentOf.en
rdaa:P50700,owl:sameAs,rdaa:castingDirectorCollectiveAgentOf.en
rdaa:P50701,owl:sameAs,rdaa:producerCollectiveAgentOf.en
rdaa:P50702,owl:sameAs,rdaa:filmProducerCollectiveAgentOf.en
rdaa:P50703,owl:sameAs,rdaa:radioProducerCollectiveAgentOf.en
rdaa:P50704,owl:sameAs,rdaa:televisionProducerCollectiveAgentOf.en
rdaa:P50705,owl:sameAs,rdaa:organizerCollectiveAgentOf.en
rdaa:P50706,owl:sameAs,rdaa:photographerCollectiveAgentOfWorkOf.en
rdaa:P50707,owl:sameAs,rdaa:consultantCollectiveAgentOf.en
rdaa:P50708,owl:sameAs,rdaa:rapporteurCollectiveAgentOf.en
rdaa:P50709,owl:sameAs,rdaa:researcherCollectiveAgentOf.en
rdaa:P50710,owl:sameAs,rdaa:intervieweeCollectiveAgentOfWorkOf.en
rdaa:P50711,owl:sameAs,rdaa:compilerCollectiveAgentOf.en
rdaa:P50712,owl:sameAs,rdaa:directorCollectiveAgentOf.en
rdaa:P50713,owl:sameAs,rdaa:filmDirectorCollectiveAgentOf.en
rdaa:P50714,owl:sameAs,rdaa:radioDirectorCollectiveAgentOf.en
rdaa:P50715,owl:sameAs,rdaa:televisionDirectorCollectiveAgentOf.en
rdaa:P50716,owl:sameAs,rdaa:sculptorCollectiveAgentOf.en
rdaa:P50717,owl:sameAs,rdaa:dedicatorCollectiveAgentOf.en
rdaa:P50718,owl:sameAs,rdaa:honoureeCollectiveAgentOfWorkOf.en
rdaa:P50719,owl:sameAs,rdaa:actorCollectiveAgentOf.en
rdaa:P50720,owl:sameAs,rdaa:editorCollectiveAgentOf.en
rdaa:P50721,owl:sameAs,rdaa:onscreenPresenterCollectiveAgentOf.en
rdaa:P50722,owl:sameAs,rdaa:colouristCollectiveAgentOf.en
rdaa:P50723,owl:sameAs,rdaa:makeupArtistCollectiveAgentOf.en
rdaa:P50724,owl:sameAs,rdaa:editorCollectiveAgentOfMovingImageWorkOf.en
rdaa:P50725,owl:sameAs,rdaa:intervieweeCollectiveAgentOfExpressionOf.en
rdaa:P50726,owl:sameAs,rdaa:instrumentalConductorCollectiveAgentOf.en
rdaa:P50727,owl:sameAs,rdaa:musicalDirectorCollectiveAgentOf.en
rdaa:P50728,owl:sameAs,rdaa:dancerCollectiveAgentOf.en
rdaa:P50729,owl:sameAs,rdaa:soundDesignerCollectiveAgentOf.en
rdaa:P50730,owl:sameAs,rdaa:lightingDesignerCollectiveAgentOf.en
rdaa:P50731,owl:sameAs,rdaa:specialEffectsProviderCollectiveAgentOf.en
rdaa:P50732,owl:sameAs,rdaa:visualEffectsProviderCollectiveAgentOf.en
rdaa:P50733,owl:sameAs,rdaa:costumeDesignerCollectiveAgentOf.en
rdaa:P50734,owl:sameAs,rdaa:productionDesignerCollectiveAgentOf.en
rdaa:P50735,owl:sameAs,rdaa:lettererCollectiveAgentOf.en
rdaa:P50736,owl:sameAs,rdaa:translatorCollectiveAgentOf.en
rdaa:P50737,owl:sameAs,rdaa:stageDirectorCollectiveAgentOf.en
rdaa:P50738,owl:sameAs,rdaa:animatorCollectiveAgentOf.en
rdaa:P50739,owl:sameAs,rdaa:interviewerCollectiveAgentOfExpressionOf.en
rdaa:P50740,owl:sameAs,rdaa:choralConductorCollectiveAgentOf.en
rdaa:P50741,owl:sameAs,rdaa:hostCollectiveAgentOf.en
rdaa:P50742,owl:sameAs,rdaa:moderatorCollectiveAgentOf.en
rdaa:P50743,owl:sameAs,rdaa:conductorCollectiveAgentOf.en
rdaa:P50744,owl:sameAs,rdaa:reviserCollectiveAgentOf.en
rdaa:P50745,owl:sameAs,rdaa:draftsmanCollectiveAgentOf.en
rdaa:P50746,owl:sameAs,rdaa:audioEngineerCollectiveAgentOf.en
rdaa:P50747,owl:sameAs,rdaa:puppeteerCollectiveAgentOf.en
rdaa:P50748,owl:sameAs,rdaa:mixingEngineerCollectiveAgentOf.en
rdaa:P50749,owl:sameAs,rdaa:djCollectiveAgentOf.en
rdaa:P50750,owl:sameAs,rdaa:artDirectorCollectiveAgentOf.en
rdaa:P50751,owl:sameAs,rdaa:panelistCollectiveAgentOf.en
rdaa:P50752,owl:sameAs,rdaa:storytellerCollectiveAgentOf.en
rdaa:P50753,owl:sameAs,rdaa:singerCollectiveAgentOf.en
rdaa:P50754,owl:sameAs,rdaa:performerCollectiveAgentOf.en
rdaa:P50755,owl:sameAs,rdaa:instrumentalistCollectiveAgentOf.en
rdaa:P50756,owl:sameAs,rdaa:courtReporterCollectiveAgentOf.en
rdaa:P50757,owl:sameAs,rdaa:commentatorCollectiveAgentOf.en
rdaa:P50758,owl:sameAs,rdaa:voiceActorCollectiveAgentOf.en
rdaa:P50759,owl:sameAs,rdaa:narratorCollectiveAgentOf.en
rdaa:P50760,owl:sameAs,rdaa:minuteTakerCollectiveAgentOf.en
rdaa:P50761,owl:sameAs,rdaa:softwareDeveloperCollectiveAgentOf.en
rdaa:P50762,owl:sameAs,rdaa:dubbingDirectorCollectiveAgentOf.en
rdaa:P50763,owl:sameAs,rdaa:restorationistCollectiveAgentOfExpressionOf.en
rdaa:P50764,owl:sameAs,rdaa:censorCollectiveAgentOf.en
rdaa:P50765,owl:sameAs,rdaa:arrangerCollectiveAgentOfMusicOf.en
rdaa:P50766,owl:sameAs,rdaa:abridgerCollectiveAgentOf.en
rdaa:P50767,owl:sameAs,rdaa:speakerCollectiveAgentOf.en
rdaa:P50768,owl:sameAs,rdaa:recordingEngineerCollectiveAgentOf.en
rdaa:P50769,owl:sameAs,rdaa:onscreenParticipantCollectiveAgentOf.en
rdaa:P50770,owl:sameAs,rdaa:instructorCollectiveAgentOf.en
rdaa:P50771,owl:sameAs,rdaa:recordistCollectiveAgentOf.en
rdaa:P50772,owl:sameAs,rdaa:musicProgrammerCollectiveAgentOf.en
rdaa:P50773,owl:sameAs,rdaa:transcriberCollectiveAgentOf.en
rdaa:P50774,owl:sameAs,rdaa:contributorCollectiveAgentToPerformanceOf.en
rdaa:P50775,owl:sameAs,rdaa:contributorCollectiveAgentToAmalgamationOf.en
rdaa:P50776,owl:sameAs,rdaa:creatorCollectiveAgentOfExpressionOf.en
rdaa:P50777,owl:sameAs,rdaa:presenterCollectiveAgentOf.en
rdaa:P50778,owl:sameAs,rdaa:dedicateeCollectiveAgentOfItemOf.en
rdaa:P50779,owl:sameAs,rdaa:binderCollectiveAgentOf.en
rdaa:P50780,owl:sameAs,rdaa:restorationistCollectiveAgentOfItemOf.en
rdaa:P50781,owl:sameAs,rdaa:curatorCollectiveAgentOf.en
rdaa:P50782,owl:sameAs,rdaa:currentOwnerCollectiveAgentOf.en
rdaa:P50783,owl:sameAs,rdaa:formerOwnerCollectiveAgentOf.en
rdaa:P50784,owl:sameAs,rdaa:custodianCollectiveAgentOf.en
rdaa:P50785,owl:sameAs,rdaa:ownerCollectiveAgentOf.en
rdaa:P50786,owl:sameAs,rdaa:collectorCollectiveAgentOf.en
rdaa:P50787,owl:sameAs,rdaa:modifierCollectiveAgentOf.en
rdaa:P50788,owl:sameAs,rdaa:illuminatorCollectiveAgentOf.en
rdaa:P50789,owl:sameAs,rdaa:depositorCollectiveAgentOf.en
rdaa:P50790,owl:sameAs,rdaa:donorCollectiveAgentOf.en
rdaa:P50791,owl:sameAs,rdaa:collectionRegistrarCollectiveAgentOf.en
rdaa:P50792,owl:sameAs,rdaa:sellerCollectiveAgentOf.en
rdaa:P50793,owl:sameAs,rdaa:honoureeCollectiveAgentOfItemOf.en
rdaa:P50794,owl:sameAs,rdaa:choreographerCorporateBodyOf.en
rdaa:P50795,owl:sameAs,rdaa:broadcasterCorporateBodyOf.en
rdaa:P50796,owl:sameAs,rdaa:creatorCorporateBodyOfManifestationOf.en
rdaa:P50797,owl:sameAs,rdaa:engraverCorporateBodyOf.en
rdaa:P50798,owl:sameAs,rdaa:filmDistributorCorporateBodyOf.en
rdaa:P50799,owl:sameAs,rdaa:distributorCorporateBodyOf.en
rdaa:P50800,owl:sameAs,rdaa:brailleEmbosserCorporateBodyOf.en
rdaa:P50801,owl:sameAs,rdaa:producerCorporateBodyOfUnpublishedManifestationOf.en
rdaa:P50802,owl:sameAs,rdaa:printmakerCorporateBodyOf.en
rdaa:P50803,owl:sameAs,rdaa:printerCorporateBodyOf.en
rdaa:P50804,owl:sameAs,rdaa:casterCorporateBodyOf.en
