RDA,mapping,ROF
rdamt:1001,rof:P10005,rofit:T1005
rdamt:1003,rof:P10005,rofit:T1007
rdamt:1002,rof:P10005,rofit:T1001
rdamt:1004,rof:P10005,rofit:T1002
rdamt:1005,rof:P10005,rofit:T1003
rdamt:1006,rof:P10005,rofit:T1004
rdamt:1007,rof:P10005,rofit:T1008
rdamt:1008,rof:P10005,rofit:T1006
