*label_en,lexicalAlias_en,*uri,*type,domain,range,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],inverseOf,*status,owl:propertyChainAxiom
has respondent,rdawo:respondent.en,rdawo:P10001,property,rdac:C10001,rdac:C10004,rdaw:P10001,rdawo:P10437,,rdaao:P50001,Published,
has identifier for work,rdawo:identifierForWork.en,rdawo:P10002,property,rdac:C10001,rdac:C10012,rdaw:P10002,rdawo:P10329,rdaxo:P00018,rdano:P80049,Published,
has appellee corporate body,rdawo:appelleeCorporateBody.en,rdawo:P10005,property,rdac:C10001,rdac:C10005,rdaw:P10005,rdawo:P10531,,rdaao:P50002,Published,
has degree granting institution,rdawo:degreeGrantingInstitution.en,rdawo:P10006,property,rdac:C10001,rdac:C10005,rdaw:P10006,rdawo:P10531,,rdaao:P50003,Published,
has hosting institution,rdawo:hostingInstitution.en,rdawo:P10007,property,rdac:C10001,rdac:C10005,rdaw:P10007,rdawo:P10314,,rdaao:P50004,Published,
has production company,rdawo:productionCompany.en,rdawo:P10008,property,rdac:C10001,rdac:C10005,rdaw:P10008,rdawo:P10531,,rdaao:P50005,Published,
has appellant corporate body,rdawo:appellantCorporateBody.en,rdawo:P10009,property,rdac:C10001,rdac:C10005,rdaw:P10009,rdawo:P10531,,rdaao:P50042,Published,
has plaintiff corporate body,rdawo:plaintiffCorporateBody.en,rdawo:P10010,property,rdac:C10001,rdac:C10005,rdaw:P10010,rdawo:P10531,,rdaao:P50043,Published,
has court governed,rdawo:courtGoverned.en,rdawo:P10011,property,rdac:C10001,rdac:C10005,rdaw:P10011,rdawo:P10531,,rdaao:P50044,Published,
has film director agent,rdawo:filmDirectorAgent.en,rdawo:P10013,property,rdac:C10001,rdac:C10002,rdaw:P10013,rdawo:P10066,,rdaao:P50048,Published,
has radio director agent,rdawo:radioDirectorAgent.en,rdawo:P10014,property,rdac:C10001,rdac:C10002,rdaw:P10014,rdawo:P10066,,rdaao:P50049,Published,
has television director agent,rdawo:televisionDirectorAgent.en,rdawo:P10015,property,rdac:C10001,rdac:C10002,rdaw:P10015,rdawo:P10066,,rdaao:P50050,Published,
is dramatized as work,rdawo:dramatizedAsWork.en,rdawo:P10016,property,rdac:C10001,rdac:C10001,rdaw:P10016,rdawo:P10155,,rdawo:P10127,Published,
has enacting jurisdiction,rdawo:enactingJurisdiction.en,rdawo:P10017,property,rdac:C10001,rdac:C10005,rdaw:P10017,rdawo:P10531,,rdaao:P50068,Published,
has jurisdiction governed (Deprecated),rdawo:jurisdictionGoverned.en,rdawo:P10018,property,rdac:C10001,rdac:C10005,rdaw:P10018,rdawo:P10047,,rdaao:P50069,Deprecated,
is part of work,rdawo:partOfWork.en,rdawo:P10019,property,rdac:C10001,rdac:C10001,rdaw:P10019,rdawo:P10198,,rdawo:P10147,Published,
has sequel work,rdawo:sequelWork.en,rdawo:P10020,property,rdac:C10001,rdac:C10001,rdaw:P10020,rdawo:P10198,,rdawo:P10122,Published,
is replaced in part by work,rdawo:replacedInPartByWork.en,rdawo:P10021,property,rdac:C10001,rdac:C10001,rdaw:P10021,rdawo:P10170,,rdawo:P10206,Published,
is replaced by work,rdawo:replacedByWork.en,rdawo:P10022,property,rdac:C10001,rdac:C10001,rdaw:P10022,rdawo:P10170,,rdawo:P10207,Published,
is adapted in verse as work,rdawo:adaptedInVerseAsWork.en,rdawo:P10023,property,rdac:C10001,rdac:C10001,rdaw:P10023,rdawo:P10155,,rdawo:P10128,Published,
has coordinates of cartographic content,rdawo:coordinatesOfCartographicContent.en,rdawo:P10024,property,rdac:C10001,rdac:C10009,rdaw:P10024,rdawo:P10316,,rdapo:P70023,Published,
is adapted as motion picture work,rdawo:adaptedAsMotionPictureWork.en,rdawo:P10025,property,rdac:C10001,rdac:C10001,rdaw:P10025,rdawo:P10155,,rdawo:P10129,Published,
has cadenza work,rdawo:cadenzaWork.en,rdawo:P10026,property,rdac:C10001,rdac:C10001,rdaw:P10026,rdawo:P10108,,rdawo:P10029,Published,
is variations based on work,rdawo:variationsBasedOnWork.en,rdawo:P10027,property,rdac:C10001,rdac:C10001,rdaw:P10027,rdawo:P10190,,rdawo:P10028,Published,
is modified by variation as work,rdawo:modifiedByVariationAsWork.en,rdawo:P10028,property,rdac:C10001,rdac:C10001,rdaw:P10028,rdawo:P10148,,rdawo:P10027,Published,
is cadenza composed for work,rdawo:cadenzaComposedForWork.en,rdawo:P10029,property,rdac:C10001,rdac:C10001,rdaw:P10029,rdawo:P10192,,rdawo:P10026,Published,
is libretto for work,rdawo:librettoForWork.en,rdawo:P10030,property,rdac:C10001,rdac:C10001,rdaw:P10030,rdawo:P10372,,rdawo:P10165,Published,
has incidental music work,rdawo:incidentalMusicWork.en,rdawo:P10031,property,rdac:C10001,rdac:C10001,rdaw:P10031,rdawo:P10237,,rdawo:P10106,Published,
is remade as work,rdawo:remadeAsWork.en,rdawo:P10032,property,rdac:C10001,rdac:C10001,rdaw:P10032,rdawo:P10340,,rdawo:P10185,Published,
is set to music as work,rdawo:setToMusicAsWork.en,rdawo:P10033,property,rdac:C10001,rdac:C10001,rdaw:P10033,rdawo:P10148,,rdawo:P10161,Published,
is adapted as novel work,rdawo:adaptedAsNovelWork.en,rdawo:P10034,property,rdac:C10001,rdac:C10001,rdaw:P10034,rdawo:P10155,,rdawo:P10130,Published,
has appellee person,rdawo:appelleePerson.en,rdawo:P10035,property,rdac:C10001,rdac:C10004,rdaw:P10035,rdawo:P10437,,rdaao:P50085,Published,
has medium,rdawo:medium.en,rdawo:P10036,property,rdac:C10001,rdac:C10004,rdaw:P10036,rdawo:P10437,,rdaao:P50086,Published,
has degree supervisor,rdawo:degreeSupervisor.en,rdawo:P10041,property,rdac:C10001,rdac:C10004,rdaw:P10041,rdawo:P10407,,rdaao:P50091,Published,
has appellant person,rdawo:appellantPerson.en,rdawo:P10042,property,rdac:C10001,rdac:C10004,rdaw:P10042,rdawo:P10437,,rdaao:P50122,Published,
has plaintiff person,rdawo:plaintiffPerson.en,rdawo:P10043,property,rdac:C10001,rdac:C10004,rdaw:P10043,rdawo:P10437,,rdaao:P50124,Published,
has judge,rdawo:judge.en,rdawo:P10044,property,rdac:C10001,rdac:C10004,rdaw:P10044,rdawo:P10437,,rdaao:P50126,Published,
has praeses,rdawo:praeses.en,rdawo:P10045,property,rdac:C10001,rdac:C10004,rdaw:P10045,rdawo:P10437,,rdaao:P50127,Published,
has issuing agent,rdawo:issuingAgent.en,rdawo:P10046,property,rdac:C10001,rdac:C10002,rdaw:P10046,rdawo:P10311,,rdaao:P50130,Published,
has other agent associated with work (Deprecated),rdawo:otherAgentWork.en,rdawo:P10047,property,rdac:C10001,rdac:C10002,rdaw:P10047,rdawo:P10311,,rdaao:P50131,Deprecated,
has dedicator agent,rdawo:dedicatorAgent.en,rdawo:P10048,property,rdac:C10001,rdac:C10002,rdaw:P10048,rdawo:P10065,,rdaao:P50132,Published,
has honouree agent of work,rdawo:honoureeAgentOfWork.en,rdawo:P10049,property,rdac:C10001,rdac:C10002,rdaw:P10049,rdawo:P10311,,rdaao:P50166,Published,
has programmer agent,rdawo:programmerAgent.en,rdawo:P10050,property,rdac:C10001,rdac:C10002,rdaw:P10050,rdawo:P10065,,rdaao:P50184,Published,
has designer agent,rdawo:designerAgent.en,rdawo:P10051,property,rdac:C10001,rdac:C10002,rdaw:P10051,rdawo:P10065,,rdaao:P50185,Published,
has cartographer agent of work,rdawo:cartographerAgentOfWork.en,rdawo:P10052,property,rdac:C10001,rdac:C10002,rdaw:P10052,rdawo:P10065,,rdaao:P50186,Published,
has composer agent of work,rdawo:composerAgentOfWork.en,rdawo:P10053,property,rdac:C10001,rdac:C10002,rdaw:P10053,rdawo:P10065,,rdaao:P50187,Published,
has inventor agent,rdawo:inventorAgent.en,rdawo:P10054,property,rdac:C10001,rdac:C10002,rdaw:P10054,rdawo:P10065,,rdaao:P50188,Published,
has compiler agent,rdawo:compilerAgent.en,rdawo:P10055,property,rdac:C10001,rdac:C10002,rdaw:P10055,rdawo:P10393,,rdaao:P50189,Published,
has photographer agent of work,rdawo:photographerAgentOfWork.en,rdawo:P10056,property,rdac:C10001,rdac:C10002,rdaw:P10056,rdawo:P10065,,rdaao:P50190,Published,
has interviewer agent of work,rdawo:interviewerAgentOfWork.en,rdawo:P10057,property,rdac:C10001,rdac:C10002,rdaw:P10057,rdawo:P10065,,rdaao:P50191,Published,
has artist agent,rdawo:artistAgent.en,rdawo:P10058,property,rdac:C10001,rdac:C10002,rdaw:P10058,rdawo:P10065,,rdaao:P50192,Published,
has interviewee agent of work,rdawo:intervieweeAgentOfWork.en,rdawo:P10059,property,rdac:C10001,rdac:C10002,rdaw:P10059,rdawo:P10065,,rdaao:P50193,Published,
has choreographer agent,rdawo:choreographerAgent.en,rdawo:P10060,property,rdac:C10001,rdac:C10002,rdaw:P10060,rdawo:P10065,,rdaao:P50194,Published,
has author agent,rdawo:authorAgent.en,rdawo:P10061,property,rdac:C10001,rdac:C10002,rdaw:P10061,rdawo:P10065,,rdaao:P50195,Published,
has architect agent,rdawo:architectAgent.en,rdawo:P10062,property,rdac:C10001,rdac:C10002,rdaw:P10062,rdawo:P10065,,rdaao:P50196,Published,
has filmmaker agent,rdawo:filmmakerAgent.en,rdawo:P10063,property,rdac:C10001,rdac:C10002,rdaw:P10063,rdawo:P10065,,rdaao:P50197,Published,
has producer agent,rdawo:producerAgent.en,rdawo:P10064,property,rdac:C10001,rdac:C10002,rdaw:P10064,rdawo:P10065,,rdaao:P50201,Published,
has creator agent of work,rdawo:creatorAgentOfWork.en,rdawo:P10065,property,rdac:C10001,rdac:C10002,rdaw:P10065,rdawo:P10311,,rdaao:P50204,Published,
has director agent,rdawo:directorAgent.en,rdawo:P10066,property,rdac:C10001,rdac:C10002,rdaw:P10066,rdawo:P10065,,rdaao:P50205,Published,
has sponsoring agent of work,rdawo:sponsoringAgentOfWork.en,rdawo:P10067,property,rdac:C10001,rdac:C10002,rdaw:P10067,rdawo:P10311,,rdaao:P50226,Published,
has director agent of photography,rdawo:directorAgentOfPhotography.en,rdawo:P10068,property,rdac:C10001,rdac:C10002,rdaw:P10068,rdawo:P10065,,rdaao:P50207,Published,
has dedicatee agent of work,rdawo:dedicateeAgentOfWork.en,rdawo:P10069,property,rdac:C10001,rdac:C10002,rdaw:P10069,rdawo:P10311,,rdaao:P50208,Published,
has addressee agent,rdawo:addresseeAgent.en,rdawo:P10070,property,rdac:C10001,rdac:C10002,rdaw:P10070,rdawo:P10311,,rdaao:P50209,Published,
has consultant agent,rdawo:consultantAgent.en,rdawo:P10071,property,rdac:C10001,rdac:C10002,rdaw:P10071,rdawo:P10065,,rdaao:P50211,Published,
has manifestation of work,rdawo:manifestationOfWork.en,rdawo:P10072,property,rdac:C10001,rdac:C10007,rdaw:P10072,rdawo:P10309,,rdamo:P30135,Published,( rdawo:P10078 rdaeo:P20059 )
has film producer agent,rdawo:filmProducerAgent.en,rdawo:P10073,property,rdac:C10001,rdac:C10002,rdaw:P10073,rdawo:P10064,,rdaao:P50213,Published,
has radio producer agent,rdawo:radioProducerAgent.en,rdawo:P10074,property,rdac:C10001,rdac:C10002,rdaw:P10074,rdawo:P10064,,rdaao:P50214,Published,
has television producer agent,rdawo:televisionProducerAgent.en,rdawo:P10075,property,rdac:C10001,rdac:C10002,rdaw:P10075,rdawo:P10064,,rdaao:P50215,Published,
is adapted as radio program work,rdawo:adaptedAsRadioProgramWork.en,rdawo:P10076,property,rdac:C10001,rdac:C10001,rdaw:P10076,rdawo:P10155,,rdawo:P10131,Published,
has academic degree (Deprecated),rdawo:academicDegree.en,rdawo:P10077,property,rdac:C10001,rdac:C10012,rdaw:P10077,rdawo:P10318,,,Deprecated,
has expression of work,rdawo:expressionOfWork.en,rdawo:P10078,property,rdac:C10001,rdac:C10006,rdaw:P10078,rdawo:P10308,,rdaeo:P20231,Published,
has numeric designation of musical work,rdawo:numericDesignationOfMusicalWork.en,rdawo:P10079,property,rdac:C10001,rdac:C10012,rdaw:P10079,rdawo:P10002,,rdano:P80119,Published,
has subseries,rdawo:subseries.en,rdawo:P10080,property,rdac:C10001,rdac:C10001,rdaw:P10080,rdawo:P10291,,rdawo:P10101,Published,
has longitude and latitude,rdawo:longitudeAndLatitude.en,rdawo:P10081,property,rdac:C10001,rdac:C10009,rdaw:P10081,rdawo:P10024,,rdapo:P70034,Published,
has right ascension and declination,rdawo:rightAscensionAndDeclination.en,rdawo:P10082,property,rdac:C10001,rdac:C10009,rdaw:P10082,rdawo:P10024,,rdapo:P70036,Published,
has strings of coordinate pairs,rdawo:stringsOfCoordinatePairs.en,rdawo:P10083,property,rdac:C10001,rdac:C10009,rdaw:P10083,rdawo:P10024,,rdapo:P70037,Published,
is adapted as television program work,rdawo:adaptedAsTelevisionProgramWork.en,rdawo:P10085,property,rdac:C10001,rdac:C10001,rdaw:P10085,rdawo:P10155,,rdawo:P10132,Published,
has variant title of work,rdawo:variantTitleOfWork.en,rdawo:P10086,property,rdac:C10001,rdac:C10012,rdaw:P10086,rdawo:P10088,rdaxo:P00023,rdano:P80110,Published,
is adapted as video work,rdawo:adaptedAsVideoWork.en,rdawo:P10087,property,rdac:C10001,rdac:C10001,rdaw:P10087,rdawo:P10155,,rdawo:P10138,Published,
has title of work,rdawo:titleOfWork.en,rdawo:P10088,property,rdac:C10001,rdac:C10012,rdaw:P10088,rdawo:P10329,rdaxo:P00019,rdano:P80064,Published,
is abstracted in work,rdawo:abstractedInWork.en,rdawo:P10089,property,rdac:C10001,rdac:C10001,rdaw:P10089,rdawo:P10148,,rdawo:P10193,Published,
is indexed in work (Deprecated),rdawo:indexedInWork.en,rdawo:P10090,property,rdac:C10001,rdac:C10001,rdaw:P10090,rdawo:P10148,,rdawo:P10194,Deprecated,
is adapted as choreography work,rdawo:adaptedAsChoreographyWork.en,rdawo:P10091,property,rdac:C10001,rdac:C10001,rdaw:P10091,rdawo:P10155,,rdawo:P10183,Published,
has errata work,rdawo:errataWork.en,rdawo:P10092,property,rdac:C10001,rdac:C10001,rdaw:P10092,rdawo:P10108,,rdawo:P10149,Published,
has illustrations work,rdawo:illustrationsWork.en,rdawo:P10093,property,rdac:C10001,rdac:C10001,rdaw:P10093,rdawo:P10108,,rdawo:P10152,Published,
is adapted as motion picture screenplay work,rdawo:adaptedAsMotionPictureScreenplayWork.en,rdawo:P10094,property,rdac:C10001,rdac:C10001,rdaw:P10094,rdawo:P10095,,rdawo:P10134,Published,
is adapted as screenplay work,rdawo:adaptedAsScreenplayWork.en,rdawo:P10095,property,rdac:C10001,rdac:C10001,rdaw:P10095,rdawo:P10155,,rdawo:P10133,Published,
is adapted as television screenplay work,rdawo:adaptedAsTelevisionScreenplayWork.en,rdawo:P10096,property,rdac:C10001,rdac:C10001,rdaw:P10096,rdawo:P10095,,rdawo:P10135,Published,
is adapted as video screenplay work,rdawo:adaptedAsVideoScreenplayWork.en,rdawo:P10097,property,rdac:C10001,rdac:C10001,rdaw:P10097,rdawo:P10095,,rdawo:P10136,Published,
is adapted as radio script work,rdawo:adaptedAsRadioScriptWork.en,rdawo:P10098,property,rdac:C10001,rdac:C10001,rdaw:P10098,rdawo:P10155,,rdawo:P10137,Published,
is freely translated as work,rdawo:freelyTranslatedAsWork.en,rdawo:P10099,property,rdac:C10001,rdac:C10001,rdaw:P10099,rdawo:P10340,,rdawo:P10143,Published,
is description of work,rdawo:descriptionOfWork.en,rdawo:P10100,property,rdac:C10001,rdac:C10001,rdaw:P10100,rdawo:P10257,rdawo:P10360,rdawo:P10118,Published,
is subseries of,rdawo:subseriesOf.en,rdawo:P10101,property,rdac:C10001,rdac:C10001,rdaw:P10101,rdawo:P10290,,rdawo:P10080,Published,
is issue of,rdawo:issueOf.en,rdawo:P10102,property,rdac:C10001,rdac:C10001,rdaw:P10102,rdawo:P10290,,rdawo:P10141,Published,
is complemented by work,rdawo:complementedByWork.en,rdawo:P10103,property,rdac:C10001,rdac:C10001,rdaw:P10103,rdawo:P10198,,rdawo:P10103,Published,
is separated into work,rdawo:separatedIntoWork.en,rdawo:P10104,property,rdac:C10001,rdac:C10001,rdaw:P10104,rdawo:P10170,,rdawo:P10169,Published,
is screenplay for work,rdawo:screenplayForWork.en,rdawo:P10105,property,rdac:C10001,rdac:C10001,rdaw:P10105,rdawo:P10372,,rdawo:P10159,Published,
is incidental music for work,rdawo:incidentalMusicForWork.en,rdawo:P10106,property,rdac:C10001,rdac:C10001,rdaw:P10106,rdawo:P10238,,rdawo:P10031,Published,
has abstract,rdawo:abstract.en,rdawo:P10107,property,rdac:C10001,rdac:C10001,rdaw:P10107,rdawo:P10109,,rdawo:P10126,Published,
is augmented by work,rdawo:augmentedByWork.en,rdawo:P10108,property,rdac:C10001,rdac:C10001,rdaw:P10108,rdawo:P10198,,rdawo:P10192,Published,
has summary,rdawo:summary.en,rdawo:P10109,property,rdac:C10001,rdac:C10001,rdaw:P10109,rdawo:P10118,,rdawo:P10179,Published,
has catalogue work (Deprecated),rdawo:catalogueWork.en,rdawo:P10110,property,rdac:C10001,rdac:C10001,rdaw:P10110,rdawo:P10108,,rdawo:P10180,Deprecated,
has concordance work (Deprecated),rdawo:concordanceWork.en,rdawo:P10111,property,rdac:C10001,rdac:C10001,rdaw:P10111,rdawo:P10108,,rdawo:P10181,Deprecated,
has addenda work,rdawo:addendaWork.en,rdawo:P10112,property,rdac:C10001,rdac:C10001,rdaw:P10112,rdawo:P10108,,rdawo:P10177,Published,
is adapted as libretto work,rdawo:adaptedAsLibrettoWork.en,rdawo:P10113,property,rdac:C10001,rdac:C10001,rdaw:P10113,rdawo:P10155,,rdawo:P10189,Published,
is work reviewed by,rdawo:workReviewedBy.en,rdawo:P10114,property,rdac:C10001,rdac:C10001,rdaw:P10114,rdawo:P10120,,rdawo:P10178,Published,
is work critiqued by,rdawo:workCritiquedBy.en,rdawo:P10115,property,rdac:C10001,rdac:C10001,rdaw:P10115,rdawo:P10120,,rdawo:P10182,Published,
is work commentary in,rdawo:workCommentaryIn.en,rdawo:P10116,property,rdac:C10001,rdac:C10001,rdaw:P10116,rdawo:P10118,,rdawo:P10187,Published,
is imitated as work,rdawo:imitatedAsWork.en,rdawo:P10117,property,rdac:C10001,rdac:C10001,rdaw:P10117,rdawo:P10340,,rdawo:P10196,Published,
is work described by,rdawo:workDescribedBy.en,rdawo:P10118,property,rdac:C10001,rdac:C10001,rdaw:P10118,rdawo:P10264,,rdawo:P10100,Published,
is expanded as work,rdawo:expandedAsWork.en,rdawo:P10119,property,rdac:C10001,rdac:C10001,rdaw:P10119,rdawo:P10148,,rdawo:P10184,Published,
is work evaluated by,rdawo:workEvaluatedBy.en,rdawo:P10120,property,rdac:C10001,rdac:C10001,rdaw:P10120,rdawo:P10264,,rdawo:P10153,Published,
is work analysed in,rdawo:workAnalysedIn.en,rdawo:P10121,property,rdac:C10001,rdac:C10001,rdaw:P10121,rdawo:P10118,,rdawo:P10140,Published,
has prequel work,rdawo:prequelWork.en,rdawo:P10122,property,rdac:C10001,rdac:C10001,rdaw:P10122,rdawo:P10198,,rdawo:P10020,Published,
has appendix work,rdawo:appendixWork.en,rdawo:P10123,property,rdac:C10001,rdac:C10001,rdaw:P10123,rdawo:P10108,,rdawo:P10151,Published,
has guide work,rdawo:guideWork.en,rdawo:P10124,property,rdac:C10001,rdac:C10001,rdaw:P10124,rdawo:P10108,,rdawo:P10150,Published,
is abridgement of work,rdawo:abridgementOfWork.en,rdawo:P10125,property,rdac:C10001,rdac:C10001,rdaw:P10125,rdawo:P10190,,rdawo:P10167,Published,
is abstract of,rdawo:abstractOf.en,rdawo:P10126,property,rdac:C10001,rdac:C10001,rdaw:P10126,rdawo:P10179,,rdawo:P10107,Published,
is dramatization of work,rdawo:dramatizationOfWork.en,rdawo:P10127,property,rdac:C10001,rdac:C10001,rdaw:P10127,rdawo:P10142,,rdawo:P10016,Published,
is verse adaptation of work,rdawo:verseAdaptationOfWork.en,rdawo:P10128,property,rdac:C10001,rdac:C10001,rdaw:P10128,rdawo:P10142,,rdawo:P10023,Published,
is motion picture adaptation of work,rdawo:motionPictureAdaptationOfWork.en,rdawo:P10129,property,rdac:C10001,rdac:C10001,rdaw:P10129,rdawo:P10142,,rdawo:P10025,Published,
is novelization of work,rdawo:novelizationOfWork.en,rdawo:P10130,property,rdac:C10001,rdac:C10001,rdaw:P10130,rdawo:P10142,,rdawo:P10034,Published,
is radio adaptation of work,rdawo:radioAdaptationOfWork.en,rdawo:P10131,property,rdac:C10001,rdac:C10001,rdaw:P10131,rdawo:P10142,,rdawo:P10076,Published,
is television adaptation of work,rdawo:televisionAdaptationOfWork.en,rdawo:P10132,property,rdac:C10001,rdac:C10001,rdaw:P10132,rdawo:P10142,,rdawo:P10085,Published,
is screenplay based on work,rdawo:screenplayBasedOnWork.en,rdawo:P10133,property,rdac:C10001,rdac:C10001,rdaw:P10133,rdawo:P10142,,rdawo:P10095,Published,
is motion picture screenplay based on work,rdawo:motionPictureScreenplayBasedOnWork.en,rdawo:P10134,property,rdac:C10001,rdac:C10001,rdaw:P10134,rdawo:P10133,,rdawo:P10094,Published,
is television screenplay based on work,rdawo:televisionScreenplayBasedOnWork.en,rdawo:P10135,property,rdac:C10001,rdac:C10001,rdaw:P10135,rdawo:P10133,,rdawo:P10096,Published,
is video screenplay based on work,rdawo:videoScreenplayBasedOnWork.en,rdawo:P10136,property,rdac:C10001,rdac:C10001,rdaw:P10136,rdawo:P10133,,rdawo:P10097,Published,
is radio script based on work,rdawo:radioScriptBasedOnWork.en,rdawo:P10137,property,rdac:C10001,rdac:C10001,rdaw:P10137,rdawo:P10142,,rdawo:P10098,Published,
is video adaptation of work,rdawo:videoAdaptationOfWork.en,rdawo:P10138,property,rdac:C10001,rdac:C10001,rdaw:P10138,rdawo:P10142,,rdawo:P10087,Published,
is digest of work,rdawo:digestOfWork.en,rdawo:P10139,property,rdac:C10001,rdac:C10001,rdaw:P10139,rdawo:P10190,,rdawo:P10171,Published,
is analysis of work,rdawo:analysisOfWork.en,rdawo:P10140,property,rdac:C10001,rdac:C10001,rdaw:P10140,rdawo:P10100,,rdawo:P10121,Published,
has issue,rdawo:issue.en,rdawo:P10141,property,rdac:C10001,rdac:C10001,rdaw:P10141,rdawo:P10291,,rdawo:P10102,Published,
is adaptation of work,rdawo:adaptationOfWork.en,rdawo:P10142,property,rdac:C10001,rdac:C10001,rdaw:P10142,rdawo:P10190,,rdawo:P10155,Published,
is free translation of work,rdawo:freeTranslationOfWork.en,rdawo:P10143,property,rdac:C10001,rdac:C10001,rdaw:P10143,rdawo:P10341,,rdawo:P10099,Published,
is parodied as work,rdawo:parodiedAsWork.en,rdawo:P10144,property,rdac:C10001,rdac:C10001,rdaw:P10144,rdawo:P10117,,rdawo:P10197,Published,
is absorbed by work,rdawo:absorbedByWork.en,rdawo:P10145,property,rdac:C10001,rdac:C10001,rdaw:P10145,rdawo:P10170,,rdawo:P10224,Published,
is absorbed in part by work,rdawo:absorbedInPartByWork.en,rdawo:P10146,property,rdac:C10001,rdac:C10001,rdaw:P10146,rdawo:P10170,,rdawo:P10225,Published,
has part work,rdawo:partWork.en,rdawo:P10147,property,rdac:C10001,rdac:C10001,rdaw:P10147,rdawo:P10198,,rdawo:P10019,Published,
has derivative work,rdawo:derivativeWork.en,rdawo:P10148,property,rdac:C10001,rdac:C10001,rdaw:P10148,rdawo:P10342,,rdawo:P10190,Published,
is errata to work,rdawo:errataToWork.en,rdawo:P10149,property,rdac:C10001,rdac:C10001,rdaw:P10149,rdawo:P10192,,rdawo:P10092,Published,
is guide to work,rdawo:guideToWork.en,rdawo:P10150,property,rdac:C10001,rdac:C10001,rdaw:P10150,rdawo:P10192,,rdawo:P10124,Published,
is appendix to work,rdawo:appendixToWork.en,rdawo:P10151,property,rdac:C10001,rdac:C10001,rdaw:P10151,rdawo:P10192,,rdawo:P10123,Published,
is illustrations for work,rdawo:illustrationsForWork.en,rdawo:P10152,property,rdac:C10001,rdac:C10001,rdaw:P10152,rdawo:P10192,,rdawo:P10093,Published,
is evaluation of work,rdawo:evaluationOfWork.en,rdawo:P10153,property,rdac:C10001,rdac:C10001,rdaw:P10153,rdawo:P10257,,rdawo:P10120,Published,
is supplement to work,rdawo:supplementToWork.en,rdawo:P10154,property,rdac:C10001,rdac:C10001,rdaw:P10154,rdawo:P10192,,rdawo:P10172,Published,
is adapted as work,rdawo:adaptedAsWork.en,rdawo:P10155,property,rdac:C10001,rdac:C10001,rdaw:P10155,rdawo:P10148,,rdawo:P10142,Published,
is preceded by work,rdawo:precededByWork.en,rdawo:P10156,property,rdac:C10001,rdac:C10001,rdaw:P10156,rdawo:P10345,,rdawo:P10170,Published,
has finding aid work (Deprecated),rdawo:findingAidWork.en,rdawo:P10157,property,rdac:C10001,rdac:C10001,rdaw:P10157,rdawo:P10108,,rdawo:P10201,Deprecated,
has index work (Deprecated),rdawo:indexWork.en,rdawo:P10158,property,rdac:C10001,rdac:C10001,rdaw:P10158,rdawo:P10108,,rdawo:P10188,Deprecated,
has screenplay work,rdawo:screenplayWork.en,rdawo:P10159,property,rdac:C10001,rdac:C10001,rdaw:P10159,rdawo:P10371,,rdawo:P10105,Published,
has motion picture screenplay work,rdawo:motionPictureScreenplayWork.en,rdawo:P10160,property,rdac:C10001,rdac:C10001,rdaw:P10160,rdawo:P10159,,rdawo:P10173,Published,
is musical setting of work,rdawo:musicalSettingOfWork.en,rdawo:P10161,property,rdac:C10001,rdac:C10001,rdaw:P10161,rdawo:P10190,,rdawo:P10033,Published,
has radio script work,rdawo:radioScriptWork.en,rdawo:P10162,property,rdac:C10001,rdac:C10001,rdaw:P10162,rdawo:P10371,,rdawo:P10176,Published,
has television screenplay work,rdawo:televisionScreenplayWork.en,rdawo:P10163,property,rdac:C10001,rdac:C10001,rdaw:P10163,rdawo:P10159,,rdawo:P10174,Published,
has video screenplay work,rdawo:videoScreenplayWork.en,rdawo:P10164,property,rdac:C10001,rdac:C10001,rdaw:P10164,rdawo:P10159,,rdawo:P10175,Published,
has libretto work,rdawo:librettoWork.en,rdawo:P10165,property,rdac:C10001,rdac:C10001,rdaw:P10165,rdawo:P10371,,rdawo:P10030,Published,
is paraphrased as work,rdawo:paraphrasedAsWork.en,rdawo:P10166,property,rdac:C10001,rdac:C10001,rdaw:P10166,rdawo:P10340,,rdawo:P10186,Published,
is abridged as work,rdawo:abridgedAsWork.en,rdawo:P10167,property,rdac:C10001,rdac:C10001,rdaw:P10167,rdawo:P10148,,rdawo:P10125,Published,
is split from work,rdawo:splitFromWork.en,rdawo:P10168,property,rdac:C10001,rdac:C10001,rdaw:P10168,rdawo:P10156,,rdawo:P10211,Published,
is separated from work,rdawo:separatedFromWork.en,rdawo:P10169,property,rdac:C10001,rdac:C10001,rdaw:P10169,rdawo:P10156,,rdawo:P10104,Published,
is succeeded by work,rdawo:succeededByWork.en,rdawo:P10170,property,rdac:C10001,rdac:C10001,rdaw:P10170,rdawo:P10344,,rdawo:P10156,Published,
is digested as work,rdawo:digestedAsWork.en,rdawo:P10171,property,rdac:C10001,rdac:C10001,rdaw:P10171,rdawo:P10148,,rdawo:P10139,Published,
has supplement work,rdawo:supplementWork.en,rdawo:P10172,property,rdac:C10001,rdac:C10001,rdaw:P10172,rdawo:P10108,,rdawo:P10154,Published,
is screenplay for motion picture work,rdawo:screenplayForMotionPictureWork.en,rdawo:P10173,property,rdac:C10001,rdac:C10001,rdaw:P10173,rdawo:P10105,,rdawo:P10160,Published,
is screenplay for television program work,rdawo:screenplayForTelevisionProgramWork.en,rdawo:P10174,property,rdac:C10001,rdac:C10001,rdaw:P10174,rdawo:P10105,,rdawo:P10163,Published,
