*label_en,lexicalAlias_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],*status
is manifestation evaluated in,rdamd:manifestationEvaluatedIn.en,rdamd:P30258,property,rdac:C10007,rdam:P30258,rdamd:P30254,,Published
has manifestation frequency statement,rdamd:manifestationFrequencyStatement.en,rdamd:P30285,property,rdac:C10007,rdam:P30285,rdamd:P30292,,Published
has manifestation identifier statement,rdamd:manifestationIdentifierStatement.en,rdamd:P30286,property,rdac:C10007,rdam:P30286,rdamd:P30292,,Published
has manifestation manufacture statement,rdamd:manifestationManufactureStatement.en,rdamd:P30287,property,rdac:C10007,rdam:P30287,rdamd:P30292,,Published
has manifestation production statement,rdamd:manifestationProductionStatement.en,rdamd:P30288,property,rdac:C10007,rdam:P30288,rdamd:P30292,,Published
has manifestation publication statement,rdamd:manifestationPublicationStatement.en,rdamd:P30289,property,rdac:C10007,rdam:P30289,rdamd:P30292,,Published
has manifestation regional encoding statement,rdamd:manifestationRegionalEncodingStatement.en,rdamd:P30290,property,rdac:C10007,rdam:P30290,rdamd:P30292,,Published
is manifestation reviewed in,rdamd:manifestationReviewedIn.en,rdamd:P30259,property,rdac:C10007,rdam:P30259,rdamd:P30254,,Published
has manifestation series statement,rdamd:manifestationSeriesStatement.en,rdamd:P30291,property,rdac:C10007,rdam:P30291,rdamd:P30292,,Published
has manifestation statement,rdamd:manifestationStatement.en,rdamd:P30292,property,rdac:C10007,rdam:P30292,,,Published
has manifestation title and responsibility statement,rdamd:manifestationTitleAndResponsibilityStatement.en,rdamd:P30293,property,rdac:C10007,rdam:P30293,rdamd:P30292,,Published
has manufacturer agent,rdamd:manufacturerAgent.en,rdamd:P30082,property,rdac:C10007,rdam:P30082,rdamd:P30329,,Published
has manufacturer collective agent,rdamd:manufacturerCollectiveAgent.en,rdamd:P30390,property,rdac:C10007,rdam:P30390,rdamd:P30392,rdamd:P30082,Published
has manufacturer corporate body,rdamd:manufacturerCorporateBody.en,rdamd:P30419,property,rdac:C10007,rdam:P30419,rdamd:P30421,rdamd:P30390,Published
has manufacturer family,rdamd:manufacturerFamily.en,rdamd:P30448,property,rdac:C10007,rdam:P30448,rdamd:P30450,rdamd:P30390,Published
has manufacturer person,rdamd:manufacturerPerson.en,rdamd:P30361,property,rdac:C10007,rdam:P30361,rdamd:P30363,rdamd:P30082,Published
has manufacture statement,rdamd:manufactureStatement.en,rdamd:P30109,property,rdac:C10007,rdam:P30109,,,Published
has material,rdamd:material.en,rdamd:P30304,property,rdac:C10007,rdam:P30304,,,Published
has media type,rdamd:mediaType.en,rdamd:P30002,property,rdac:C10007,rdam:P30002,,,Published
has mirror site,rdamd:mirrorSite.en,rdamd:P30028,property,rdac:C10007,rdam:P30028,rdamd:P30024,,Published
has mode of issuance,rdamd:modeOfIssuance.en,rdamd:P30003,property,rdac:C10007,rdam:P30003,,,Published
has mount,rdamd:mount.en,rdamd:P30186,property,rdac:C10007,rdam:P30186,,,Published
has name of agent of manifestation,rdamd:nameOfAgentOfManifestation.en,rdamd:P30297,property,rdac:C10007,rdam:P30297,rdamd:P30274,,Published
has name of distributor,rdamd:nameOfDistributor.en,rdamd:P30173,property,rdac:C10007,rdam:P30173,rdamd:P30297,,Published
has name of manufacturer,rdamd:nameOfManufacturer.en,rdamd:P30175,property,rdac:C10007,rdam:P30175,rdamd:P30297,,Published
has name of producer,rdamd:nameOfProducer.en,rdamd:P30174,property,rdac:C10007,rdam:P30174,rdamd:P30297,,Published
has name of publisher,rdamd:nameOfPublisher.en,rdamd:P30176,property,rdac:C10007,rdam:P30176,rdamd:P30297,,Published
has note on carrier,rdamd:noteOnCarrier.en,rdamd:P30214,property,rdac:C10007,rdam:P30214,rdamd:P30137,,Published
has note on changes in carrier characteristics,rdamd:noteOnChangesInCarrierCharacteristics.en,rdamd:P30051,property,rdac:C10007,rdam:P30051,rdamd:P30214,,Published
has note on copyright date,rdamd:noteOnCopyrightDate.en,rdamd:P30059,property,rdac:C10007,rdam:P30059,rdamd:P30137,,Published
has note on dimensions of manifestation,rdamd:noteOnDimensionsOfManifestation.en,rdamd:P30060,property,rdac:C10007,rdam:P30060,rdamd:P30214,,Published
has note on distribution statement,rdamd:noteOnDistributionStatement.en,rdamd:P30052,property,rdac:C10007,rdam:P30052,rdamd:P30137,,Published
has note on edition statement,rdamd:noteOnEditionStatement.en,rdamd:P30064,property,rdac:C10007,rdam:P30064,rdamd:P30137,,Published
has note on extent of manifestation,rdamd:noteOnExtentOfManifestation.en,rdamd:P30061,property,rdac:C10007,rdam:P30061,rdamd:P30214,,Published
has note on identifier for manifestation,rdamd:noteOnIdentifierForManifestation.en,rdamd:P30260,property,rdac:C10007,rdam:P30260,rdamd:P30137,,Published
"has note on issue, part, or iteration used as basis for identification of manifestation",rdamd:noteOnIssuePartOrIterationUsedAsBasisForIdentificationOfManifestation.en,rdamd:P30050,property,rdac:C10007,rdam:P30050,rdamd:P30137,,Published
has note on manifestation,rdamd:noteOnManifestation.en,rdamd:P30137,property,rdac:C10007,rdam:P30137,rdax:P00015,,Published
has note on manufacture statement,rdamd:noteOnManufactureStatement.en,rdamd:P30053,property,rdac:C10007,rdam:P30053,rdamd:P30137,,Published
has note on production statement,rdamd:noteOnProductionStatement.en,rdamd:P30054,property,rdac:C10007,rdam:P30054,rdamd:P30137,,Published
has note on publication statement,rdamd:noteOnPublicationStatement.en,rdamd:P30055,property,rdac:C10007,rdam:P30055,rdamd:P30137,,Published
has note on numbering of sequence,rdamd:noteOnSequenceOfNumbering.en,rdamd:P30062,property,rdac:C10007,rdam:P30062,rdamd:P30137,,Published
has note on series statement,rdamd:noteOnSeriesStatement.en,rdamd:P30058,property,rdac:C10007,rdam:P30058,rdamd:P30137,,Published
has note on statement of responsibility,rdamd:noteOnStatementOfResponsibility.en,rdamd:P30057,property,rdac:C10007,rdam:P30057,rdamd:P30137,,Published
has note on title,rdamd:noteOnTitle.en,rdamd:P30063,property,rdac:C10007,rdam:P30063,rdamd:P30137,,Published
has numbering of sequence,rdamd:numberingOfSequence.en,rdamd:P30165,property,rdac:C10007,rdam:P30165,,,Published
has numbering within sequence,rdamd:numberingWithinSequence.en,rdamd:P30014,property,rdac:C10007,rdam:P30014,rdamd:P30274,,Published
is on disc with manifestation,rdamd:onDiscWithManifestation.en,rdamd:P30036,property,rdac:C10007,rdam:P30036,rdamd:P30035,,Published
has other title information,rdamd:otherTitleInformation.en,rdamd:P30142,property,rdac:C10007,rdam:P30142,,,Published
has other title information of series,rdamd:otherTitleInformationOfSeries.en,rdamd:P30143,property,rdac:C10007,rdam:P30143,,,Published
has papermaker agent,rdamd:papermakerAgent.en,rdamd:P30215,property,rdac:C10007,rdam:P30215,rdamd:P30082,,Published
has papermaker collective agent,rdamd:papermakerCollectiveAgent.en,rdamd:P30393,property,rdac:C10007,rdam:P30393,rdamd:P30390,rdamd:P30215,Published
has papermaker corporate body,rdamd:papermakerCorporateBody.en,rdamd:P30422,property,rdac:C10007,rdam:P30422,rdamd:P30419,rdamd:P30393,Published
has papermaker family,rdamd:papermakerFamily.en,rdamd:P30451,property,rdac:C10007,rdam:P30451,rdamd:P30448,rdamd:P30393,Published
has papermaker person,rdamd:papermakerPerson.en,rdamd:P30364,property,rdac:C10007,rdam:P30364,rdamd:P30361,rdamd:P30215,Published
has parallel designation of edition,rdamd:parallelDesignationOfEdition.en,rdamd:P30013,property,rdac:C10007,rdam:P30013,rdamd:P30133,,Published
has parallel designation of named revision of edition,rdamd:parallelDesignationOfNamedRevisionOfEdition.en,rdamd:P30012,property,rdac:C10007,rdam:P30012,rdamd:P30132,,Published
has parallel name of distributor,rdamd:parallelNameOfDistributor.en,rdamd:P30017,property,rdac:C10007,rdam:P30017,rdamd:P30173,,Published
has parallel name of manufacturer,rdamd:parallelNameOfManufacturer.en,rdamd:P30049,property,rdac:C10007,rdam:P30049,rdamd:P30175,,Published
has parallel name of producer,rdamd:parallelNameOfProducer.en,rdamd:P30094,property,rdac:C10007,rdam:P30094,rdamd:P30174,,Published
has parallel name of publisher,rdamd:parallelNameOfPublisher.en,rdamd:P30095,property,rdac:C10007,rdam:P30095,rdamd:P30176,,Published
has parallel other title information,rdamd:parallelOtherTitleInformation.en,rdamd:P30151,property,rdac:C10007,rdam:P30151,rdamd:P30142,,Published
has parallel other title information of series,rdamd:parallelOtherTitleInformationOfSeries.en,rdamd:P30152,property,rdac:C10007,rdam:P30152,rdamd:P30143,rdamd:P30151,Published
has parallel place of distribution,rdamd:parallelPlaceOfDistribution.en,rdamd:P30089,property,rdac:C10007,rdam:P30089,rdamd:P30085,,Published
has parallel place of manufacture,rdamd:parallelPlaceOfManufacture.en,rdamd:P30090,property,rdac:C10007,rdam:P30090,rdamd:P30087,,Published
has parallel place of production,rdamd:parallelPlaceOfProduction.en,rdamd:P30091,property,rdac:C10007,rdam:P30091,rdamd:P30086,,Published
has parallel place of publication,rdamd:parallelPlaceOfPublication.en,rdamd:P30092,property,rdac:C10007,rdam:P30092,rdamd:P30088,,Published
has parallel statement of responsibility relating to edition,rdamd:parallelStatementOfResponsibilityRelatingToEdition.en,rdamd:P30115,property,rdac:C10007,rdam:P30115,rdamd:P30121,,Published
has parallel statement of responsibility relating to named revision of edition,rdamd:parallelStatementOfResponsibilityRelatingToNamedRevisionOfEdition.en,rdamd:P30112,property,rdac:C10007,rdam:P30112,rdamd:P30118,,Published
has parallel statement of responsibility relating to series,rdamd:parallelStatementOfResponsibilityRelatingToSeries.en,rdamd:P30113,property,rdac:C10007,rdam:P30113,rdamd:P30119,,Published
has parallel statement of responsibility relating to title proper,rdamd:parallelStatementOfResponsibilityRelatingToTitleProper.en,rdamd:P30116,property,rdac:C10007,rdam:P30116,rdamd:P30105,,Published
has parallel title of series,rdamd:parallelTitleOfSeries.en,rdamd:P30204,property,rdac:C10007,rdam:P30204,rdamd:P30157,rdamd:P30203,Published
has parallel title proper,rdamd:parallelTitleProper.en,rdamd:P30203,property,rdac:C10007,rdam:P30203,rdamd:P30156,,Published
has part manifestation,rdamd:partManifestation.en,rdamd:P30033,property,rdac:C10007,rdam:P30033,rdamd:P30048,,Published
is part of manifestation,rdamd:partOfManifestation.en,rdamd:P30020,property,rdac:C10007,rdam:P30020,rdamd:P30048,,Published
has place of distribution,rdamd:placeOfDistribution.en,rdamd:P30085,property,rdac:C10007,rdam:P30085,rdamd:P30279,,Published
has place of manifestation,rdamd:placeOfManifestation.en,rdamd:P30279,property,rdac:C10007,rdam:P30279,rdamd:P30272,,Published
has place of manufacture,rdamd:placeOfManufacture.en,rdamd:P30087,property,rdac:C10007,rdam:P30087,rdamd:P30279,,Published
has place of production,rdamd:placeOfProduction.en,rdamd:P30086,property,rdac:C10007,rdam:P30086,rdamd:P30279,,Published
has place of publication,rdamd:placeOfPublication.en,rdamd:P30088,property,rdac:C10007,rdam:P30088,rdamd:P30279,,Published
has platemaker agent,rdamd:platemakerAgent.en,rdamd:P30075,property,rdac:C10007,rdam:P30075,rdamd:P30082,,Published
has platemaker collective agent,rdamd:platemakerCollectiveAgent.en,rdamd:P30384,property,rdac:C10007,rdam:P30384,rdamd:P30390,rdamd:P30075,Published
has platemaker corporate body,rdamd:platemakerCorporateBody.en,rdamd:P30413,property,rdac:C10007,rdam:P30413,rdamd:P30419,rdamd:P30384,Published
has platemaker family,rdamd:platemakerFamily.en,rdamd:P30442,property,rdac:C10007,rdam:P30442,rdamd:P30448,rdamd:P30384,Published
has platemaker person,rdamd:platemakerPerson.en,rdamd:P30355,property,rdac:C10007,rdam:P30355,rdamd:P30361,rdamd:P30075,Published
has plate number for notated music,rdamd:plateNumberForNotatedMusic.en,rdamd:P30066,property,rdac:C10007,rdam:P30066,rdamd:P30004,,Published
has playing speed,rdamd:playingSpeed.en,rdamd:P30201,property,rdac:C10007,rdam:P30201,rdamd:P30125,,Published
has polarity,rdamd:polarity.en,rdamd:P30196,property,rdac:C10007,rdam:P30196,,,Published
has preferred citation,rdamd:preferredCitation.en,rdamd:P30005,property,rdac:C10007,rdam:P30005,,,Published
has presentation format,rdamd:presentationFormat.en,rdamd:P30163,property,rdac:C10007,rdam:P30163,rdamd:P30127,,Published
is preservation facsimile of item of,rdamd:preservationFacsimileOfItemOf.en,rdamd:P30301,property,rdac:C10007,rdam:P30301,rdamd:P30300,,Published
has preservation facsimile of manifestation,rdamd:preservationFacsimileOfManifestation.en,rdamd:P30021,property,rdac:C10007,rdam:P30021,rdamd:P30031,,Published
is preservation facsimile of manifestation of,rdamd:preservationFacsimileOfManifestation.en,rdamd:P30045,property,rdac:C10007,rdam:P30045,rdamd:P30047,,Published
has printer agent,rdamd:printerAgent.en,rdamd:P30078,property,rdac:C10007,rdam:P30078,rdamd:P30082,,Published
has printer collective agent,rdamd:printerCollectiveAgent.en,rdamd:P30387,property,rdac:C10007,rdam:P30387,rdamd:P30390,rdamd:P30078,Published
has printer corporate body,rdamd:printerCorporateBody.en,rdamd:P30416,property,rdac:C10007,rdam:P30416,rdamd:P30419,rdamd:P30387,Published
has printer family,rdamd:printerFamily.en,rdamd:P30445,property,rdac:C10007,rdam:P30445,rdamd:P30448,rdamd:P30387,Published
has printer person,rdamd:printerPerson.en,rdamd:P30358,property,rdac:C10007,rdam:P30358,rdamd:P30361,rdamd:P30078,Published
has printmaker agent,rdamd:printmakerAgent.en,rdamd:P30072,property,rdac:C10007,rdam:P30072,rdamd:P30082,,Published
has printmaker collective agent,rdamd:printmakerCollectiveAgent.en,rdamd:P30381,property,rdac:C10007,rdam:P30381,rdamd:P30390,rdamd:P30072,Published
has printmaker corporate body,rdamd:printmakerCorporateBody.en,rdamd:P30410,property,rdac:C10007,rdam:P30410,rdamd:P30419,rdamd:P30381,Published
has printmaker family,rdamd:printmakerFamily.en,rdamd:P30439,property,rdac:C10007,rdam:P30439,rdamd:P30448,rdamd:P30381,Published
has printmaker person,rdamd:printmakerPerson.en,rdamd:P30352,property,rdac:C10007,rdam:P30352,rdamd:P30361,rdamd:P30072,Published
has producer agent of unpublished manifestation,rdamd:producerAgentOfUnpublishedManifestation.en,rdamd:P30081,property,rdac:C10007,rdam:P30081,rdamd:P30329,,Published
has producer collective agent of unpublished manifestation,rdamd:producerCollectiveAgentOfUnpublishedManifestation.en,rdamd:P30389,property,rdac:C10007,rdam:P30389,rdamd:P30392,rdamd:P30081,Published
has producer corporate body of unpublished manifestation,rdamd:producerCorporateBodyOfUnpublishedManifestation.en,rdamd:P30418,property,rdac:C10007,rdam:P30418,rdamd:P30421,rdamd:P30389,Published
has producer family of unpublished manifestation,rdamd:producerFamilyOfUnpublishedManifestation.en,rdamd:P30447,property,rdac:C10007,rdam:P30447,rdamd:P30450,rdamd:P30389,Published
has producer person of unpublished manifestation,rdamd:producerPersonOfUnpublishedManifestation.en,rdamd:P30360,property,rdac:C10007,rdam:P30360,rdamd:P30363,rdamd:P30081,Published
has production method,rdamd:productionMethod.en,rdamd:P30187,property,rdac:C10007,rdam:P30187,,,Published
has production statement,rdamd:productionStatement.en,rdamd:P30110,property,rdac:C10007,rdam:P30110,,,Published
has projection characteristic of motion picture film,rdamd:projectionCharacteristicOfMotionPictureFilm.en,rdamd:P30127,property,rdac:C10007,rdam:P30127,,,Published
has projection speed,rdamd:projectionSpeed.en,rdamd:P30200,property,rdac:C10007,rdam:P30200,rdamd:P30127,,Published
has publication statement,rdamd:publicationStatement.en,rdamd:P30111,property,rdac:C10007,rdam:P30111,,,Published
has publisher agent,rdamd:publisherAgent.en,rdamd:P30083,property,rdac:C10007,rdam:P30083,rdamd:P30329,,Published
has publisher collective agent,rdamd:publisherCollectiveAgent.en,rdamd:P30391,property,rdac:C10007,rdam:P30391,rdamd:P30392,rdamd:P30083,Published
has publisher corporate body,rdamd:publisherCorporateBody.en,rdamd:P30420,property,rdac:C10007,rdam:P30420,rdamd:P30421,rdamd:P30391,Published
has publisher family,rdamd:publisherFamily.en,rdamd:P30449,property,rdac:C10007,rdam:P30449,rdamd:P30450,rdamd:P30391,Published
has publisher number for notated music,rdamd:publisherNumberForNotatedMusic.en,rdamd:P30065,property,rdac:C10007,rdam:P30065,rdamd:P30004,,Published
has publisher person,rdamd:publisherPerson.en,rdamd:P30362,property,rdac:C10007,rdam:P30362,rdamd:P30363,rdamd:P30083,Published
has recording medium,rdamd:recordingMedium.en,rdamd:P30206,property,rdac:C10007,rdam:P30206,rdamd:P30125,,Published
has reduction ratio,rdamd:reductionRatio.en,rdamd:P30198,property,rdac:C10007,rdam:P30198,,,Published
has reduction ratio designation,rdamd:reductionRatioDesignation.en,rdamd:P30263,property,rdac:C10007,rdam:P30263,,,Published
is reference source of,rdamd:referenceSourceOf.en,rdamd:P30457,property,rdac:C10007,rdam:P30457,rdamd:P30274,,Published
has regional encoding,rdamd:regionalEncoding.en,rdamd:P30006,property,rdac:C10007,rdam:P30006,rdamd:P30124,,Published
has related agent of manifestation,rdamd:relatedAgentOfManifestation.en,rdamd:P30267,property,rdac:C10007,rdam:P30267,rdamd:P30264,rdaxd:P00006,Published
has related collective agent of manifestation,rdamd:relatedCollectiveAgentOfManifestation.en,rdamd:P30271,property,rdac:C10007,rdam:P30271,rdamd:P30267,rdaxd:P00012,Published
has related corporate body of manifestation,rdamd:relatedCorporateBodyOfManifestation.en,rdamd:P30270,property,rdac:C10007,rdam:P30270,rdamd:P30271,rdaxd:P00009,Published
has related RDA entity of manifestation,rdamd:relatedEntityOfManifestation.en,rdamd:P30264,property,rdac:C10007,rdam:P30264,rdaxd:P00001,,Published
has related entity of manifestation,rdamd:relatedEntityOfManifestation.en,rdamd:P30330,property,rdac:C10007,rdam:P30330,rdaxd:P00028,,Published
has related expression of manifestation,rdamd:relatedExpressionOfManifestation.en,rdamd:P30266,property,rdac:C10007,rdam:P30266,rdamd:P30264,rdaxd:P00003,Published
has related family of manifestation,rdamd:relatedFamilyOfManifestation.en,rdamd:P30269,property,rdac:C10007,rdam:P30269,rdamd:P30271,rdaxd:P00008,Published
has related item of manifestation,rdamd:relatedItemOfManifestation.en,rdamd:P30140,property,rdac:C10007,rdam:P30140,rdamd:P30264,rdaxd:P00005,Published
has related manifestation of manifestation,rdamd:relatedManifestationOfManifestation.en,rdamd:P30048,property,rdac:C10007,rdam:P30048,rdamd:P30264,rdaxd:P00004,Published
has related nomen of manifestation,rdamd:relatedNomenOfManifestation.en,rdamd:P30274,property,rdac:C10007,rdam:P30274,rdamd:P30264,rdaxd:P00013,Published
has related person of manifestation,rdamd:relatedPersonOfManifestation.en,rdamd:P30268,property,rdac:C10007,rdam:P30268,rdamd:P30267,rdaxd:P00007,Published
has related place of manifestation,rdamd:relatedPlaceOfManifestation.en,rdamd:P30272,property,rdac:C10007,rdam:P30272,rdamd:P30264,rdaxd:P00010,Published
has related timespan of manifestation,rdamd:relatedTimespanOfManifestation.en,rdamd:P30273,property,rdac:C10007,rdam:P30273,rdamd:P30264,rdaxd:P00011,Published
has related work of manifestation,rdamd:relatedWorkOfManifestation.en,rdamd:P30265,property,rdac:C10007,rdam:P30265,rdamd:P30264,rdaxd:P00002,Published
is reprinted as manifestation,rdamd:reprintedAsManifestation.en,rdamd:P30038,property,rdac:C10007,rdam:P30038,rdamd:P30039,,Published
is reprint of item of,rdamd:reprintOfItemOf.en,rdamd:P30302,property,rdac:C10007,rdam:P30302,rdamd:P30303,,Published
is reprint of manifestation of,rdamd:reprintOfManifestationOf.en,rdamd:P30093,property,rdac:C10007,rdam:P30093,rdamd:P30043,,Published
is reproduced as manifestation,rdamd:reproducedAsManifestation.en,rdamd:P30039,property,rdac:C10007,rdam:P30039,rdamd:P30024,,Published
is reproduction of item of,rdamd:reproductionOfItemOf.en,rdamd:P30303,property,rdac:C10007,rdam:P30303,rdamd:P30140,,Published
is reproduction of manifestation of,rdamd:reproductionOfManifestationOf.en,rdamd:P30043,property,rdac:C10007,rdam:P30043,rdamd:P30024,,Published
has resolution,rdamd:resolution.en,rdamd:P30159,property,rdac:C10007,rdam:P30159,rdamd:P30124,,Published
has restriction on access to manifestation,rdamd:restrictionOnAccessToManifestation.en,rdamd:P30145,property,rdac:C10007,rdam:P30145,,,Published
has restriction on use of manifestation,rdamd:restrictionOnUseOfManifestation.en,rdamd:P30146,property,rdac:C10007,rdam:P30146,,,Published
has series statement,rdamd:seriesStatement.en,rdamd:P30106,property,rdac:C10007,rdam:P30106,,,Published
has sound characteristic,rdamd:soundCharacteristic.en,rdamd:P30125,property,rdac:C10007,rdam:P30125,,,Published
has sound content,rdamd:soundContent.en,rdamd:P30454,property,rdac:C10007,rdam:P30454,,,Published
is source consulted of,rdamd:sourceConsultedOf.en,rdamd:P30334,property,rdac:C10007,rdam:P30334,rdamd:P30265,,Published
has special playback characteristic,rdamd:specialPlaybackCharacteristic.en,rdamd:P30138,property,rdac:C10007,rdam:P30138,rdamd:P30125,,Published
has statement of responsibility,rdamd:statementOfResponsibility.en,rdamd:P30117,property,rdac:C10007,rdam:P30117,,,Published
has statement of responsibility relating to edition,rdamd:statementOfResponsibilityRelatingToEdition.en,rdamd:P30121,property,rdac:C10007,rdam:P30121,rdamd:P30117,,Published
has statement of responsibility relating to named revision of edition,rdamd:statementOfResponsibilityRelatingToNamedRevisionOfEdition.en,rdamd:P30118,property,rdac:C10007,rdam:P30118,rdamd:P30117,,Published
has statement of responsibility relating to series,rdamd:statementOfResponsibilityRelatingToSeries.en,rdamd:P30119,property,rdac:C10007,rdam:P30119,rdamd:P30117,,Published
has statement of responsibility relating to title proper,rdamd:statementOfResponsibilityRelatingToTitleProper.en,rdamd:P30105,property,rdac:C10007,rdam:P30105,rdamd:P30117,,Published
is subject manifestation of,rdamd:subjectManifestationOf.en,rdamd:P30253,property,rdac:C10007,rdam:P30253,rdamd:P30265,rdaxd:P00014,Published
has supplementary content,rdamd:supplementaryContent.en,rdamd:P30455,property,rdac:C10007,rdam:P30455,,,Published
has surveyor agent,rdamd:surveyorAgent.en,rdamd:P30312,property,rdac:C10007,rdam:P30312,rdamd:P30315,,Published
has surveyor collective agent,rdamd:surveyorCollectiveAgent.en,rdamd:P30366,property,rdac:C10007,rdam:P30366,rdamd:P30367,rdamd:P30312,Published
has surveyor corporate body,rdamd:surveyorCorporateBody.en,rdamd:P30395,property,rdac:C10007,rdam:P30395,rdamd:P30396,rdamd:P30366,Published
has surveyor family,rdamd:surveyorFamily.en,rdamd:P30424,property,rdac:C10007,rdam:P30424,rdamd:P30425,rdamd:P30366,Published
has surveyor person,rdamd:surveyorPerson.en,rdamd:P30337,property,rdac:C10007,rdam:P30337,rdamd:P30338,rdamd:P30312,Published
has tape configuration,rdamd:tapeConfiguration.en,rdamd:P30185,property,rdac:C10007,rdam:P30185,rdamd:P30125,,Published
has term of availability,rdamd:termOfAvailability.en,rdamd:P30160,property,rdac:C10007,rdam:P30160,,,Published
has title of manifestation,rdamd:titleOfManifestation.en,rdamd:P30134,property,rdac:C10007,rdam:P30134,rdamd:P30277,rdaxd:P00019,Published
has title of series,rdamd:titleOfSeries.en,rdamd:P30157,property,rdac:C10007,rdam:P30157,rdamd:P30134,,Published
has title proper,rdamd:titleProper.en,rdamd:P30156,property,rdac:C10007,rdam:P30156,rdamd:P30134,rdaxd:P00021,Published
has track configuration,rdamd:trackConfiguration.en,rdamd:P30161,property,rdac:C10007,rdam:P30161,rdamd:P30125,,Published
has type of binding,rdamd:typeOfBinding.en,rdamd:P30309,property,rdac:C10007,rdam:P30309,,,Published
has type of recording,rdamd:typeOfRecording.en,rdamd:P30172,property,rdac:C10007,rdam:P30172,rdamd:P30125,,Published
has uniform resource locator,rdamd:uniformResourceLocator.en,rdamd:P30154,property,rdac:C10007,rdam:P30154,,,Published
has variant access point for manifestation,rdamd:variantAccessPointForManifestation.en,rdamd:P30295,property,rdac:C10007,rdam:P30295,rdamd:P30276,rdaxd:P00022,Published
has variant title of manifestation,rdamd:variantTitleOfManifestation.en,rdamd:P30128,property,rdac:C10007,rdam:P30128,rdamd:P30134,rdaxd:P00023,Published
has video characteristic,rdamd:videoCharacteristic.en,rdamd:P30126,property,rdac:C10007,rdam:P30126,,,Published
has video format,rdamd:videoFormat.en,rdamd:P30104,property,rdac:C10007,rdam:P30104,rdamd:P30126,,Published
has work manifested,rdamd:workManifested.en,rdamd:P30135,property,rdac:C10007,rdam:P30135,rdamd:P30265,,Published
has accompanying manifestation relationship with (Deprecated),rdamd:accompanyingManifestationRelationship.en,rdamd:P30210,property,rdac:C10007,rdam:P30210,,,Deprecated
has earlier title proper (Deprecated),rdamd:earlierTitleProper.en,rdamd:P30130,property,rdac:C10007,rdam:P30130,rdamd:P30156,,Deprecated
has equivalent manifestation relationship with (Deprecated),rdamd:equivalentManifestationRelationship.en,rdamd:P30212,property,rdac:C10007,rdam:P30212,,,Deprecated
has frequency (Deprecated),rdamd:frequency.en,rdamd:P30168,property,rdac:C10007,rdam:P30168,,,Deprecated
has ISSN of series (Deprecated),rdamd:issnOfSeries.en,rdamd:P30166,property,rdac:C10007,rdam:P30166,,,Deprecated
has ISSN of subseries (Deprecated),rdamd:issnOfSubseries.en,rdamd:P30167,property,rdac:C10007,rdam:P30167,,,Deprecated
has key title (Deprecated),rdamd:keyTitle.en,rdamd:P30209,property,rdac:C10007,rdam:P30209,rdamd:P30134,,Deprecated
has later title proper (Deprecated),rdamd:laterTitleProper.en,rdamd:P30129,property,rdac:C10007,rdam:P30129,rdamd:P30156,,Deprecated
has note on frequency (Deprecated),rdamd:noteOnFrequency.en,rdamd:P30056,property,rdac:C10007,rdam:P30056,rdamd:P30137,,Deprecated
has numbering within subseries (Deprecated),rdamd:numberingWithinSubseries.en,rdamd:P30015,property,rdac:C10007,rdam:P30015,,,Deprecated
has other agent associated with manifestation (Deprecated),rdamd:otherAgentManifestation.en,rdamd:P30079,property,rdac:C10007,rdam:P30079,rdamd:P30267,,Deprecated
has other title information of subseries (Deprecated),rdamd:otherTitleInformationOfSubseries.en,rdamd:P30144,property,rdac:C10007,rdam:P30144,,,Deprecated
has parallel other title information of subseries (Deprecated),rdamd:parallelOtherTitleInformationOfSubseries.en,rdamd:P30153,property,rdac:C10007,rdam:P30153,rdamd:P30144,rdamd:P30152,Deprecated
has parallel statement of responsibility relating to subseries (Deprecated),rdamd:parallelStatementOfResponsibilityRelatingToSubseries.en,rdamd:P30114,property,rdac:C10007,rdam:P30114,rdamd:P30120,,Deprecated
has parallel title proper of subseries (Deprecated),rdamd:parallelTitleProperOfSubseries.en,rdamd:P30205,property,rdac:C10007,rdam:P30205,rdamd:P30158,rdamd:P30204,Deprecated
has special issue (Deprecated),rdamd:specialIssue.en,rdamd:P30030,property,rdac:C10007,rdam:P30030,rdamd:P30033,,Deprecated
is special issue of (Deprecated),rdamd:specialIssueOf.en,rdamd:P30101,property,rdac:C10007,rdam:P30101,rdamd:P30020,,Deprecated
has statement of responsibility relating to subseries (Deprecated),rdamd:statementOfResponsibilityRelatingToSubseries.en,rdamd:P30120,property,rdac:C10007,rdam:P30120,rdamd:P30117,,Deprecated
has title proper of subseries (Deprecated),rdamd:titleProperOfSubseries.en,rdamd:P30158,property,rdac:C10007,rdam:P30158,rdamd:P30157,,Deprecated
has whole-part manifestation relationship with (Deprecated),rdamd:wholePartManifestationRelationship.en,rdamd:P30213,property,rdac:C10007,rdam:P30213,,,Deprecated
