reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
14041,"is platemaker agent of",rdaa:platemakerAgentOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for preparing plates used in the production of printed images or text.",,"platemaker of",,,,,,,,,"platemaker agent of","A manifestation that involves a responsibility of an agent for preparing plates used in the production of printed images or text.",rdaa:P50176,property,platemakerAgentOf,rdac:C10002,,rdau:P60643,,rdaa:P50202,,,,Published,18.5,2,
14042,"is etcher agent of",rdaa:etcherAgentOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,"etcher of",,,,,,,,,"etcher agent of","A manifestation that involves a responsibility of an agent for subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdaa:P50177,property,etcherAgentOf,rdac:C10002,,rdau:P60644,,rdaa:P50202,,,,Published,18.5,2,
14043,"is collotyper agent of",rdaa:collotyperAgentOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",,"collotyper of",,,,,,,,,"collotyper agent of","A manifestation that involves a responsibility of an agent for using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",rdaa:P50178,property,collotyperAgentOf,rdac:C10002,,rdau:P60645,,rdaa:P50202,,,,Published,18.5,2,
14044,"is printer agent of",rdaa:printerAgentOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for manufacturing printed text, notated music, or other content from type or plates.",,"printer of",,,,,,,,,"printer agent of","A manifestation that involves a responsibility of an agent for manufacturing printed text, notated music, or other content from type or plates.",rdaa:P50179,property,printerAgentOf,rdac:C10002,,rdau:P60646,,rdaa:P50202,,,,Published,18.5,2,
14045,"is presenter agent of",rdaa:presenterAgentOf.en,"Relates an agent to an expression with an &quot;X presents:&quot; credit in a manifestation of a moving image for an agent who is probably associated with production, finance, or distribution in some way.",,"presenter of",,,,,,,,,"presenter agent of","An expression with an &quot;X presents:&quot; credit in a manifestation of a moving image for an agent who is probably associated with production, finance, or distribution in some way.",rdaa:P50180,property,presenterAgentOf,rdac:C10002,,rdau:P60647,,rdaa:P50161,,,,Published,18.5,2,
14048,"is editor agent of moving image work of",rdaa:editorAgentOfMovingImageWorkOf.en,"Relates an agent to an expression that includes a contribution by an agent of assembling, arranging, and trimming film, video, or other moving image formats, including both visual and audio aspects.",,"editor of moving image work of",,,,,,,,,"editor agent of moving image work of","An expression that includes a contribution by an agent of assembling, arranging, and trimming film, video, or other moving image formats, including both visual and audio aspects.",rdaa:P50183,property,editorAgentOfMovingImageWorkOf,rdac:C10002,,rdau:P60651,,rdaa:P50449,,,,Published,18.5,2,
14049,"is programmer agent of",rdaa:programmerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for computer programming.",,"programmer of",,,,,,,,,"programmer agent of","A work that involves a responsibility of an agent for computer programming.",rdaa:P50184,property,programmerAgentOf,rdac:C10002,,rdau:P60652,,rdaa:P50204,,,,Published,18.5,2,
14050,"is designer agent of",rdaa:designerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for design of an object.",,"designer of",,,,,,,,,"designer agent of","A work that involves a responsibility of an agent for design of an object.",rdaa:P50185,property,designerAgentOf,rdac:C10002,,rdau:P60653,,rdaa:P50204,,,,Published,18.5,2,
14051,"is cartographer agent of work of",rdaa:cartographerAgentOfWorkOf.en,"Relates an agent to a work that involves a responsibility of an agent for a cartographic work.",,"cartographer of work of",,,,,,,,,"cartographer agent of work of","A work that involves a responsibility of an agent for a cartographic work.",rdaa:P50186,property,cartographerAgentOfWorkOf,rdac:C10002,,rdau:P60654,,rdaa:P50204,,,,Published,18.5,2,
14052,"is composer agent of work of",rdaa:composerAgentOfWorkOf.en,"Relates an agent to a musical work that involves a responsibility of an agent for music.",,"composer of work of",,,,,,,,,"composer agent of work of","A musical work that involves a responsibility of an agent for music.",rdaa:P50187,property,composerAgentOfWorkOf,rdac:C10002,,rdau:P60655,,rdaa:P50204,,,,Published,18.5,2,
14053,"is inventor agent of",rdaa:inventorAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for a new device or process.",,"inventor of",,,,,,,,,"inventor agent of","A work that involves a responsibility of an agent for a new device or process.",rdaa:P50188,property,inventorAgentOf,rdac:C10002,,rdau:P60656,,rdaa:P50204,,,,Published,18.5,2,
14054,"is compiler agent of",rdaa:compilerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for selecting, arranging, aggregating, and editing data and information for a work such as a bibliography or a directory.","Revising or clarifying the content of an expression of a work and selecting and putting together expressions of works or parts of works are excluded.","compiler of",,,,,,,,,"compiler agent of","A work that involves a responsibility of an agent for selecting, arranging, aggregating, and editing data and information for a work such as a bibliography or a directory.",rdaa:P50189,property,compilerAgentOf,rdac:C10002,,rdau:P60657,,rdaa:P50204,,,,Published,18.5,2,rdaa:P50156
14055,"is photographer agent of work of",rdaa:photographerAgentOfWorkOf.en,"Relates an agent to a work that involves a responsibility of an agent for photography.",,"photographer of work of",,,,,,,,,"photographer agent of work of","A work that involves a responsibility of an agent for photography.",rdaa:P50190,property,photographerAgentOfWorkOf,rdac:C10002,,rdau:P60658,,rdaa:P50204,,,,Published,18.5,2,
14056,"is interviewer agent of work of",rdaa:interviewerAgentOfWorkOf.en,"Relates an agent to a work that involves a responsibility by an agent for acting as an interviewer, reporter, pollster, or some other kind of agent who gathers information.",,"interviewer of work of",,,,,,,,,"interviewer agent of work of","A work that involves a responsibility of an agent for acting as an interviewer, reporter, pollster, or some other kind of agent who gathers information.",rdaa:P50191,property,interviewerAgentOfWorkOf,rdac:C10002,,rdau:P60659,,rdaa:P50204,,,,Published,18.5,2,
14057,"is artist agent of",rdaa:artistAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for conceiving, and often implementing, an original graphic design, drawing, painting, etc.",,"artist of",,,,,,,,,"artist agent of","A work that involves a responsibility of an agent for conceiving, and often implementing, an original graphic design, drawing, painting, etc.",rdaa:P50192,property,artistAgentOf,rdac:C10002,,rdau:P60660,,rdaa:P50204,,,,Published,18.5,2,
14058,"is interviewee agent of work of",rdaa:intervieweeAgentOfWorkOf.en,"Relates an agent to a work that involves a responsibility of an agent for responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,"interviewee of work of",,,,,,,,,"interviewee agent of work of","A work that involves a responsibility of an agent for responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaa:P50193,property,intervieweeAgentOfWorkOf,rdac:C10002,,rdau:P60661,,rdaa:P50204,,,,Published,18.5,2,
14059,"is choreographer agent of",rdaa:choreographerAgentOf.en,"Relates an agent to a choreographic work that involves a responsibility of an agent for choreography.",,"choreographer of work of",,,,,,,,,"choreographer agent of","A choreographic work that involves a responsibility of an agent for choreography.",rdaa:P50194,property,choreographerAgentOf,rdac:C10002,,rdau:P60662,,rdaa:P50204,,,,Published,18.5,2,
14060,"is author agent of",rdaa:authorAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for creating a textual work.",,"author of",,,,,,,,,"author agent of","A work that involves a responsibility of an agent for creating a textual work.",rdaa:P50195,property,authorAgentOf,rdac:C10002,,rdau:P60663,,rdaa:P50204,,,,Published,18.5,2,
14061,"is architect agent of",rdaa:architectAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",,"architect of",,,,,,,,,"architect agent of","A work that involves a responsibility of an agent for an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",rdaa:P50196,property,architectAgentOf,rdac:C10002,,rdau:P60664,,rdaa:P50204,,,,Published,18.5,2,
14062,"is filmmaker agent of",rdaa:filmmakerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for an independent or personal film.","A filmmaker is individually responsible for the conception and execution of all aspects of the film.","filmmaker of",,,,,,,,,"filmmaker agent of","A work that involves a responsibility of an agent for an independent or personal film.",rdaa:P50197,property,filmmakerAgentOf,rdac:C10002,,rdau:P60665,,rdaa:P50204,,,,Published,18.5,2,
14063,"is production designer agent of",rdaa:productionDesignerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of designing the overall visual appearance of a moving image production.",,"production designer of",,,,,,,,,"production designer agent of","An expression that includes a contribution by an agent of designing the overall visual appearance of a moving image production.",rdaa:P50198,property,productionDesignerAgentOf,rdac:C10002,,rdau:P60666,,rdaa:P50449,,,,Published,18.5,2,
14064,"is distributor agent of",rdaa:distributorAgentOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for distribution.",,"distributor of",,,,,,,,,"distributor agent of","A manifestation that involves a responsibility of an agent for distribution.",rdaa:P50199,property,distributorAgentOf,rdac:C10002,,rdau:P60667,,rdaa:P50307,,,,Published,,2,
14065,"is producer agent of unpublished manifestation of",rdaa:producerAgentOfUnpublishedManifestationOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for inscribing, fabrication, construction, etc.",,"producer of unpublished manifestation of",,,,,,,,,"producer agent of unpublished manifestation of","A manifestation that involves a responsibility of an agent for inscribing, fabrication, construction, etc.",rdaa:P50200,property,producerAgentOfUnpublishedManifestationOf,rdac:C10002,,rdau:P60817,,rdaa:P50477,,,,Published,,2,
14066,"is producer agent of",rdaa:producerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","A producer is generally responsible for fundraising, managing the production, hiring key personnel, arranging for distributors, etc.","producer of",,,,,,,,,"producer agent of","A work that involves a responsibility of an agent for most of the business aspects of a production for screen, sound recording, television, webcast, etc.",rdaa:P50201,property,producerAgentOf,rdac:C10002,,rdau:P60668,,rdaa:P50204,,,,Published,,2,
14067,"is manufacturer agent of",rdaa:manufacturerAgentOf.en,"Relates an agent to a manifestation by an agent that involves a responsibility for printing, duplicating, casting, etc.",,"manufacturer of",,,,,,,,,"manufacturer agent of","A manifestation that involves a responsibility of an agent for printing, duplicating, casting, etc.",rdaa:P50202,property,manufacturerAgentOf,rdac:C10002,,rdau:P60669,,rdaa:P50307,,,,Published,,2,
14068,"is publisher agent of",rdaa:publisherAgentOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for publishing, releasing, or issuing.",,"publisher of",,,,,,,,,"publisher agent of","A manifestation that involves a responsibility of an agent for publishing, releasing, or issuing.",rdaa:P50203,property,publisherAgentOf,rdac:C10002,,rdau:P60670,,rdaa:P50477,,,,Published,,2,
14069,"is creator agent of work of",rdaa:creatorAgentOfWorkOf.en,"Relates an agent to a work that involves a responsibility of an agent for creation.",,"creator of work of",,,,,,,,,"creator agent of work of","A work that involves a responsibility of an agent for creation.",rdaa:P50204,property,creatorAgentOfWorkOf,rdac:C10002,,rdau:P60672,,rdaa:P50305,,,,Published,,2,
14070,"is director agent of",rdaa:directorAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for the general management and supervision of a filmed performance, a radio or television program, etc.",,"director of",,,,,,,,,"director agent of","A work that involves a responsibility of an agent for the general management and supervision of a filmed performance, a radio or television program, etc.",rdaa:P50205,property,directorAgentOf,rdac:C10002,,rdau:P60673,,rdaa:P50305,,,,Published,18.5,2,
14071,"is restorationist agent of item of",rdaa:restorationistAgentOfItemOf.en,"Relates an agent to an item that involves a responsibility by an agent for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",,"restorationist of",,,,,,,,,"restorationist agent of item of","An item that involves a responsibility of an agent for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",rdaa:P50206,property,restorationistAgentOfItemOf,rdac:C10002,,rdau:P60674,,rdaa:P50308,,,,Published,18.5,2,
14072,"is director agent of photography of",rdaa:directorAgentOfPhotographyOf.en,"Relates an agent to a work that involves a responsibility of an agent for capturing images, either electronically or on film or video stock, and often selecting and arranging the lighting.","A director of photography for a movie is also called a chief cinematographer.","director of photography of",,,,,,,,,"director agent of photography of","A work that involves a responsibility of an agent for capturing images, either electronically or on film or video stock, and often selecting and arranging the lighting.",rdaa:P50207,property,directorAgentOfPhotographyOf,rdac:C10002,,rdau:P60678,,rdaa:P50305,,,,Published,18.5,2,
14073,"is dedicatee agent of work of",rdaa:dedicateeAgentOfWorkOf.en,"Relates an agent to a work that involves a responsibility of an agent for being commemorated.",,"dedicatee of work of",,,,,,,,,"dedicatee agent of work of","A work that involves a responsibility of an agent for being commemorated.",rdaa:P50208,property,dedicateeAgentOfWorkOf,rdac:C10002,,rdau:P60689,,rdaa:P50305,,,,Published,18.5,2,
14074,"is addressee agent of",rdaa:addresseeAgentOf.en,"Relates an agent to a work or a portion of a work that is addressed to an agent.",,"addressee of",,,,,,,,,"addressee agent of","A work or a portion of a work that is addressed to an agent.",rdaa:P50209,property,addresseeAgentOf,rdac:C10002,,rdau:P60690,,rdaa:P50305,,,,Published,18.5,2,
14075,"is dedicatee agent of item of",rdaa:dedicateeAgentOfItemOf.en,"Relates an agent to an item that acknowledges the inspiration or support of an agent.",,"dedicatee of item of",,,,,,,,,"dedicatee agent of item of","An item that acknowledges the inspiration or support of an agent.",rdaa:P50210,property,dedicateeAgentOfItemOf,rdac:C10002,,rdau:P60689,,rdaa:P50308,,,,Published,18.5,2,
14076,"is consultant agent of",rdaa:consultantAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for providing consultation services, and often making recommendations, to a creator of a work.",,"consultant of",,,,,,,,,"consultant agent of","A work that involves a responsibility of an agent for providing consultation services, and often making recommendations, to a creator of a work.",rdaa:P50211,property,consultantAgentOf,rdac:C10002,,rdau:P60701,,rdaa:P50305,,,,Published,18.5,2,
14077,"is minute taker agent of",rdaa:minuteTakerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of recording the minutes of a meeting.",,"minute taker of",,,,,,,,,"minute taker agent of","An expression that includes a contribution by an agent of recording the minutes of a meeting.",rdaa:P50212,property,minuteTakerAgentOf,rdac:C10002,,rdau:P60671,,rdaa:P50448,,,,Published,18.5,2,
14078,"is film producer agent of",rdaa:filmProducerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for most of the business aspects of the production of a film.",,"film producer of",,,,,,,,,"film producer agent of","A work that involves a responsibility of an agent for most of the business aspects of the production of a film.",rdaa:P50213,property,filmProducerAgentOf,rdac:C10002,,rdau:P60033,,rdaa:P50201,,,,Published,18.5,2,
14079,"is radio producer agent of",rdaa:radioProducerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for most of the business aspects of the production of a radio program.",,"radio producer of",,,,,,,,,"radio producer agent of","A work that involves a responsibility of an agent for most of the business aspects of the production of a radio program.",rdaa:P50214,property,radioProducerAgentOf,rdac:C10002,,rdau:P60034,,rdaa:P50201,,,,Published,18.5,2,
14080,"is television producer agent of",rdaa:televisionProducerAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for most of the business aspects of the production of a television program.",,"television producer of",,,,,,,,,"television producer agent of","A work that involves a responsibility of an agent for most of the business aspects of the production of a television program.",rdaa:P50215,property,televisionProducerAgentOf,rdac:C10002,,rdau:P60035,,rdaa:P50201,,,,Published,18.5,2,
14082,"is voice actor agent of",rdaa:voiceActorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of providing the voice for characters in radio and audio productions and for animated characters in moving image works, as well as voice-overs in radio and television commercials, dubbed expressions, etc.",,"voice actor of",,,,,,,,,"voice actor agent of","An expression that includes a contribution by an agent of providing the voice for characters in radio and audio productions and for animated characters in moving image works, as well as voice-overs in radio and television commercials, dubbed expressions, etc.",rdaa:P50217,property,voiceActorAgentOf,rdac:C10002,,rdau:P60027,,rdaa:P50071,,,,Published,18.5,2,
14083,"has related corporate body of agent",rdaa:relatedCorporateBodyOfAgent.en,"Relates an agent to a corporate body who is associated with an agent being identified.",,,,,,,,,,,"related corporate body of agent","A corporate body who is associated with an agent being identified.",rdaa:P50218,property,relatedCorporateBodyOfAgent,rdac:C10002,,rdau:P60454,,rdaa:P50337,rdax:P00009,,,Published,,1,
14084,"has related family of agent",rdaa:relatedFamilyOfAgent.en,"Relates an agent to a family who is associated with an agent being identified.",,,,,,,,,,,"related family of agent","A family who is associated with an agent being identified.",rdaa:P50219,property,relatedFamilyOfAgent,rdac:C10002,,rdau:P60454,,rdaa:P50337,rdax:P00008,,,Published,,1,
14085,"has related person of agent",rdaa:relatedPersonOfAgent.en,"Relates an agent to a person who is associated with an agent being identified.",,,,,,,,,,,"related person of agent","A person who is associated with an agent being identified.",rdaa:P50220,property,relatedPersonOfAgent,rdac:C10002,,rdau:P60454,,rdaa:P50309,rdax:P00007,,,Published,,1,
14086,"is landscape architect agent of",rdaa:landscapeArchitectAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for architectural aspects of landscaping.",,"landscape architect of",,,,,,,,,"landscape architect agent of","A work that involves a responsibility of an agent for architectural aspects of landscaping.",rdaa:P50221,property,landscapeArchitectAgentOf,rdac:C10002,,rdau:P60704,,rdaa:P50196,,,,Published,18.5,2,
14087,"is sculptor agent of",rdaa:sculptorAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for three-dimensional modeling, carving, or similar technique.",,"sculptor of",,,,,,,,,"sculptor agent of","A work that involves a responsibility of an agent for three-dimensional modeling, carving, or similar technique.",rdaa:P50222,property,sculptorAgentOf,rdac:C10002,,rdau:P60705,,rdaa:P50192,,,,Published,18.5,2,
14088,"is screenwriter agent of",rdaa:screenwriterAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for authoring a screenplay, script, or scene.",,"screenwriter of",,,,,,,,,"screenwriter agent of","A work that involves a responsibility of an agent for authoring a screenplay, script, or scene.",rdaa:P50223,property,screenwriterAgentOf,rdac:C10002,,rdau:P60706,,rdaa:P50195,,,,Published,18.5,2,
14089,"is lyricist agent of",rdaa:lyricistAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for authoring the words of a popular song, including a song from a musical.","Authoring of only the dialogue from a musical is excluded.","lyricist of",,,,,,,,,"lyricist agent of","A work that involves a responsibility of an agent for authoring the words of a popular song, including a song from a musical.",rdaa:P50224,property,lyricistAgentOf,rdac:C10002,,rdau:P60707,,rdaa:P50195,,,,Published,18.5,2,rdaa:P50225
14090,"is librettist agent of",rdaa:librettistAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for authoring the words of an opera or other musical stage work, or an oratorio.",,"librettist of",,,,,,,,,"librettist agent of","A work that involves a responsibility of an agent for authoring the words of an opera or other musical stage work, or an oratorio.",rdaa:P50225,property,librettistAgentOf,rdac:C10002,,rdau:P60708,,rdaa:P50195,,,,Published,18.5,2,rdaa:P50224
14091,"has sponsored work of agent",rdaa:sponsoredWorkOfAgent.en,"Relates an agent to a work that involves a responsibility of an agent for sponsoring some aspect of a work.","Includes funding research and sponsoring an event that is the basis of a work.","sponsoring body of",,,,,,,,,"sponsored work of agent","A work that involves a responsibility of an agent for sponsoring some aspect of a work.",rdaa:P50226,property,sponsoredWorkOfAgent,rdac:C10002,,rdau:P60675,,rdaa:P50305,,,,Published,18.5,2,
15536,"is respondent of",rdaa:respondentOf.en,"Relates a person to a thesis provided by the praeses in an academic disputation that is defended or opposed by a candidate for a degree.",,,,,,,,,,,"respondent of","A thesis provided by the praeses in an academic disputation that is defended or opposed by a candidate for a degree.",rdaa:P50001,property,respondentOf,rdac:C10004,,rdau:P60001,,rdaa:P50542,,,,Published,18.5,2,
15537,"is appellee corporate body of",rdaa:appelleeCorporateBodyOf.en,"Relates a corporate body to a legal work of a higher court that records a decision of a lower court that appeals against a corporate body.",,,,,,,,,,,"appellee corporate body of","A legal work of a higher court that records a decision of a lower court that appeals against a corporate body.",rdaa:P50002,property,appelleeCorporateBodyOf,rdac:C10005,,rdau:P60601,,rdaa:P50844,,,,Published,18.5,2,
15538,"is degree granting institution of",rdaa:degreeGrantingInstitutionOf.en,"Relates a corporate body to a work that is a thesis for an academic degree that is approved by a corporate body.",,,,,,,,,,,"degree granting institution of","A work that is a thesis for an academic degree that is approved by a corporate body.",rdaa:P50003,property,degreeGrantingInstitutionOf,rdac:C10005,,rdau:P60002,,rdaa:P50844,,,,Published,18.5,2,
15539,"is hosting institution of",rdaa:hostingInstitutionOf.en,"Relates a corporate body to a work that arises from a conference, exhibition, or other event that is hosted by a corporate body with little or no responsibility for the content.",,,,,,,,,,,"hosting institution of","A work that arises from a conference, exhibition, or other event that is hosted by a corporate body with little or no responsibility for the content.",rdaa:P50004,property,hostingInstitutionOf,rdac:C10005,,rdau:P60003,,rdaa:P50329,,,,Published,18.5,2,
15540,"is production company of",rdaa:productionCompanyOf.en,"Relates a corporate body to a work that involves a responsibility for managing the financial, technical, and organizational aspects of a production for stage, screen, sound recording, television, webcast, etc.",,,,,,,,,,,"production company of","A work that involves a responsibility for managing the financial, technical, and organizational aspects of a production for stage, screen, sound recording, television, webcast, etc.",rdaa:P50005,property,productionCompanyOf,rdac:C10005,,rdau:P60004,,rdaa:P50844,,,,Published,18.5,2,
15541,"has identifier for corporate body",rdaa:identifierForCorporateBody.en,"Relates a corporate body to an appellation of corporate body that consists of a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a corporate body.",,,,,,,,,,,"identifier for corporate body","An appellation of corporate body that consists of a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a corporate body.",rdaa:P50006,property,identifierForCorporateBody,rdac:C10005,,rdau:P60053,,rdaa:P50380,rdaa:P50384,,,Published,11.12,3,
15542,"has founding corporate body of corporate body",rdaa:foundingCorporateBodyOfCorporateBody.en,"Relates a corporate body to a corporate body who initiates a corporate body.",,"founding corporate body",,,,,,,,,"founding corporate body of corporate body","A corporate body who initiates a corporate body.",rdaa:P50007,property,foundingCorporateBodyOfCorporateBody,rdac:C10005,,rdau:P60694,,rdaa:P50336,rdaa:P51107,,,Published,29.5,2,
15543,"has hierarchical superior",rdaa:hierarchicalSuperior.en,"Relates a corporate body to a corporate body who is hierarchically superior to another corporate body.",,,,,,,,,,,"hierarchical superior","A corporate body who is hierarchically superior to another corporate body.",rdaa:P50008,property,hierarchicalSuperior,rdac:C10005,,rdau:P60680,,rdaa:P50336,,,,Published,29.5,2,
15544,"has sponsored corporate body of corporate body",rdaa:sponsoredCorporateBodyOfCorporateBody.en,"Relates a corporate body to a corporate body who is sponsored by another corporate body.",,,,,,,,,,,"sponsored corporate body of corporate body","A corporate body who is sponsored by another corporate body.",rdaa:P50009,property,sponsoredCorporateBodyOfCorporateBody,rdac:C10005,,rdau:P60688,,rdaa:P50336,rdaa:P51099,,,Published,29.5,2,
15545,"has hierarchical subordinate",rdaa:hierarchicalSubordinate.en,"Relates a corporate body to a corporate body who is subordinate to another corporate body.",,,,,,,,,,,"hierarchical subordinate","A corporate body who is subordinate to another corporate body.",rdaa:P50010,property,hierarchicalSubordinate,rdac:C10005,,rdau:P60681,,rdaa:P50336,,,,Published,29.5,2,
15546,"has mergee",rdaa:mergee.en,"Relates a corporate body to a corporate body who merged with another corporate body to form a third.",,,,,,,,,,,mergee,"A corporate body who merged with another corporate body to form a third.",rdaa:P50011,property,mergee,rdac:C10005,,rdau:P60682,,rdaa:P50336,,,,Published,29.5,2,
15547,"has predecessor of corporate body",rdaa:predecessorOfCorporateBody.en,"Relates a corporate body to a corporate body who precedes another corporate body.",,predecessor,,,,,,,,,"predecessor of corporate body","A corporate body who precedes another corporate body.",rdaa:P50012,property,predecessorOfCorporateBody,rdac:C10005,,rdau:P60683,,rdaa:P50336,rdaa:P50421,,,Published,29.5,2,
15548,"has product of merger",rdaa:productOfMerger.en,"Relates a corporate body to a corporate body who resulted from a merger of two or more other corporate bodies.",,,,,,,,,,,"product of merger","A corporate body who resulted from a merger of two or more other corporate bodies.",rdaa:P50013,property,productOfMerger,rdac:C10005,,rdau:P60684,,rdaa:P50016,,,,Published,29.5,2,
15549,"has product of split",rdaa:productOfSplit.en,"Relates a corporate body to a corporate body who resulted from a split or division of another corporate body.",,,,,,,,,,,"product of split","A corporate body who resulted from a split or division of another corporate body.",rdaa:P50014,property,productOfSplit,rdac:C10005,,rdau:P60685,,rdaa:P50016,,,,Published,29.5,2,
15550,"has sponsoring corporate body of corporate body",rdaa:sponsoringCorporateBodyOfCorporateBody.en,"Relates a corporate body to a corporate body who sponsors another corporate body.",,"sponsoring corporate body",,,,,,,,,"sponsoring corporate body of corporate body","A corporate body who sponsors another corporate body.",rdaa:P50015,property,sponsoringCorporateBodyOfCorporateBody,rdac:C10005,,rdau:P60676,,rdaa:P50336,rdaa:P51097,,,Published,29.5,2,
15551,"has successor of corporate body",rdaa:successorOfCorporateBody.en,"Relates a corporate body to a corporate body who succeeds or follows another corporate body.",,successor,,,,,,,,,"successor of corporate body","A corporate body who succeeds or follows another corporate body.",rdaa:P50016,property,successorOfCorporateBody,rdac:C10005,,rdau:P60686,,rdaa:P50336,rdaa:P50423,,,Published,29.5,2,
15552,"has founded corporate body of corporate body",rdaa:foundedCorporateBodyOfCorporateBody.en,"Relates a corporate body to a corporate body who is initiated by a corporate body.",,,,,,,,,,,"founded corporate body of corporate body","A corporate body who is initiated by a corporate body.",rdaa:P50017,property,foundedCorporateBodyOfCorporateBody,rdac:C10005,,rdau:P60687,,rdaa:P50336,rdaa:P51105,,,Published,29.5,2,
15554,"has number of conference",rdaa:numberOfConference.en,"Relates a corporate body to a designation of the sequencing of a conference, exhibition, or other formally named and convened event that gives rise to a work.",,"number of conference, etc.",,,,,,,,,"number of conference","A designation of the sequencing of a conference, exhibition, or other formally named and convened event that gives rise to a work.",rdaa:P50019,property,numberOfConference,rdac:C10005,,rdau:P60079,,,,,,Published,11.6,6,
15555,"has founding family of corporate body",rdaa:foundingFamilyOfCorporateBody.en,"Relates a corporate body to a family who initiates a corporate body.",,"founding family",,,,,,,,,"founding family of corporate body","A family who initiates a corporate body.",rdaa:P50020,property,foundingFamilyOfCorporateBody,rdac:C10005,,rdau:P60694,,rdaa:P50335,rdaa:P51107,,,Published,29.5,2,
15556,"has sponsoring family of corporate body",rdaa:sponsoringFamilyOfCorporateBody.en,"Relates a corporate body to a family who sponsors a corporate body.",,"sponsoring family",,,,,,,,,"sponsoring family of corporate body","A family who sponsors a corporate body.",rdaa:P50021,property,sponsoringFamilyOfCorporateBody,rdac:C10005,,rdau:P60676,,rdaa:P50335,rdaa:P51097,,,Published,29.5,2,
15557,"has field of activity of corporate body",rdaa:fieldOfActivityOfCorporateBody.en,"Relates a corporate body to a field of endeavour, area of competence, responsibility, jurisdiction, etc., in which a corporate body is engaged.",,,,,,,,,,,"field of activity of corporate body","A field of endeavour, area of competence, responsibility, jurisdiction, etc., in which a corporate body is engaged.",rdaa:P50022,property,fieldOfActivityOfCorporateBody,rdac:C10005,,rdau:P60089,,rdaa:P50388,,,,Published,11.10,5,
15558,"has language of corporate body",rdaa:languageOfCorporateBody.en,"Relates a corporate body to a language used by a corporate body in its communications.",,,,,,,,,,,"language of corporate body","A language used by a corporate body in its communications.",rdaa:P50023,property,languageOfCorporateBody,rdac:C10005,,rdau:P60098,,rdaa:P50402,,,,Published,11.8,5,
