reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
36623,"is contributor family of music of",rdaa:contributorFamilyOfMusicOf.en,"Relates a family to a manifestation that is an aggregate that embodies an expression of a musical work that is created by a family.",,,,,,,,,,,"contributor family of music of","A manifestation that is an aggregate that embodies an expression of a musical work that is created by a family.",rdaa:P50967,property,contributorFamilyOfMusicOf,rdac:C10008,,rdau:P61128,,rdaa:P50974,rdaa:P50665,,,Published,,2,
36625,"is contributor family of speech of",rdaa:contributorFamilyOfSpeechOf.en,"Relates a family to a manifestation that is an aggregate that embodies an expression of a vocal work that is created by a family.",,,,,,,,,,,"contributor family of speech of","A manifestation that is an aggregate that embodies an expression of a vocal work that is created by a family.",rdaa:P50968,property,contributorFamilyOfSpeechOf,rdac:C10008,,rdau:P61127,,rdaa:P50974,rdaa:P50666,,,Published,,2,
36627,"is contributor family of still image of",rdaa:contributorFamilyOfStillImageOf.en,"Relates a family to a manifestation that is an aggregate that embodies an expression of a still image work that is created by a family.",,,,,,,,,,,"contributor family of still image of","A manifestation that is an aggregate that embodies an expression of a still image work that is created by a family.",rdaa:P50969,property,contributorFamilyOfStillImageOf,rdac:C10008,,rdau:P60624,,rdaa:P50974,rdaa:P50667,,,Published,,2,
36630,"is contributor family of text of",rdaa:contributorFamilyOfTextOf.en,"Relates a family to a manifestation that is an aggregate that embodies an expression of a textual work that is created by a family.",,,,,,,,,,,"contributor family of text of","A manifestation that is an aggregate that embodies an expression of a textual work that is created by a family.",rdaa:P50970,property,contributorFamilyOfTextOf,rdac:C10008,,rdau:P61131,,rdaa:P50974,rdaa:P50668,,,Published,,2,
36632,"is contributor family of object of",rdaa:contributorFamilyOfObjectOf.en,"Relates a family to a manifestation that is an aggregate that embodies an expression of an object work that is created by a family.",,,,,,,,,,,"contributor family of object of","A manifestation that is an aggregate that embodies an expression of an object work that is created by a family.",rdaa:P50971,property,contributorFamilyOfObjectOf,rdac:C10008,,rdau:P61126,,rdaa:P50974,rdaa:P50669,,,Published,,2,
36634,"is contributor family of computer content of",rdaa:contributorFamilyOfComputerContentOf.en,"Relates a family to a manifestation that is an aggregate that embodies an expression of computer content created by a family.",,,,,,,,,,,"contributor family of computer content of","A manifestation that is an aggregate that embodies an expression of computer content created by a family.",rdaa:P50972,property,contributorFamilyOfComputerContentOf,rdac:C10008,,rdau:P61124,,rdaa:P50974,rdaa:P50670,,,Published,,2,
36636,"is surveyor family of",rdaa:surveyorFamilyOf.en,"Relates a family to a manifestation that is an aggregate that includes a contribution by a family of providing measurements or dimensional relationships for a geographic area.",,,,,,,,,,,"surveyor family of","A manifestation that is an aggregate that includes a contribution by a family of providing measurements or dimensional relationships for a geographic area.",rdaa:P50973,property,surveyorFamilyOf,rdac:C10008,,rdau:P60605,,rdaa:P50964,rdaa:P50671,,,Published,,2,
36638,"is contributor family to aggregate of",rdaa:contributorFamilyToAggregateOf.en,"Relates a family to a manifestation that is an aggregate that embodies an expression of a work that is created by a family.",,,,,,,,,,,"contributor family to aggregate of","A manifestation that is an aggregate that embodies an expression of a work that is created by a family.",rdaa:P50974,property,contributorFamilyToAggregateOf,rdac:C10008,,rdau:P61081,,rdaa:P50322,rdaa:P50672,,,Published,,2,
36640,"is composer family of work of",rdaa:composerFamilyOfWorkOf.en,"Relates a family to a musical work that involves a responsibility of a family for music.",,,,,,,,,,,"composer family of work of","A musical work that involves a responsibility of a family for music.",rdaa:P50975,property,composerFamilyOfWorkOf,rdac:C10008,,rdau:P60655,,rdaa:P50995,rdaa:P50673,,,Published,,2,
36643,"is addressee family of",rdaa:addresseeFamilyOf.en,"Relates a family to a work or a portion of a work that is addressed to a family.",,,,,,,,,,,"addressee family of","A work or a portion of a work that is addressed to a family.",rdaa:P50976,property,addresseeFamilyOf,rdac:C10008,,rdau:P60690,,rdaa:P50320,rdaa:P50674,,,Published,,2,
36645,"is editorial director family of",rdaa:editorialDirectorFamilyOf.en,"Relates a family to a work that involves a legal or intellectual responsibility, but not creative responsibility, of a family for the editorial policy and content of a diachronic work.",,,,,,,,,,,"editorial director family of","A work that involves a legal or intellectual responsibility, but not creative responsibility, of a family for the editorial policy and content of a diachronic work.",rdaa:P50977,property,editorialDirectorFamilyOf,rdac:C10008,,rdau:P60870,,rdaa:P50320,rdaa:P50675,,,Published,,2,
36647,"is cartographer family of work of",rdaa:cartographerFamilyOfWorkOf.en,"Relates a family to a work that involves a responsibility of a family for a cartographic work.",,,,,,,,,,,"cartographer family of work of","A work that involves a responsibility of a family for a cartographic work.",rdaa:P50978,property,cartographerFamilyOfWorkOf,rdac:C10008,,rdau:P60654,,rdaa:P50995,rdaa:P50676,,,Published,,2,
36649,"is inventor family of",rdaa:inventorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for a new device or process.",,,,,,,,,,,"inventor family of","A work that involves a responsibility of a family for a new device or process.",rdaa:P50979,property,inventorFamilyOf,rdac:C10008,,rdau:P60656,,rdaa:P50995,rdaa:P50677,,,Published,,2,
36651,"is interviewer family of work of",rdaa:interviewerFamilyOfWorkOf.en,"Relates a family to a work that involves a responsibility by a family for acting as an interviewer, reporter, pollster, or some other kind of family who gathers information.",,,,,,,,,,,"interviewer family of work of","A work that involves a responsibility of a family for acting as an interviewer, reporter, pollster, or some other kind of family who gathers information.",rdaa:P50980,property,interviewerFamilyOfWorkOf,rdac:C10008,,rdau:P60659,,rdaa:P50995,rdaa:P50678,,,Published,,2,
36653,"is aggregator family of",rdaa:aggregatorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for aggregation by selecting and arranging expressions of other works.",,,,,,,,,,,"aggregator family of","A work that involves a responsibility of a family for aggregation by selecting and arranging expressions of other works.",rdaa:P50981,property,aggregatorFamilyOf,rdac:C10008,,rdau:P61090,,rdaa:P50995,rdaa:P50679,,,Published,,2,
36656,"is architect family of",rdaa:architectFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",,,,,,,,,,,"architect family of","A work that involves a responsibility of a family for an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",rdaa:P50982,property,architectFamilyOf,rdac:C10008,,rdau:P60664,,rdaa:P50995,rdaa:P50680,,,Published,,2,
36657,"is filmmaker family of",rdaa:filmmakerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for an independent or personal film.","A filmmaker is individually responsible for the conception and execution of all aspects of the film.",,,,,,,,,,"filmmaker family of","A work that involves a responsibility of a family for an independent or personal film.",rdaa:P50983,property,filmmakerFamilyOf,rdac:C10008,,rdau:P60665,,rdaa:P50995,rdaa:P50681,,,Published,,2,
36658,"is landscape architect family of",rdaa:landscapeArchitectFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for architectural aspects of landscaping.",,,,,,,,,,,"landscape architect family of","A work that involves a responsibility of a family for architectural aspects of landscaping.",rdaa:P50984,property,landscapeArchitectFamilyOf,rdac:C10008,,rdau:P60704,,rdaa:P50982,rdaa:P50682,,,Published,,2,
36659,"is screenwriter family of",rdaa:screenwriterFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for authoring a screenplay, script, or scene.",,,,,,,,,,,"screenwriter family of","A work that involves a responsibility of a family for authoring a screenplay, script, or scene.",rdaa:P50985,property,screenwriterFamilyOf,rdac:C10008,,rdau:P60706,,rdaa:P50994,rdaa:P50683,,,Published,,2,
36660,"is lyricist family of",rdaa:lyricistFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for authoring the words of a popular song, including a song from a musical.","Authoring of only the dialogue from a musical is excluded.",,,,,,,,,,"lyricist family of","A work that involves a responsibility of a family for authoring the words of a popular song, including a song from a musical.",rdaa:P50986,property,lyricistFamilyOf,rdac:C10008,,rdau:P60707,,rdaa:P50994,rdaa:P50684,,,Published,,2,
36661,"is librettist family of",rdaa:librettistFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for authoring the words of an opera or other musical stage work, or an oratorio.",,,,,,,,,,,"librettist family of","A work that involves a responsibility of a family for authoring the words of an opera or other musical stage work, or an oratorio.",rdaa:P50987,property,librettistFamilyOf,rdac:C10008,,rdau:P60708,,rdaa:P50994,rdaa:P50685,,,Published,,2,
36662,"is dedicatee family of work of",rdaa:dedicateeFamilyOfWorkOf.en,"Relates a family to a work that involves a responsibility of a family for being commemorated.",,,,,,,,,,,"dedicatee family of work of","A work that involves a responsibility of a family for being commemorated.",rdaa:P50988,property,dedicateeFamilyOfWorkOf,rdac:C10008,,rdau:P60689,,rdaa:P50320,rdaa:P50686,,,Published,,2,
36663,"is calligrapher family of",rdaa:calligrapherFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same family is also responsible for the inscribed text.",,,,,,,,,,,"calligrapher family of","A work that involves a responsibility of a family for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same family is also responsible for the inscribed text.",rdaa:P50989,property,calligrapherFamilyOf,rdac:C10008,,rdau:P60758,,rdaa:P50993,rdaa:P50687,,,Published,,2,
36664,"is director family of photography of",rdaa:directorFamilyOfPhotographyOf.en,"Relates a family to a work that involves a responsibility of a family for capturing images, either electronically or on film or video stock, and often selecting and arranging the lighting.","A director of photography for a movie is also called a chief cinematographer.",,,,,,,,,,"director family of photography of","A work that involves a responsibility of a family for capturing images, either electronically or on film or video stock, and often selecting and arranging the lighting.",rdaa:P50990,property,directorFamilyOfPhotographyOf,rdac:C10008,,rdau:P60678,,rdaa:P50320,rdaa:P50688,,,Published,,2,
36665,"is commissioning body family of",rdaa:commissioningBodyFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for commissioning a work.",,,,,,,,,,,"commissioning body family of","A work that involves a responsibility of a family for commissioning a work.",rdaa:P50991,property,commissioningBodyFamilyOf,rdac:C10008,,rdau:P60827,,rdaa:P50320,rdaa:P50689,,,Published,,2,
36666,"is programmer family of",rdaa:programmerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for computer programming.",,,,,,,,,,,"programmer family of","A work that involves a responsibility of a family for computer programming.",rdaa:P50992,property,programmerFamilyOf,rdac:C10008,,rdau:P60652,,rdaa:P50995,rdaa:P50690,,,Published,,2,
36667,"is artist family of",rdaa:artistFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for conceiving, and often implementing, an original graphic design, drawing, painting, etc.",,,,,,,,,,,"artist family of","A work that involves a responsibility of a family for conceiving, and often implementing, an original graphic design, drawing, painting, etc.",rdaa:P50993,property,artistFamilyOf,rdac:C10008,,rdau:P60660,,rdaa:P50995,rdaa:P50691,,,Published,,2,
36668,"is author family of",rdaa:authorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for creating a textual work.",,,,,,,,,,,"author family of","A work that involves a responsibility of a family for creating a textual work.",rdaa:P50994,property,authorFamilyOf,rdac:C10008,,rdau:P60663,,rdaa:P50995,rdaa:P50692,,,Published,,2,
36669,"is creator family of work of",rdaa:creatorFamilyOfWorkOf.en,"Relates a family to a work that involves a responsibility of a family for creation.",,,,,,,,,,,"creator family of work of","A work that involves a responsibility of a family for creation.",rdaa:P50995,property,creatorFamilyOfWorkOf,rdac:C10008,,rdau:P60672,,rdaa:P50320,rdaa:P50693,,,Published,,2,
36670,"is designer family of",rdaa:designerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for design of an object.",,,,,,,,,,,"designer family of","A work that involves a responsibility of a family for design of an object.",rdaa:P50996,property,designerFamilyOf,rdac:C10008,,rdau:P60653,,rdaa:P50995,rdaa:P50694,,,Published,,2,
36671,"is book artist family of",rdaa:bookArtistFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for exploiting the book form or altering its physical structure",,,,,,,,,,,"book artist family of","A work that involves a responsibility of a family for exploiting the book form or altering its physical structure",rdaa:P50997,property,bookArtistFamilyOf,rdac:C10008,,rdau:P60759,,rdaa:P50993,rdaa:P50695,,,Published,,2,
36672,"is founder family of work of",rdaa:founderFamilyOfWorkOf.en,"Relates a family to a work that involves a responsibility of a family for initiating a diachronic work.",,,,,,,,,,,"founder family of work of","A work that involves a responsibility of a family for initiating a diachronic work.",rdaa:P50998,property,founderFamilyOfWorkOf,rdac:C10008,,rdau:P60872,,rdaa:P50320,rdaa:P50696,,,Published,,2,
36673,"is issuing body family of",rdaa:issuingBodyFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for issuing a work, such as an official organ of the body.",,,,,,,,,,,"issuing body family of","A work that involves a responsibility of a family for issuing a work, such as an official organ of the body.",rdaa:P50999,property,issuingBodyFamilyOf,rdac:C10008,,rdau:P60703,,rdaa:P50320,rdaa:P50697,,,Published,,2,
36674,"is audio producer family of",rdaa:audioProducerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for managing most of the business aspects of an audio recording.",,,,,,,,,,,"audio producer family of","A work that involves a responsibility of a family for managing most of the business aspects of an audio recording.",rdaa:P51000,property,audioProducerFamilyOf,rdac:C10008,,rdau:P60883,,rdaa:P51003,rdaa:P50698,,,Published,,2,
36675,"is remix artist family of",rdaa:remixArtistFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,,,,,,"remix artist family of","A work that involves a responsibility of a family for manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaa:P51001,property,remixArtistFamilyOf,rdac:C10008,,rdau:P60881,,rdaa:P50995,rdaa:P50699,,,Published,,2,
36676,"is casting director family of",rdaa:castingDirectorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for most aspects of assigning roles and duties to performers.",,,,,,,,,,,"casting director family of","A work that involves a responsibility of a family for most aspects of assigning roles and duties to performers.",rdaa:P51002,property,castingDirectorFamilyOf,rdac:C10008,,rdau:P60882,,rdaa:P50995,rdaa:P50700,,,Published,,2,
36677,"is producer family of",rdaa:producerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","A producer is generally responsible for fundraising, managing the production, hiring key personnel, arranging for distributors, etc.",,,,,,,,,,"producer family of","A work that involves a responsibility of a family for most of the business aspects of a production for screen, sound recording, television, webcast, etc.",rdaa:P51003,property,producerFamilyOf,rdac:C10008,,rdau:P60668,,rdaa:P50995,rdaa:P50701,,,Published,,2,
36678,"is film producer family of",rdaa:filmProducerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for most of the business aspects of the production of a film.",,,,,,,,,,,"film producer family of","A work that involves a responsibility of a family for most of the business aspects of the production of a film.",rdaa:P51004,property,filmProducerFamilyOf,rdac:C10008,,rdau:P60033,,rdaa:P51003,rdaa:P50702,,,Published,,2,
36679,"is radio producer family of",rdaa:radioProducerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for most of the business aspects of the production of a radio program.",,,,,,,,,,,"radio producer family of","A work that involves a responsibility of a family for most of the business aspects of the production of a radio program.",rdaa:P51005,property,radioProducerFamilyOf,rdac:C10008,,rdau:P60034,,rdaa:P51003,rdaa:P50703,,,Published,,2,
36680,"is television producer family of",rdaa:televisionProducerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for most of the business aspects of the production of a television program.",,,,,,,,,,,"television producer family of","A work that involves a responsibility of a family for most of the business aspects of the production of a television program.",rdaa:P51006,property,televisionProducerFamilyOf,rdac:C10008,,rdau:P60035,,rdaa:P51003,rdaa:P50704,,,Published,,2,
36681,"is organizer family of",rdaa:organizerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for organizing a conference, exhibition, or other event that gives rise to a work.",,,,,,,,,,,"organizer family of","A work that involves a responsibility of a family for organizing a conference, exhibition, or other event that gives rise to a work.",rdaa:P51007,property,organizerFamilyOf,rdac:C10008,,rdau:P60850,,rdaa:P50320,rdaa:P50705,,,Published,,2,
36682,"is photographer family of work of",rdaa:photographerFamilyOfWorkOf.en,"Relates a family to a work that involves a responsibility of a family for photography.",,,,,,,,,,,"photographer family of work of","A work that involves a responsibility of a family for photography.",rdaa:P51008,property,photographerFamilyOfWorkOf,rdac:C10008,,rdau:P60658,,rdaa:P50995,rdaa:P50706,,,Published,,2,
36683,"is consultant family of",rdaa:consultantFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for providing consultation services, and often making recommendations, to a creator of a work.",,,,,,,,,,,"consultant family of","A work that involves a responsibility of a family for providing consultation services, and often making recommendations, to a creator of a work.",rdaa:P51009,property,consultantFamilyOf,rdac:C10008,,rdau:P60701,,rdaa:P50320,rdaa:P50707,,,Published,,2,
36684,"is rapporteur family of",rdaa:rapporteurFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for reporting on the proceedings of meetings of an organization.",,,,,,,,,,,"rapporteur family of","A work that involves a responsibility of a family for reporting on the proceedings of meetings of an organization.",rdaa:P51010,property,rapporteurFamilyOf,rdac:C10008,,rdau:P60757,,rdaa:P50994,rdaa:P50708,,,Published,,2,
36685,"is researcher family of",rdaa:researcherFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for research in support of a work.",,,,,,,,,,,"researcher family of","A work that involves a responsibility of a family for research in support of a work.",rdaa:P51011,property,researcherFamilyOf,rdac:C10008,,rdau:P60837,,rdaa:P50320,rdaa:P50709,,,Published,,2,
36686,"is interviewee family of work of",rdaa:intervieweeFamilyOfWorkOf.en,"Relates a family to a work that involves a responsibility of a family for responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,,,,,,,,,,"interviewee family of work of","A work that involves a responsibility of a family for responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaa:P51012,property,intervieweeFamilyOfWorkOf,rdac:C10008,,rdau:P60661,,rdaa:P50995,rdaa:P50710,,,Published,,2,
36687,"is compiler family of",rdaa:compilerFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for selecting, arranging, aggregating, and editing data and information for a work such as a bibliography or a directory.","Revising or clarifying the content of an expression of a work and selecting and putting together expressions of works or parts of works are excluded.",,,,,,,,,,"compiler family of","A work that involves a responsibility of a family for selecting, arranging, aggregating, and editing data and information for a work such as a bibliography or a directory.",rdaa:P51013,property,compilerFamilyOf,rdac:C10008,,rdau:P60657,,rdaa:P50995,rdaa:P50711,,,Published,,2,
36688,"is director family of",rdaa:directorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for the general management and supervision of a filmed performance, a radio or television program, etc.",,,,,,,,,,,"director family of","A work that involves a responsibility of a family for the general management and supervision of a filmed performance, a radio or television program, etc.",rdaa:P51014,property,directorFamilyOf,rdac:C10008,,rdau:P60673,,rdaa:P50320,rdaa:P50712,,,Published,,2,
36689,"is film director family of",rdaa:filmDirectorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for the general management and supervision of a filmed performance.",,,,,,,,,,,"film director family of","A work that involves a responsibility of a family for the general management and supervision of a filmed performance.",rdaa:P51015,property,filmDirectorFamilyOf,rdac:C10008,,rdau:P60009,,rdaa:P51014,rdaa:P50713,,,Published,,2,
36690,"is radio director family of",rdaa:radioDirectorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for the general management and supervision of a radio program.",,,,,,,,,,,"radio director family of","A work that involves a responsibility of a family for the general management and supervision of a radio program.",rdaa:P51016,property,radioDirectorFamilyOf,rdac:C10008,,rdau:P60010,,rdaa:P51014,rdaa:P50714,,,Published,,2,
36691,"is television director family of",rdaa:televisionDirectorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for the general management and supervision of a television program.",,,,,,,,,,,"television director family of","A work that involves a responsibility of a family for the general management and supervision of a television program.",rdaa:P51017,property,televisionDirectorFamilyOf,rdac:C10008,,rdau:P60011,,rdaa:P51014,rdaa:P50715,,,Published,,2,
36692,"is sculptor family of",rdaa:sculptorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for three-dimensional modeling, carving, or similar technique.",,,,,,,,,,,"sculptor family of","A work that involves a responsibility of a family for three-dimensional modeling, carving, or similar technique.",rdaa:P51018,property,sculptorFamilyOf,rdac:C10008,,rdau:P60705,,rdaa:P50993,rdaa:P50716,,,Published,,2,
36693,"is dedicator family of",rdaa:dedicatorFamilyOf.en,"Relates a family to a work that is assigned as an acknowledgement of the inspiration or support of a related family.",,,,,,,,,,,"dedicator family of","A work that is assigned as an acknowledgement of the inspiration or support of a related family.",rdaa:P51019,property,dedicatorFamilyOf,rdac:C10008,,rdau:P60603,,rdaa:P50320,rdaa:P50717,,,Published,,2,
36694,"is honouree family of work of",rdaa:honoureeFamilyOfWorkOf.en,"Relates a family to a work that marks the esteem of and respect for a family.",,"honoree family of work of",,,,,,,,,"honouree family of work of","A work that marks the esteem of and respect for a family.",rdaa:P51020,property,honoureeFamilyOfWorkOf,rdac:C10008,,rdau:P60634,,rdaa:P50320,rdaa:P50718,,,Published,,2,
36695,"is actor family of",rdaa:actorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of acting as a cast member or player in a musical or dramatic presentation.",,,,,,,,,,,"actor family of","An expression that includes a contribution by a family of acting as a cast member or player in a musical or dramatic presentation.",rdaa:P51021,property,actorFamilyOf,rdac:C10008,,rdau:P60017,,rdaa:P51056,rdaa:P50719,,,Published,,2,
36696,"is editor family of text of",rdaa:editorFamilyOfTextOf.en,"Relates a family to an expression that includes a contribution by a family of amending text created by other families in order to meet publication standards such as consistency, clarity, and style.",,,,,,,,,,,"editor family of text of","An expression that includes a contribution by a family of amending text created by other families in order to meet publication standards such as consistency, clarity, and style.",rdaa:P51022,property,editorFamilyOfTextOf,rdac:C10008,,rdau:P61080,,rdaa:P51077,rdaa:P50720,,,Published,,2,
36697,"is onscreen presenter family of",rdaa:onscreenPresenterFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of appearing on screen to provide contextual or background information.","An on-screen presenter may appear in nonfiction moving image materials or in introductions to fiction moving image materials.",,,,,,,,,,"onscreen presenter family of","An expression that includes a contribution by a family of appearing on screen to provide contextual or background information.",rdaa:P51023,property,onscreenPresenterFamilyOf,rdac:C10008,,rdau:P60018,,rdaa:P51056,rdaa:P50721,,,Published,,2,
36698,"is colourist family of",rdaa:colouristFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of applying colour to drawings, prints, photographs, maps, moving images, and other visual content.",,,,,,,,,,,"colourist family of","An expression that includes a contribution by a family of applying colour to drawings, prints, photographs, maps, moving images, and other visual content.",rdaa:P51024,property,colouristFamilyOf,rdac:C10008,,rdau:P60839,,rdaa:P51077,rdaa:P50722,,,Published,,2,
36699,"is makeup artist family of",rdaa:makeupArtistFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of applying makeup and prosthetics for a moving image production or for a musical or dramatic presentation or entertainment.",,,,,,,,,,,"makeup artist family of","An expression that includes a contribution by a family of applying makeup and prosthetics for a moving image production or for a musical or dramatic presentation or entertainment.",rdaa:P51025,property,makeupArtistFamilyOf,rdac:C10008,,rdau:P60841,,rdaa:P51076,rdaa:P50723,,,Published,,2,
36700,"is editor family of moving image work of",rdaa:editorFamilyOfMovingImageWorkOf.en,"Relates a family to an expression that includes a contribution by a family of assembling, arranging, and trimming film, video, or other moving image formats, including both visual and audio aspects.",,,,,,,,,,,"editor family of moving image work of","An expression that includes a contribution by a family of assembling, arranging, and trimming film, video, or other moving image formats, including both visual and audio aspects.",rdaa:P51026,property,editorFamilyOfMovingImageWorkOf,rdac:C10008,,rdau:P60651,,rdaa:P51076,rdaa:P50724,,,Published,,2,
36701,"is interviewee family of expression of",rdaa:intervieweeFamilyOfExpressionOf.en,"Relates a family to an expression that includes a contribution by a family of being interviewed, usually by a reporter or some other kind of agent who gathers information.",,,,,,,,,,,"interviewee family of expression of","An expression that includes a contribution by a family of being interviewed, usually by a reporter or some other kind of agent who gathers information.",rdaa:P51027,property,intervieweeFamilyOfExpressionOf,rdac:C10008,,rdau:P60661,,rdaa:P51076,rdaa:P50725,,,Published,,2,
36702,"is instrumental conductor family of",rdaa:instrumentalConductorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of conducting and leading an instrumental performing group in a musical or dramatic presentation",,,,,,,,,,,"instrumental conductor family of","An expression that includes a contribution by a family of conducting and leading an instrumental performing group in a musical or dramatic presentation",rdaa:P51028,property,instrumentalConductorFamilyOf,rdac:C10008,,rdau:P60845,,rdaa:P51045,rdaa:P50726,,,Published,,2,
36703,"is musical director family of",rdaa:musicalDirectorFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of coordinating the activities of composers, sound editors, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment.",,,,,,,,,,,"musical director family of","An expression that includes a contribution by a family of coordinating the activities of composers, sound editors, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment.",rdaa:P51029,property,musicalDirectorFamilyOf,rdac:C10008,,rdau:P60611,,rdaa:P51076,rdaa:P50727,,,Published,,2,
36704,"is dancer family of",rdaa:dancerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of dancing in a musical or dramatic presentation.",,,,,,,,,,,"dancer family of","An expression that includes a contribution by a family of dancing in a musical or dramatic presentation.",rdaa:P51030,property,dancerFamilyOf,rdac:C10008,,rdau:P60019,,rdaa:P51056,rdaa:P50728,,,Published,,2,
36705,"is sound designer family of",rdaa:soundDesignerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of designing and creating audio or sound components",,,,,,,,,,,"sound designer family of","An expression that includes a contribution by a family of designing and creating audio or sound components",rdaa:P51031,property,soundDesignerFamilyOf,rdac:C10008,,rdau:P60812,,rdaa:P51076,rdaa:P50729,,,Published,,2,
36706,"is lighting designer family of",rdaa:lightingDesignerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of designing and creating lighting components.",,,,,,,,,,,"lighting designer family of","An expression that includes a contribution by a family of designing and creating lighting components.",rdaa:P51032,property,lightingDesignerFamilyOf,rdac:C10008,,rdau:P60814,,rdaa:P51076,rdaa:P50730,,,Published,,2,
36707,"is special effects provider family of",rdaa:specialEffectsProviderFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",,,,,,,,,,,"special effects provider family of","An expression that includes a contribution by a family of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",rdaa:P51033,property,specialEffectsProviderFamilyOf,rdac:C10008,,rdau:P60755,,rdaa:P51076,rdaa:P50731,,,Published,,2,
36708,"is visual effects provider family of",rdaa:visualEffectsProviderFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of designing and creating post-production visual effects.",,,,,,,,,,,"visual effects provider family of","An expression that includes a contribution by a family of designing and creating post-production visual effects.",rdaa:P51034,property,visualEffectsProviderFamilyOf,rdac:C10008,,rdau:P60754,,rdaa:P51076,rdaa:P50732,,,Published,,2,
36709,"is costume designer family of",rdaa:costumeDesignerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of designing costumes for a moving image production or for a musical or dramatic presentation or entertainment.",,,,,,,,,,,"costume designer family of","An expression that includes a contribution by a family of designing costumes for a moving image production or for a musical or dramatic presentation or entertainment.",rdaa:P51035,property,costumeDesignerFamilyOf,rdac:C10008,,rdau:P60612,,rdaa:P51076,rdaa:P50733,,,Published,,2,
