*label_en,lexicalAlias_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],*status
has interviewee family of work,rdawd:intervieweeFamilyOfWork.en,rdawd:P10588,property,rdac:C10001,rdaw:P10588,rdawd:P10578,rdawd:P10494,Published
has aggregator family,rdawd:aggregatorFamily.en,rdawd:P10589,property,rdac:C10001,rdaw:P10589,rdawd:P10578,rdawd:P10495,Published
has remix artist family,rdawd:remixArtistFamily.en,rdawd:P10590,property,rdac:C10001,rdaw:P10590,rdawd:P10578,rdawd:P10496,Published
has filmmaker family,rdawd:filmmakerFamily.en,rdawd:P10591,property,rdac:C10001,rdaw:P10591,rdawd:P10578,rdawd:P10497,Published
has artist family,rdawd:artistFamily.en,rdawd:P10592,property,rdac:C10001,rdaw:P10592,rdawd:P10578,rdawd:P10498,Published
has founder family of work,rdawd:founderFamilyOfWork.en,rdawd:P10593,property,rdac:C10001,rdaw:P10593,rdawd:P10578,rdawd:P10499,Published
has casting director family,rdawd:castingDirectorFamily.en,rdawd:P10594,property,rdac:C10001,rdaw:P10594,rdawd:P10578,rdawd:P10500,Published
has producer family,rdawd:producerFamily.en,rdawd:P10595,property,rdac:C10001,rdaw:P10595,rdawd:P10578,rdawd:P10501,Published
has director family,rdawd:directorFamily.en,rdawd:P10596,property,rdac:C10001,rdaw:P10596,rdawd:P10578,rdawd:P10502,Published
has issuing body family,rdawd:issuingBodyFamily.en,rdawd:P10597,property,rdac:C10001,rdaw:P10597,rdawd:P10313,rdawd:P10503,Published
has organizer family,rdawd:organizerFamily.en,rdawd:P10598,property,rdac:C10001,rdaw:P10598,rdawd:P10578,rdawd:P10504,Published
has consultant family,rdawd:consultantFamily.en,rdawd:P10599,property,rdac:C10001,rdaw:P10599,rdawd:P10578,rdawd:P10505,Published
is description of nomen,rdawd:descriptionOfNomen.en,rdawd:P10600,property,rdac:C10001,rdaw:P10600,rdawd:P10323,rdawd:P10360,Published
is description of place,rdawd:descriptionOfPlace.en,rdawd:P10601,property,rdac:C10001,rdaw:P10601,rdawd:P10321,rdawd:P10360,Published
is description of timespan,rdawd:descriptionOfTimespan.en,rdawd:P10602,property,rdac:C10001,rdaw:P10602,rdawd:P10322,rdawd:P10360,Published
has medium of performance of choreographic content of representative expression,rdaw:mediumOfPerformanceOfChoreographicContentOfRepresentativeExpression.en,rdawd:P10603,property,rdac:C10001,rdaw:P10603,,,Published
has sponsoring collective agent of work,rdawd:sponsoringCollectiveAgentOfWork.en,rdawd:P10604,property,rdac:C10001,rdaw:P10604,rdawd:P10315,rdawd:P10067,Published
has sponsoring corporate body of work,rdawd:sponsoringCorporateBodyOfWork.en,rdawd:P10605,property,rdac:C10001,rdaw:P10605,rdawd:P10314,rdawd:P10604,Published
has sponsoring family of work,rdawd:sponsoringFamilyOfWork.en,rdawd:P10606,property,rdac:C10001,rdaw:P10606,rdawd:P10313,rdawd:P10604,Published
has sponsoring person of work,rdawd:sponsoringPersonOfWork.en,rdawd:P10607,property,rdac:C10001,rdaw:P10607,rdawd:P10312,rdawd:P10067,Published
