*label_en,lexicalAlias_en,*uri,*type,domain,range,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],inverseOf,*status,owl:propertyChainAxiom
has related person of person,rdaao:relatedPersonOfPerson.en,rdaao:P50316,property,rdac:C10004,rdac:C10004,rdaa:P50316,rdaao:P50315,rdaao:P50220,rdaao:P50316,Published,
has related family of person,rdaao:relatedFamilyOfPerson.en,rdaao:P50317,property,rdac:C10004,rdac:C10008,rdaa:P50317,rdaao:P50345,rdaao:P50219,rdaao:P50325,Published,
has related corporate body of person,rdaao:relatedCorporateBodyOfPerson.en,rdaao:P50318,property,rdac:C10004,rdac:C10005,rdaa:P50318,rdaao:P50345,rdaao:P50218,rdaao:P50334,Published,
has related RDA entity of family,rdaao:relatedRDAEntityOfFamily.en,rdaao:P50319,property,rdac:C10008,rdac:C10013,rdaa:P50319,rdaao:P50360,,rdaxo:P00008,Published,
has related work of family,rdaao:relatedWorkOfFamily.en,rdaao:P50320,property,rdac:C10008,rdac:C10001,rdaa:P50320,rdaao:P50319,rdaao:P50357,rdawo:P10313,Published,
has related expression of family,rdaao:relatedExpressionOfFamily.en,rdaao:P50321,property,rdac:C10008,rdac:C10006,rdaa:P50321,rdaao:P50319,rdaao:P50361,rdaeo:P20303,Published,
has related manifestation of family,rdaao:relatedManifestationOfFamily.en,rdaao:P50322,property,rdac:C10008,rdac:C10007,rdaa:P50322,rdaao:P50319,rdaao:P50364,rdamo:P30269,Published,
has related item of family,rdaao:relatedItemOfFamily.en,rdaao:P50323,property,rdac:C10008,rdac:C10003,rdaa:P50323,rdaao:P50319,rdaao:P50363,rdaio:P40074,Published,
has related agent of family,rdaao:relatedAgentOfFamily.en,rdaao:P50324,property,rdac:C10008,rdac:C10002,rdaa:P50324,rdaao:P50319,rdaao:P50358,rdaao:P50219,Published,
has related person of family,rdaao:relatedPersonOfFamily.en,rdaao:P50325,property,rdac:C10008,rdac:C10004,rdaa:P50325,rdaao:P50324,rdaao:P50365,rdaao:P50317,Published,
has related family of family,rdaao:relatedFamilyOfFamily.en,rdaao:P50326,property,rdac:C10008,rdac:C10008,rdaa:P50326,rdaao:P50353,rdaao:P50362,rdaao:P50326,Published,
has related corporate body of family,rdaao:relatedCorporateBodyOfFamily.en,rdaao:P50327,property,rdac:C10008,rdac:C10005,rdaa:P50327,rdaao:P50353,rdaao:P50359,rdaao:P50335,Published,
has related RDA entity of corporate body,rdaao:relatedRDAEntityOfCorporateBody.en,rdaao:P50328,property,rdac:C10005,rdac:C10013,rdaa:P50328,rdaao:P50360,,rdaxo:P00009,Published,
has related work of corporate body,rdaao:relatedWorkOfCorporateBody.en,rdaao:P50329,property,rdac:C10005,rdac:C10001,rdaa:P50329,rdaao:P50328,rdaao:P50357,rdawo:P10314,Published,
has related expression of corporate body,rdaao:relatedExpressionOfCorporateBody.en,rdaao:P50330,property,rdac:C10005,rdac:C10006,rdaa:P50330,rdaao:P50328,rdaao:P50361,rdaeo:P20304,Published,
has related manifestation of corporate body,rdaao:relatedManifestationOfCorporateBody.en,rdaao:P50331,property,rdac:C10005,rdac:C10007,rdaa:P50331,rdaao:P50328,rdaao:P50364,rdamo:P30270,Published,
has related item of corporate body,rdaao:relatedItemOfCorporateBody.en,rdaao:P50332,property,rdac:C10005,rdac:C10003,rdaa:P50332,rdaao:P50328,rdaao:P50363,rdaio:P40075,Published,
has related agent of corporate body,rdaao:relatedAgentOfCorporateBody.en,rdaao:P50333,property,rdac:C10005,rdac:C10002,rdaa:P50333,rdaao:P50328,rdaao:P50358,rdaao:P50218,Published,
has related person of corporate body,rdaao:relatedPersonOfCorporateBody.en,rdaao:P50334,property,rdac:C10005,rdac:C10004,rdaa:P50334,rdaao:P50333,rdaao:P50365,rdaao:P50318,Published,
has related family of corporate body,rdaao:relatedFamilyOfCorporateBody.en,rdaao:P50335,property,rdac:C10005,rdac:C10008,rdaa:P50335,rdaao:P50349,rdaao:P50362,rdaao:P50327,Published,
has related corporate body of corporate body,rdaao:relatedCorporateBodyOfCorporateBody.en,rdaao:P50336,property,rdac:C10005,rdac:C10005,rdaa:P50336,rdaao:P50349,rdaao:P50359,rdaao:P50336,Published,
has related collective agent of agent,rdaao:relatedCollectiveAgentOfAgent.en,rdaao:P50337,property,rdac:C10002,rdac:C10011,rdaa:P50337,rdaao:P50309,rdaxo:P00012,rdaao:P50358,Published,
has related place of agent,rdaao:relatedPlaceOfAgent.en,rdaao:P50338,property,rdac:C10002,rdac:C10009,rdaa:P50338,rdaao:P50304,rdaxo:P00010,rdapo:P70008,Published,
has related timespan of agent,rdaao:relatedTimespanOfAgent.en,rdaao:P50339,property,rdac:C10002,rdac:C10010,rdaa:P50339,rdaao:P50304,rdaxo:P00011,rdato:P70005,Published,
has related nomen of agent,rdaao:relatedNomenOfAgent.en,rdaao:P50340,property,rdac:C10002,rdac:C10012,rdaa:P50340,rdaao:P50304,rdaxo:P00013,rdano:P80005,Published,
has related collective agent of collective agent,rdaao:relatedCollectiveAgentOfCollectiveAgent.en,rdaao:P50341,property,rdac:C10011,rdac:C10011,rdaa:P50341,rdaao:P50358,rdaao:P50337,rdaao:P50341,Published,
has related place of collective agent,rdaao:relatedPlaceOfCollectiveAgent.en,rdaao:P50342,property,rdac:C10011,rdac:C10009,rdaa:P50342,rdaao:P50360,rdaao:P50338,rdapo:P70009,Published,
has related timespan of collective agent,rdaao:relatedTimespanOfCollectiveAgent.en,rdaao:P50343,property,rdac:C10011,rdac:C10010,rdaa:P50343,rdaao:P50360,rdaao:P50339,rdato:P70006,Published,
has related nomen of collective agent,rdaao:relatedNomenOfCollectiveAgent.en,rdaao:P50344,property,rdac:C10011,rdac:C10012,rdaa:P50344,rdaao:P50360,rdaao:P50340,rdano:P80006,Published,
has related collective agent of person,rdaao:relatedCollectiveAgentOfPerson.en,rdaao:P50345,property,rdac:C10004,rdac:C10011,rdaa:P50345,rdaao:P50315,rdaao:P50337,rdaao:P50365,Published,
has related place of person,rdaao:relatedPlaceOfPerson.en,rdaao:P50346,property,rdac:C10004,rdac:C10009,rdaa:P50346,rdaao:P50310,rdaao:P50338,rdapo:P70014,Published,
has related timespan of person,rdaao:relatedTimespanOfPerson.en,rdaao:P50347,property,rdac:C10004,rdac:C10010,rdaa:P50347,rdaao:P50310,rdaao:P50339,rdato:P70011,Published,
has related nomen of person,rdaao:relatedNomenOfPerson.en,rdaao:P50348,property,rdac:C10004,rdac:C10012,rdaa:P50348,rdaao:P50310,rdaao:P50340,rdano:P80011,Published,
has related collective agent of corporate body,rdaao:relatedCollectiveAgentOfCorporateBody.en,rdaao:P50349,property,rdac:C10005,rdac:C10011,rdaa:P50349,rdaao:P50333,rdaao:P50341,rdaao:P50359,Published,
has related place of corporate body,rdaao:relatedPlaceOfCorporateBody.en,rdaao:P50350,property,rdac:C10005,rdac:C10009,rdaa:P50350,rdaao:P50328,rdaao:P50342,rdapo:P70016,Published,
has related timespan of corporate body,rdaao:relatedTimespanOfCorporateBody.en,rdaao:P50351,property,rdac:C10005,rdac:C10010,rdaa:P50351,rdaao:P50328,rdaao:P50343,rdato:P70013,Published,
has related nomen of corporate body,rdaao:relatedNomenOfCorporateBody.en,rdaao:P50352,property,rdac:C10005,rdac:C10012,rdaa:P50352,rdaao:P50328,rdaao:P50344,rdano:P80013,Published,
has related collective agent of family,rdaao:relatedCollectiveAgentOfFamily.en,rdaao:P50353,property,rdac:C10008,rdac:C10011,rdaa:P50353,rdaao:P50324,rdaao:P50341,rdaao:P50362,Published,
has related place of family,rdaao:relatedPlaceOfFamily.en,rdaao:P50354,property,rdac:C10008,rdac:C10009,rdaa:P50354,rdaao:P50319,rdaao:P50342,rdapo:P70015,Published,
has related timespan of family,rdaao:relatedTimespanOfFamily.en,rdaao:P50355,property,rdac:C10008,rdac:C10010,rdaa:P50355,rdaao:P50319,rdaao:P50343,rdato:P70012,Published,
has related nomen of family,rdaao:relatedNomenOfFamily.en,rdaao:P50356,property,rdac:C10008,rdac:C10012,rdaa:P50356,rdaao:P50319,rdaao:P50344,rdano:P80012,Published,
has related work of collective agent,rdaao:relatedWorkOfCollectiveAgent.en,rdaao:P50357,property,rdac:C10011,rdac:C10001,rdaa:P50357,rdaao:P50360,rdaao:P50305,rdawo:P10315,Published,
has related agent of collective agent,rdaao:relatedAgentOfCollectiveAgent.en,rdaao:P50358,property,rdac:C10011,rdac:C10002,rdaa:P50358,rdaao:P50360,rdaao:P50309,rdaao:P50337,Published,
has related corporate body of collective agent,rdaao:relatedCorporateBodyOfCollectiveAgent.en,rdaao:P50359,property,rdac:C10011,rdac:C10005,rdaa:P50359,rdaao:P50341,rdaao:P50218,rdaao:P50349,Published,
has related RDA entity of collective agent,rdaao:relatedRDAEntityOfCollectiveAgent.en,rdaao:P50360,property,rdac:C10011,rdac:C10013,rdaa:P50360,rdaao:P50304,,rdaxo:P00012,Published,
has related expression of collective agent,rdaao:relatedExpressionOfCollectiveAgent.en,rdaao:P50361,property,rdac:C10011,rdac:C10006,rdaa:P50361,rdaao:P50360,rdaao:P50306,rdaeo:P20305,Published,
has related family of collective agent,rdaao:relatedFamilyOfCollectiveAgent.en,rdaao:P50362,property,rdac:C10011,rdac:C10008,rdaa:P50362,rdaao:P50341,rdaao:P50219,rdaao:P50353,Published,
has related item of collective agent,rdaao:relatedItemOfCollectiveAgent.en,rdaao:P50363,property,rdac:C10011,rdac:C10003,rdaa:P50363,rdaao:P50360,rdaao:P50308,rdaio:P40076,Published,
has related manifestation of collective agent,rdaao:relatedManifestationOfCollectiveAgent.en,rdaao:P50364,property,rdac:C10011,rdac:C10007,rdaa:P50364,rdaao:P50360,rdaao:P50307,rdamo:P30271,Published,
has related person of collective agent,rdaao:relatedPersonOfCollectiveAgent.en,rdaao:P50365,property,rdac:C10011,rdac:C10004,rdaa:P50365,rdaao:P50358,rdaao:P50220,rdaao:P50345,Published,
is subject agent of,rdaao:subjectAgentOf.en,rdaao:P50366,property,rdac:C10002,rdac:C10001,rdaa:P50366,rdaao:P50305,rdaxo:P00014,rdawo:P10319,Published,
is subject collective agent of,rdaao:subjectCollectiveAgentOf.en,rdaao:P50367,property,rdac:C10011,rdac:C10001,rdaa:P50367,rdaao:P50357,rdaao:P50366,rdawo:P10320,Published,
is person described by,rdaao:personDescribedBy.en,rdaao:P50368,property,rdac:C10004,rdac:C10001,rdaa:P50368,rdaao:P50249,rdaao:P50426,rdawo:P10325,Published,
is corporate body described by,rdaao:corporateBodyDescribedBy.en,rdaao:P50369,property,rdac:C10005,rdac:C10001,rdaa:P50369,rdaao:P50251,rdaao:P50427,rdawo:P10326,Published,
is family described by,rdaao:familyDescribedBy.en,rdaao:P50370,property,rdac:C10008,rdac:C10001,rdaa:P50370,rdaao:P50250,rdaao:P50427,rdawo:P10327,Published,
has sponsored corporate body of person,rdaao:sponsoredCorporateBodyOfPerson.en,rdaao:P50371,property,rdac:C10004,rdac:C10005,rdaa:P50371,rdaao:P50318,rdaao:P51098,rdaao:P50028,Published,
is descendant family of family of,rdaao:descendantFamilyOfFamilyOf.en,rdaao:P50372,property,rdac:C10008,rdac:C10008,rdaa:P50372,rdaao:P50443,,rdaao:P50053,Published,
has access point for agent,rdaao:accessPointForAgent.en,rdaao:P50373,property,rdac:C10002,rdac:C10012,rdaa:P50373,rdaao:P50378,rdaxo:P00016,rdano:P80018,Published,
has access point for collective agent,rdaao:accessPointForCollectiveAgent.en,rdaao:P50374,property,rdac:C10011,rdac:C10012,rdaa:P50374,rdaao:P50379,rdaao:P50373,rdano:P80019,Published,
has access point for corporate body,rdaao:accessPointForCorporateBody.en,rdaao:P50375,property,rdac:C10005,rdac:C10012,rdaa:P50375,rdaao:P50380,rdaao:P50374,rdano:P80020,Published,
has access point for family,rdaao:accessPointForFamily.en,rdaao:P50376,property,rdac:C10008,rdac:C10012,rdaa:P50376,rdaao:P50381,rdaao:P50374,rdano:P80021,Published,
has access point for person,rdaao:accessPointForPerson.en,rdaao:P50377,property,rdac:C10004,rdac:C10012,rdaa:P50377,rdaao:P50382,rdaao:P50373,rdano:P80022,Published,
has appellation of agent,rdaao:appellationOfAgent.en,rdaao:P50378,property,rdac:C10002,rdac:C10012,rdaa:P50378,rdaao:P50340,rdaxo:P00017,rdano:P80028,Published,
has appellation of collective agent,rdaao:appellationOfCollectiveAgent.en,rdaao:P50379,property,rdac:C10011,rdac:C10012,rdaa:P50379,rdaao:P50344,rdaao:P50378,rdano:P80029,Published,
has appellation of corporate body,rdaao:appellationOfCorporateBody.en,rdaao:P50380,property,rdac:C10005,rdac:C10012,rdaa:P50380,rdaao:P50352,rdaao:P50379,rdano:P80030,Published,
has appellation of family,rdaao:appellationOfFamily.en,rdaao:P50381,property,rdac:C10008,rdac:C10012,rdaa:P50381,rdaao:P50356,rdaao:P50379,rdano:P80031,Published,
has appellation of person,rdaao:appellationOfPerson.en,rdaao:P50382,property,rdac:C10004,rdac:C10012,rdaa:P50382,rdaao:P50348,rdaao:P50378,rdano:P80032,Published,
has identifier for agent,rdaao:identifierForAgent.en,rdaao:P50383,property,rdac:C10002,rdac:C10012,rdaa:P50383,rdaao:P50378,rdaxo:P00018,rdano:P80033,Published,
has identifier for collective agent,rdaao:identifierForCollectiveAgent.en,rdaao:P50384,property,rdac:C10011,rdac:C10012,rdaa:P50384,rdaao:P50379,rdaao:P50383,rdano:P80034,Published,
has name of agent,rdaao:nameOfAgent.en,rdaao:P50385,property,rdac:C10002,rdac:C10012,rdaa:P50385,rdaao:P50378,rdaxo:P00019,rdano:P80052,Published,
has name of collective agent,rdaao:nameOfCollectiveAgent.en,rdaao:P50386,property,rdac:C10011,rdac:C10012,rdaa:P50386,rdaao:P50379,rdaao:P50385,rdano:P80053,Published,
is assigner agent of,rdaao:assignerAgentOf.en,rdaao:P50396,property,rdac:C10002,rdac:C10012,rdaa:P50396,rdaao:P50340,,rdano:P80073,Published,
is assigner collective agent of,rdaao:assignerCollectiveAgentOf.en,rdaao:P50397,property,rdac:C10011,rdac:C10012,rdaa:P50397,rdaao:P50344,rdaao:P50396,rdano:P80074,Published,
is assigner corporate body of,rdaao:assignerCorporateBodyOf.en,rdaao:P50398,property,rdac:C10005,rdac:C10012,rdaa:P50398,rdaao:P50352,rdaao:P50397,rdano:P80075,Published,
is assigner family of,rdaao:assignerFamilyOf.en,rdaao:P50399,property,rdac:C10008,rdac:C10012,rdaa:P50399,rdaao:P50356,rdaao:P50397,rdano:P80076,Published,
is assigner person of,rdaao:assignerPersonOf.en,rdaao:P50400,property,rdac:C10004,rdac:C10012,rdaa:P50400,rdaao:P50348,rdaao:P50396,rdano:P80077,Published,
has authorized access point for agent,rdaao:authorizedAccessPointForAgent.en,rdaao:P50403,property,rdac:C10002,rdac:C10012,rdaa:P50403,rdaao:P50373,rdaxo:P00020,rdano:P80099,Published,
has variant access point for agent,rdaao:variantAccessPointForAgent.en,rdaao:P50404,property,rdac:C10002,rdac:C10012,rdaa:P50404,rdaao:P50373,rdaxo:P00022,rdano:P80100,Published,
has authorized access point for collective agent,rdaao:authorizedAccessPointForCollectiveAgent.en,rdaao:P50405,property,rdac:C10011,rdac:C10012,rdaa:P50405,rdaao:P50374,rdaao:P50403,rdano:P80101,Published,
has variant access point for collective agent,rdaao:variantAccessPointForCollectiveAgent.en,rdaao:P50406,property,rdac:C10011,rdac:C10012,rdaa:P50406,rdaao:P50374,rdaao:P50404,rdano:P80102,Published,
has authorized access point for corporate body,rdaao:authorizedAccessPointForCorporateBody.en,rdaao:P50407,property,rdac:C10005,rdac:C10012,rdaa:P50407,rdaao:P50375,rdaao:P50405,rdano:P80103,Published,
has variant access point for corporate body,rdaao:variantAccessPointForCorporateBody.en,rdaao:P50408,property,rdac:C10005,rdac:C10012,rdaa:P50408,rdaao:P50375,rdaao:P50406,rdano:P80104,Published,
has authorized access point for family,rdaao:authorizedAccessPointForFamily.en,rdaao:P50409,property,rdac:C10008,rdac:C10012,rdaa:P50409,rdaao:P50376,rdaao:P50405,rdano:P80105,Published,
has variant access point for family,rdaao:variantAccessPointForFamily.en,rdaao:P50410,property,rdac:C10008,rdac:C10012,rdaa:P50410,rdaao:P50376,rdaao:P50406,rdano:P80106,Published,
has authorized access point for person,rdaao:authorizedAccessPointForPerson.en,rdaao:P50411,property,rdac:C10004,rdac:C10012,rdaa:P50411,rdaao:P50377,rdaao:P50403,rdano:P80107,Published,
has variant access point for person,rdaao:variantAccessPointForPerson.en,rdaao:P50412,property,rdac:C10004,rdac:C10012,rdaa:P50412,rdaao:P50377,rdaao:P50404,rdano:P80108,Published,
has preferred name of agent,rdaao:preferredNameOfAgent.en,rdaao:P50413,property,rdac:C10002,rdac:C10012,rdaa:P50413,rdaao:P50385,rdaxo:P00021,rdano:P80140,Published,
has preferred name of collective agent,rdaao:preferredNameOfCollectiveAgent.en,rdaao:P50414,property,rdac:C10011,rdac:C10012,rdaa:P50414,rdaao:P50386,rdaao:P50413,rdano:P80141,Published,
has variant name of agent,rdaao:variantNameOfAgent.en,rdaao:P50415,property,rdac:C10002,rdac:C10012,rdaa:P50415,rdaao:P50385,rdaxo:P00023,rdano:P80142,Published,
has variant name of collective agent,rdaao:variantNameOfCollectiveAgent.en,rdaao:P50416,property,rdac:C10011,rdac:C10012,rdaa:P50416,rdaao:P50386,rdaao:P50415,rdano:P80143,Published,
is prominent member of family of,rdaao:prominentMemberOfFamilyOf.en,rdaao:P50417,property,rdac:C10004,rdac:C10008,rdaa:P50417,rdaao:P50233,,rdaao:P50060,Published,
has address of agent (Deprecated),,rdaao:P50418,property,,,,,,,Deprecated,
has address of collective agent (Deprecated),,rdaao:P50419,property,,,,,,,Deprecated,
has address of family (Deprecated),,rdaao:P50420,property,,,,,,,Deprecated,
has predecessor of collective agent,rdaao:predecessorOfCollectiveAgent.en,rdaao:P50421,property,rdac:C10011,rdac:C10011,rdaa:P50421,rdaao:P50341,,rdaao:P50423,Published,
has predecessor of family,rdaao:predecessorOfFamily.en,rdaao:P50422,property,rdac:C10008,rdac:C10008,rdaa:P50422,rdaao:P50326,rdaao:P50421,rdaao:P50424,Published,
has successor of collective agent,rdaao:successorOfCollectiveAgent.en,rdaao:P50423,property,rdac:C10011,rdac:C10011,rdaa:P50423,rdaao:P50341,,rdaao:P50421,Published,
has successor of family,rdaao:successorOfFamily.en,rdaao:P50424,property,rdac:C10008,rdac:C10008,rdaa:P50424,rdaao:P50326,rdaao:P50423,rdaao:P50422,Published,
has place governed,rdaao:placeGoverned.en,rdaao:P50425,property,rdac:C10005,rdac:C10009,rdaa:P50425,rdaao:P50350,,rdapo:P70051,Published,
is agent described by,rdaao:agentDescribedBy.en,rdaao:P50426,property,rdac:C10002,rdac:C10001,rdaa:P50426,rdaao:P50366,,rdawo:P10338,Published,
is collective agent described by,rdaao:collectiveAgentDescribedBy.en,rdaao:P50427,property,rdac:C10011,rdac:C10001,rdaa:P50427,rdaao:P50367,rdaao:P50426,rdawo:P10339,Published,
has alternate identity of person,rdaao:alternateIdentityOfPerson.en,rdaao:P50428,property,rdac:C10004,rdac:C10012,rdaa:P50428,rdaao:P50348,,rdano:P80157,Published,
has real identity of person,rdaao:realIdentityOfPerson.en,rdaao:P50429,property,rdac:C10004,rdac:C10012,rdaa:P50429,rdaao:P50348,,rdano:P80158,Published,
has period of activity of agent,rdaao:periodOfActivityOfAgent.en,rdaao:P50430,property,rdac:C10002,rdac:C10010,rdaa:P50430,rdaao:P50339,,rdato:P70051,Published,
has period of activity of collective agent,rdaao:periodOfActivityOfCollectiveAgent.en,rdaao:P50431,property,rdac:C10011,rdac:C10010,rdaa:P50431,rdaao:P50343,rdaao:P50430,rdato:P70052,Published,
has period of activity of family,rdaao:periodOfActivityOfFamily.en,rdaao:P50432,property,rdac:C10008,rdac:C10010,rdaa:P50432,rdaao:P50355,rdaao:P50431,rdato:P70053,Published,
has corporate body member of collective agent,rdaao:corporateBodyMemberOfCollectiveAgent.en,rdaao:P50433,property,rdac:C10011,rdac:C10005,rdaa:P50433,rdaao:P50359,,rdaao:P50439,Published,
has corporate body member of family,rdaao:corporateBodyMemberOfFamily.en,rdaao:P50435,property,rdac:C10008,rdac:C10005,rdaa:P50435,rdaao:P50327,rdaao:P50433,rdaao:P50440,Published,
has family member of collective agent,rdaao:familyMemberOfCollectiveAgent.en,rdaao:P50436,property,rdac:C10011,rdac:C10008,rdaa:P50436,rdaao:P50362,,rdaao:P50441,Published,
has family member of corporate body,rdaao:familyMemberOfCorporateBody.en,rdaao:P50437,property,rdac:C10005,rdac:C10008,rdaa:P50437,rdaao:P50335,rdaao:P50436,rdaao:P50442,Published,
has family member of family,rdaao:familyMemberOfFamily.en,rdaao:P50438,property,rdac:C10008,rdac:C10008,rdaa:P50438,rdaao:P50326,rdaao:P50436,rdaao:P50443,Published,
is corporate body member of collective agent of,rdaao:corporateBodyMemberOfCollectiveAgentOf.en,rdaao:P50439,property,rdac:C10005,rdac:C10011,rdaa:P50439,rdaao:P50349,,rdaao:P50433,Published,
is corporate body member of family of,rdaao:corporateBodyMemberOfFamilyOf.en,rdaao:P50440,property,rdac:C10005,rdac:C10008,rdaa:P50440,rdaao:P50335,rdaao:P50439,rdaao:P50435,Published,
is family member of collective agent of,rdaao:familyMemberOfCollectiveAgentOf.en,rdaao:P50441,property,rdac:C10008,rdac:C10011,rdaa:P50441,rdaao:P50353,,rdaao:P50436,Published,
is family member of corporate body of,rdaao:familyMemberOfCorporateBodyOf.en,rdaao:P50442,property,rdac:C10008,rdac:C10005,rdaa:P50442,rdaao:P50327,rdaao:P50441,rdaao:P50437,Published,
is family member of family of,rdaao:familyMemberOfFamilyOf.en,rdaao:P50443,property,rdac:C10008,rdac:C10008,rdaa:P50443,rdaao:P50326,rdaao:P50441,rdaao:P50438,Published,
is person member of collective agent of,rdaao:personMemberOfCollectiveAgentOf.en,rdaao:P50444,property,rdac:C10004,rdac:C10011,rdaa:P50444,rdaao:P50345,,rdaao:P50445,Published,
has person member of collective agent,rdaao:personMemberOfCollectiveAgent.en,rdaao:P50445,property,rdac:C10011,rdac:C10004,rdaa:P50445,rdaao:P50365,,rdaao:P50444,Published,
is modifier agent of,rdaao:modifierAgentOf.en,rdaao:P50446,property,rdac:C10002,rdac:C10003,rdaa:P50446,rdaao:P50308,,rdaio:P40093,Published,
is reviser agent of,rdaao:reviserAgentOf.en,rdaao:P50447,property,rdac:C10002,rdac:C10006,rdaa:P50447,rdaao:P50161,,rdaeo:P20327,Published,
is contributor agent to amalgamation of,rdaao:contributorAgentToAmalgamationOf.en,rdaao:P50448,property,rdac:C10002,rdac:C10006,rdaa:P50448,rdaao:P50161,,rdaeo:P20328,Published,
is contributor agent to performance of,rdaao:contributorAgentToPerformanceOf.en,rdaao:P50449,property,rdac:C10002,rdac:C10006,rdaa:P50449,rdaao:P50448,,rdaeo:P20329,Published,
is editor agent of,rdaao:editorAgentOf.en,rdaao:P50450,property,rdac:C10002,rdac:C10006,rdaa:P50450,rdaao:P50448,,rdaeo:P20330,Published,
is contributor to aggregated content of (Deprecated),rdaao:contributorToAggregatedContentOf.en,rdaao:P50451,property,,rdac:C10006,rdaa:P50451,,,rdaeo:P20331,Deprecated,
is author of expression of (Deprecated),rdaao:authorOfExpressionOf.en,rdaao:P50452,property,,rdac:C10006,rdaa:P50452,,,rdaeo:P20332,Deprecated,
is aggregator agent of,rdaao:aggregatorAgentOf.en,rdaao:P50453,property,rdac:C10002,rdac:C10001,rdaa:P50453,rdaao:P50204,,rdawo:P10393,Published,
is criminal defendant corporate body of,rdaao:criminalDefendantCorporateBodyOf.en,rdaao:P50454,property,rdac:C10005,rdac:C10001,rdaa:P50454,rdaao:P50258,,rdawo:P10394,Published,
is criminal defendant person of,rdaao:criminalDefendantPersonOf.en,rdaao:P50455,property,rdac:C10004,rdac:C10001,rdaa:P50455,rdaao:P50259,,rdawo:P10396,Published,
is civil defendant corporate body of,rdaao:civilDefendantCorporateBodyOf.en,rdaao:P50456,property,rdac:C10005,rdac:C10001,rdaa:P50456,rdaao:P50258,,rdawo:P10395,Published,
is civil defendant person of,rdaao:civilDefendantPersonOf.en,rdaao:P50457,property,rdac:C10004,rdac:C10001,rdaa:P50457,rdaao:P50259,,rdawo:P10397,Published,
is academic supervisor of,rdaao:academicSupervisorOf.en,rdaao:P50458,property,rdac:C10004,rdac:C10001,rdaa:P50458,rdaao:P50311,,rdawo:P10407,Published,
is contributor agent of music of,rdaao:contributorAgentOfMusicOf.en,rdaao:P50459,property,rdac:C10002,rdac:C10007,rdaa:P50459,rdaao:P50476,,rdamo:P30311,Published,( rdaao:P50161 rdaeo:P20059 )
is surveyor agent of,rdaao:surveyorAgentOf.en,rdaao:P50460,property,rdac:C10002,rdac:C10007,rdaa:P50460,rdaao:P50463,,rdamo:P30312,Published,
is contributor agent of cartography of,rdaao:contributorAgentOfCartographyOf.en,rdaao:P50463,property,rdac:C10002,rdac:C10007,rdaa:P50463,rdaao:P50476,,rdamo:P30315,Published,( rdaao:P50161 rdaeo:P20059 )
is contributor agent of choreography of,rdaao:contributorAgentOfChoreographyOf.en,rdaao:P50464,property,rdac:C10002,rdac:C10007,rdaa:P50464,rdaao:P50476,,rdamo:P30316,Published,( rdaao:P50161 rdaeo:P20059 )
is contributor agent of still image of,rdaao:contributorAgentOfStillImageOf.en,rdaao:P50469,property,rdac:C10002,rdac:C10007,rdaa:P50469,rdaao:P50476,,rdamo:P30321,Published,( rdaao:P50161 rdaeo:P20059 )
is contributor agent of moving image of,rdaao:contributorAgentOfMovingImageOf.en,rdaao:P50474,property,rdac:C10002,rdac:C10007,rdaa:P50474,rdaao:P50476,,rdamo:P30326,Published,( rdaao:P50161 rdaeo:P20059 )
is contributor agent of text of,rdaao:contributorAgentOfTextOf.en,rdaao:P50475,property,rdac:C10002,rdac:C10007,rdaa:P50475,rdaao:P50476,,rdamo:P30328,Published,( rdaao:P50161 rdaeo:P20059 )
is contributor agent to aggregate of,rdaao:contributorAgentToAggregateOf.en,rdaao:P50476,property,rdac:C10002,rdac:C10007,rdaa:P50476,rdaao:P50307,,rdamo:P30327,Published,( rdaao:P50161 rdaeo:P20059 )
is creator agent of manifestation of,rdaao:creatorAgentOfManifestationOf.en,rdaao:P50477,property,rdac:C10002,rdac:C10007,rdaa:P50477,rdaao:P50307,,rdamo:P30329,Published,
is contributor agent of speech of,rdaao:contributorAgentOfSpeechOf.en,rdaao:P50483,property,rdac:C10002,rdac:C10007,rdaa:P50483,rdaao:P50476,,rdamo:P30331,Published,( rdaao:P50161 rdaeo:P20059 )
is contributor agent of object of,rdaao:contributorAgentOfObjectOf.en,rdaao:P50484,property,rdac:C10002,rdac:C10007,rdaa:P50484,rdaao:P50476,,rdamo:P30332,Published,( rdaao:P50161 rdaeo:P20059 )
is contributor agent of computer content of,rdaao:contributorAgentOfComputerContentOf.en,rdaao:P50485,property,rdac:C10002,rdac:C10007,rdaa:P50485,rdaao:P50476,,rdamo:P30333,Published,( rdaao:P50161 rdaeo:P20059 )
is research supervisor of,rdaao:researchSupervisorOf.en,rdaao:P50486,property,rdac:C10004,rdac:C10001,rdaa:P50486,rdaao:P50458,,rdawo:P10409,Published,
is project supervisor of,rdaao:projectSupervisorOf.en,rdaao:P50487,property,rdac:C10004,rdac:C10001,rdaa:P50487,rdaao:P50458,,rdawo:P10408,Published,
is choreographer person of,rdaao:choreographerPersonOf.en,rdaao:P50492,property,rdac:C10004,rdac:C10001,rdaa:P50492,rdaao:P50542,rdaao:P50194,rdawo:P10434,Published,
is broadcaster person of,rdaao:broadcasterPersonOf.en,rdaao:P50493,property,rdac:C10004,rdac:C10007,rdaa:P50493,rdaao:P50507,rdaao:P50168,rdamo:P30347,Published,
