*label_en,lexicalAlias_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],*status
is software developer family of,rdaad:softwareDeveloperFamilyOf.en,rdaad:P51063,property,rdac:C10008,rdaa:P51063,rdaad:P51077,rdaad:P50761,Published
is software developer person of,rdaad:softwareDeveloperPersonOf.en,rdaad:P50610,property,rdac:C10004,rdaa:P50610,rdaad:P50624,rdaad:P50263,Published
is sound designer agent of,rdaad:soundDesignerAgentOf.en,rdaad:P50255,property,rdac:C10002,rdaa:P50255,rdaad:P50449,,Published
is sound designer collective agent of,rdaad:soundDesignerCollectiveAgentOf.en,rdaad:P50729,property,rdac:C10011,rdaa:P50729,rdaad:P50774,rdaad:P50255,Published
is sound designer corporate body of,rdaad:soundDesignerCorporateBodyOf.en,rdaad:P50880,property,rdac:C10005,rdaa:P50880,rdaad:P50925,rdaad:P50729,Published
is sound designer family of,rdaad:soundDesignerFamilyOf.en,rdaad:P51031,property,rdac:C10008,rdaa:P51031,rdaad:P51076,rdaad:P50729,Published
is sound designer person of,rdaad:soundDesignerPersonOf.en,rdaad:P50578,property,rdac:C10004,rdaa:P50578,rdaad:P50623,rdaad:P50255,Published
is speaker agent of,rdaad:speakerAgentOf.en,rdaad:P50083,property,rdac:C10002,rdaa:P50083,rdaad:P50147,,Published
is speaker collective agent of,rdaad:speakerCollectiveAgentOf.en,rdaad:P50767,property,rdac:C10011,rdaa:P50767,rdaad:P50754,rdaad:P50083,Published
is speaker corporate body of,rdaad:speakerCorporateBodyOf.en,rdaad:P50918,property,rdac:C10005,rdaa:P50918,rdaad:P50905,rdaad:P50767,Published
is speaker family of,rdaad:speakerFamilyOf.en,rdaad:P51069,property,rdac:C10008,rdaa:P51069,rdaad:P51056,rdaad:P50767,Published
is speaker person of,rdaad:speakerPersonOf.en,rdaad:P50616,property,rdac:C10004,rdaa:P50616,rdaad:P50603,rdaad:P50083,Published
is special effects provider agent of,rdaad:specialEffectsProviderAgentOf.en,rdaad:P50244,property,rdac:C10002,rdaa:P50244,rdaad:P50449,,Published
is special effects provider collective agent of,rdaad:specialEffectsProviderCollectiveAgentOf.en,rdaad:P50731,property,rdac:C10011,rdaa:P50731,rdaad:P50774,rdaad:P50244,Published
is special effects provider corporate body of,rdaad:specialEffectsProviderCorporateBodyOf.en,rdaad:P50882,property,rdac:C10005,rdaa:P50882,rdaad:P50925,rdaad:P50731,Published
is special effects provider family of,rdaad:specialEffectsProviderFamilyOf.en,rdaad:P51033,property,rdac:C10008,rdaa:P51033,rdaad:P51076,rdaad:P50731,Published
is special effects provider person of,rdaad:specialEffectsProviderPersonOf.en,rdaad:P50580,property,rdac:C10004,rdaa:P50580,rdaad:P50623,rdaad:P50244,Published
is stage director agent of,rdaad:stageDirectorAgentOf.en,rdaad:P50139,property,rdac:C10002,rdaa:P50139,rdaad:P50449,,Published
is stage director collective agent of,rdaad:stageDirectorCollectiveAgentOf.en,rdaad:P50737,property,rdac:C10011,rdaa:P50737,rdaad:P50774,rdaad:P50139,Published
is stage director corporate body of,rdaad:stageDirectorCorporateBodyOf.en,rdaad:P50888,property,rdac:C10005,rdaa:P50888,rdaad:P50925,rdaad:P50737,Published
is stage director family of,rdaad:stageDirectorFamilyOf.en,rdaad:P51039,property,rdac:C10008,rdaa:P51039,rdaad:P51076,rdaad:P50737,Published
is stage director person of,rdaad:stageDirectorPersonOf.en,rdaad:P50586,property,rdac:C10004,rdaa:P50586,rdaad:P50623,rdaad:P50139,Published
is storyteller agent of,rdaad:storytellerAgentOf.en,rdaad:P50082,property,rdac:C10002,rdaa:P50082,rdaad:P50147,,Published
is storyteller collective agent of,rdaad:storytellerCollectiveAgentOf.en,rdaad:P50752,property,rdac:C10011,rdaa:P50752,rdaad:P50754,rdaad:P50082,Published
is storyteller corporate body of,rdaad:storytellerCorporateBodyOf.en,rdaad:P50903,property,rdac:C10005,rdaa:P50903,rdaad:P50905,rdaad:P50752,Published
is storyteller family of,rdaad:storytellerFamilyOf.en,rdaad:P51054,property,rdac:C10008,rdaa:P51054,rdaad:P51056,rdaad:P50752,Published
is storyteller person of,rdaad:storytellerPersonOf.en,rdaad:P50601,property,rdac:C10004,rdaa:P50601,rdaad:P50603,rdaad:P50082,Published
is student at,rdaad:studentAt.en,rdaad:P50288,property,rdac:C10004,rdaa:P50288,rdaad:P50345,,Published
is subject agent of,rdaad:subjectOfAgent.en,rdaad:P50366,property,rdac:C10002,rdaa:P50366,rdaad:P50305,rdaxd:P00014,Published
is subject collective agent of,rdaad:subjectOfCollectiveAgent.en,rdaad:P50367,property,rdac:C10011,rdaa:P50367,rdaad:P50357,rdaad:P50366,Published
is subject corporate body of,rdaad:subjectOfCorporateBody.en,rdaad:P50251,property,rdac:C10005,rdaa:P50251,rdaad:P50329,rdaad:P50367,Published
is subject family of,rdaad:subjectOfFamily.en,rdaad:P50250,property,rdac:C10008,rdaa:P50250,rdaad:P50320,rdaad:P50367,Published
is subject person of,rdaad:subjectOfPerson.en,rdaad:P50249,property,rdac:C10004,rdaa:P50249,rdaad:P50311,rdaad:P50366,Published
is surveyor agent of,rdaad:surveyorAgentOf.en,rdaad:P50460,property,rdac:C10002,rdaa:P50460,rdaad:P50463,,Published
is surveyor collective agent of,rdaad:surveyorCollectiveAgentOf.en,rdaad:P50671,property,rdac:C10011,rdaa:P50671,rdaad:P50662,rdaad:P50460,Published
is surveyor corporate body of,rdaad:surveyorCorporateBodyOf.en,rdaad:P50822,property,rdac:C10005,rdaa:P50822,rdaad:P50813,rdaad:P50671,Published
is surveyor family of,rdaad:surveyorFamilyOf.en,rdaad:P50973,property,rdac:C10008,rdaa:P50973,rdaad:P50964,rdaad:P50671,Published
is surveyor of (Deprecated),rdaad:surveyorOf.en,rdaad:P50135,property,rdac:C10002,rdaa:P50135,rdaad:P50451,,Deprecated
is surveyor person of,rdaad:surveyorPersonOf.en,rdaad:P50520,property,rdac:C10004,rdaa:P50520,rdaad:P50511,rdaad:P50460,Published
is television director agent of,rdaad:televisionDirectorAgentOf.en,rdaad:P50050,property,rdac:C10002,rdaa:P50050,rdaad:P50205,,Published
is television director collective agent of,rdaad:televisionDirectorCollectiveAgentOf.en,rdaad:P50715,property,rdac:C10011,rdaa:P50715,rdaad:P50712,rdaad:P50050,Published
is television director corporate body of,rdaad:televisionDirectorCorporateBodyOf.en,rdaad:P50866,property,rdac:C10005,rdaa:P50866,rdaad:P50863,rdaad:P50715,Published
is television director family of,rdaad:televisionDirectorFamilyOf.en,rdaad:P51017,property,rdac:C10008,rdaa:P51017,rdaad:P51014,rdaad:P50715,Published
is television director person of,rdaad:televisionDirectorPersonOf.en,rdaad:P50564,property,rdac:C10004,rdaa:P50564,rdaad:P50561,rdaad:P50050,Published
is television producer agent of,rdaad:televisionProducerAgentOf.en,rdaad:P50215,property,rdac:C10002,rdaa:P50215,rdaad:P50201,,Published
is television producer collective agent of,rdaad:televisionProducerCollectiveAgentOf.en,rdaad:P50704,property,rdac:C10011,rdaa:P50704,rdaad:P50701,rdaad:P50215,Published
is television producer corporate body of,rdaad:televisionProducerCorporateBodyOf.en,rdaad:P50855,property,rdac:C10005,rdaa:P50855,rdaad:P50852,rdaad:P50704,Published
is television producer family of,rdaad:televisionProducerFamilyOf.en,rdaad:P51006,property,rdac:C10008,rdaa:P51006,rdaad:P51003,rdaad:P50704,Published
is television producer person of,rdaad:televisionProducerPersonOf.en,rdaad:P50553,property,rdac:C10004,rdaa:P50553,rdaad:P50550,rdaad:P50215,Published
is transcriber agent of,rdaad:transcriberAgentOf.en,rdaad:P50142,property,rdac:C10002,rdaa:P50142,rdaad:P50447,,Published
is transcriber collective agent of,rdaad:transcriberCollectiveAgentOf.en,rdaad:P50773,property,rdac:C10011,rdaa:P50773,rdaad:P50744,rdaad:P50142,Published
is transcriber corporate body of,rdaad:transcriberCorporateBodyOf.en,rdaad:P50924,property,rdac:C10005,rdaa:P50924,rdaad:P50895,rdaad:P50773,Published
is transcriber family of,rdaad:transcriberFamilyOf.en,rdaad:P51075,property,rdac:C10008,rdaa:P51075,rdaad:P51046,rdaad:P50773,Published
is transcriber person of,rdaad:transcriberPersonOf.en,rdaad:P50622,property,rdac:C10004,rdaa:P50622,rdaad:P50593,rdaad:P50142,Published
is translator agent of,rdaad:translatorAgentOf.en,rdaad:P50145,property,rdac:C10002,rdaa:P50145,rdaad:P50161,,Published
is translator collective agent of,rdaad:translatorCollectiveAgentOf.en,rdaad:P50736,property,rdac:C10011,rdaa:P50736,rdaad:P50776,rdaad:P50145,Published
is translator corporate body of,rdaad:translatorCorporateBodyOf.en,rdaad:P50887,property,rdac:C10005,rdaa:P50887,rdaad:P50927,rdaad:P50736,Published
is translator family of,rdaad:translatorFamilyOf.en,rdaad:P51038,property,rdac:C10008,rdaa:P51038,rdaad:P51078,rdaad:P50736,Published
is translator person of,rdaad:translatorPersonOf.en,rdaad:P50585,property,rdac:C10004,rdaa:P50585,rdaad:P50625,rdaad:P50145,Published
is trustee of,rdaad:trusteeOf.en,rdaad:P50287,property,rdac:C10004,rdaa:P50287,rdaad:P50234,,Published
is visual effects provider agent of,rdaad:visualEffectsProviderAgentOf.en,rdaad:P50243,property,rdac:C10002,rdaa:P50243,rdaad:P50449,,Published
is visual effects provider collective agent of,rdaad:visualEffectsProviderCollectiveAgentOf.en,rdaad:P50732,property,rdac:C10011,rdaa:P50732,rdaad:P50774,rdaad:P50243,Published
is visual effects provider corporate body of,rdaad:visualEffectsProviderCorporateBodyOf.en,rdaad:P50883,property,rdac:C10005,rdaa:P50883,rdaad:P50925,rdaad:P50732,Published
is visual effects provider family of,rdaad:visualEffectsProviderFamilyOf.en,rdaad:P51034,property,rdac:C10008,rdaa:P51034,rdaad:P51076,rdaad:P50732,Published
is visual effects provider person of,rdaad:visualEffectsProviderPersonOf.en,rdaad:P50581,property,rdac:C10004,rdaa:P50581,rdaad:P50623,rdaad:P50243,Published
is voice actor agent of,rdaad:voiceActorAgentOf.en,rdaad:P50217,property,rdac:C10002,rdaa:P50217,rdaad:P50071,,Published
is voice actor collective agent of,rdaad:voiceActorCollectiveAgentOf.en,rdaad:P50758,property,rdac:C10011,rdaa:P50758,rdaad:P50719,rdaad:P50217,Published
is voice actor corporate body of,rdaad:voiceActorCorporateBodyOf.en,rdaad:P50909,property,rdac:C10005,rdaa:P50909,rdaad:P50870,rdaad:P50758,Published
is voice actor family of,rdaad:voiceActorFamilyOf.en,rdaad:P51060,property,rdac:C10008,rdaa:P51060,rdaad:P51021,rdaad:P50758,Published
is voice actor person of,rdaad:voiceActorPersonOf.en,rdaad:P50607,property,rdac:C10004,rdaa:P50607,rdaad:P50568,rdaad:P50217,Published
is writer of added commentary of (Deprecated),rdaad:writerOfAddedCommentaryOf.en,rdaad:P50152,property,rdac:C10002,rdaa:P50152,rdaad:P50154,,Deprecated
is writer of added lyrics of (Deprecated),rdaad:writerOfAddedLyricsOf.en,rdaad:P50216,property,rdac:C10002,rdaa:P50216,rdaad:P50138,,Deprecated
is writer of added text of (Deprecated),rdaad:writerOfAddedTextOf.en,rdaad:P50138,property,rdac:C10002,rdaa:P50138,rdaad:P50154,,Deprecated
is writer of afterword of (Deprecated),rdaad:writerOfAfterwordOf.en,rdaad:P50227,property,rdac:C10002,rdaa:P50227,rdaad:P50154,,Deprecated
is writer of foreword of (Deprecated),rdaad:writerOfForewordOf.en,rdaad:P50254,property,rdac:C10002,rdaa:P50254,rdaad:P50154,,Deprecated
is writer of introduction of (Deprecated),rdaad:writerOfIntroductionOf.en,rdaad:P50153,property,rdac:C10002,rdaa:P50153,rdaad:P50154,,Deprecated
is writer of postface of (Deprecated),rdaad:writerOfPostfaceOf.en,rdaad:P50228,property,rdac:C10002,rdaa:P50228,rdaad:P50154,,Deprecated
is writer of preface of (Deprecated),rdaad:writerOfPrefaceOf.en,rdaad:P50149,property,rdac:C10002,rdaa:P50149,rdaad:P50154,,Deprecated
is writer of supplementary textual content of (Deprecated),rdaad:writerOfSupplementaryTextualContentOf.en,rdaad:P50154,property,rdac:C10002,rdaa:P50154,rdaad:P50452,,Deprecated
