*label_en,lexicalAlias_en,*uri,*type,domain,range,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],inverseOf,*status,owl:propertyChainAxiom
has producer family of unpublished manifestation,rdamo:producerFamilyOfUnpublishedManifestation.en,rdamo:P30447,property,rdac:C10007,rdac:C10008,rdam:P30447,rdamo:P30450,rdamo:P30389,rdaao:P50952,Published,
has manufacturer family,rdamo:manufacturerFamily.en,rdamo:P30448,property,rdac:C10007,rdac:C10008,rdam:P30448,rdamo:P30450,rdamo:P30390,rdaao:P50958,Published,
has publisher family,rdamo:publisherFamily.en,rdamo:P30449,property,rdac:C10007,rdac:C10008,rdam:P30449,rdamo:P30450,rdamo:P30391,rdaao:P50960,Published,
has creator family of manifestation,rdamo:creatorFamilyOfManifestation.en,rdamo:P30450,property,rdac:C10007,rdac:C10008,rdam:P30450,rdamo:P30269,rdamo:P30392,rdaao:P50947,Published,
has papermaker family,rdamo:papermakerFamily.en,rdamo:P30451,property,rdac:C10007,rdac:C10008,rdam:P30451,rdamo:P30448,rdamo:P30393,rdaao:P50959,Published,
is reference source of,rdamo:referenceSourceOf.en,rdamo:P30457,property,rdac:C10007,rdac:C10012,rdam:P30457,rdamo:P30274,,rdano:P80139,Published,
has subcollection,rdamo:subcollection.en,rdamo:P30458,property,rdac:C10007,rdac:C10007,rdam:P30458,rdamo:P30033,,rdamo:P30459,Published,
is subcollection of,rdamo:subcollectionOf.en,rdamo:P30459,property,rdac:C10007,rdac:C10007,rdam:P30459,rdamo:P30020,,rdamo:P30458,Published,
has holding,rdamo:holding.en,rdamo:P30460,property,rdac:C10007,rdac:C10003,rdam:P30460,rdamo:P30140,,rdaio:P40161,Published,
has location of collection,rdamo:locationOfCollection.en,rdamo:P30461,property,rdac:C10007,rdac:C10009,rdam:P30461,rdamo:P30272,,rdapo:P70055,Published,
is manifestation described with metadata by,rdamo:manifestationDescribedWithMetadataBy.en,rdamo:P30462,property,rdac:C10007,rdac:C10001,rdam:P30462,rdamo:P30254,,rdawo:P10617,Published,
has finding aid,rdamo:findingAid.en,rdamo:P30463,property,rdac:C10007,rdac:C10001,rdam:P30463,rdamo:P30462,,rdawo:P10624,Published,
has catalogue,rdamo:catalogue.en,rdamo:P30464,property,rdac:C10007,rdac:C10001,rdam:P30464,rdamo:P30463,,rdawo:P10625,Published,
has hierarchic finding aid,rdamo:hierarchicFindingAid.en,rdamo:P30465,property,rdac:C10007,rdac:C10001,rdam:P30465,rdamo:P30463,,rdawo:P10626,Published,
has index,rdamo:index.en,rdamo:P30466,property,rdac:C10007,rdac:C10001,rdam:P30466,rdamo:P30265,,rdawo:P10627,Published,
