reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type"
14499,"has production statement",rdam:productionStatement.en,"Relates a manifestation to a statement that identifies a place or places of production, producer or producers, and date or dates of production of an unpublished manifestation.","A production statement includes a statement relating to the inscription, fabrication, construction, etc., of an unpublished manifestation.",,,,,,,,,,"production statement","A statement that identifies a place or places of production, producer or producers, and date or dates of production of an unpublished manifestation.",rdam:P30110,property,productionStatement,rdac:C10007,,rdau:P60332,,,,,Published,2.7,6
14500,"has publication statement",rdam:publicationStatement.en,"Relates a manifestation to a statement that identifies a place or places of publication, publisher or publishers, and date or dates of publication of a manifestation.","Publication statements include statements relating to the publication, release, or issuing of a manifestation.",,,,,,,,,,"publication statement","A statement identifying a place or places of publication, publisher or publishers, and date or dates of publication of a manifestation.",rdam:P30111,property,publicationStatement,rdac:C10007,,rdau:P60333,,,,,Published,2.8,6
14501,"has parallel statement of responsibility relating to named revision of edition",rdam:parallelStatementOfResponsibilityRelatingToNamedRevisionOfEdition.en,"Relates a manifestation to a statement of responsibility relating to named revision of an edition in another language or script.",,,,,,,,,,,"parallel statement of responsibility relating to named revision of edition","A statement of responsibility relating to named revision of an edition in another language or script.",rdam:P30112,property,parallelStatementOfResponsibilityRelatingToNamedRevisionOfEdition,rdac:C10007,,rdau:P60334,rdam:P30118,,,,Published,2.5.9,6
14502,"has parallel statement of responsibility relating to series",rdam:parallelStatementOfResponsibilityRelatingToSeries.en,"Relates a manifestation to a statement of responsibility relating to series in another language or script.",,"parallel statement of responsibility relating to subseries",,,,,,,,,"parallel statement of responsibility relating to series","A statement of responsibility relating to series in another language or script.",rdam:P30113,property,parallelStatementOfResponsibilityRelatingToSeries,rdac:C10007,,rdau:P60335,rdam:P30119,,,,Published,2.12.7,6
14504,"has parallel statement of responsibility relating to edition",rdam:parallelStatementOfResponsibilityRelatingToEdition.en,"Relates a manifestation to a statement of responsibility relating to the edition in another language or script.",,,,,,,,,,,"parallel statement of responsibility relating to edition","A statement of responsibility relating to edition in another language or script.",rdam:P30115,property,parallelStatementOfResponsibilityRelatingToEdition,rdac:C10007,,rdau:P60337,rdam:P30121,,,,Published,2.5.5,6
14505,"has parallel statement of responsibility relating to title proper",rdam:parallelStatementOfResponsibilityRelatingToTitleProper.en,"Relates a manifestation to a statement of responsibility relating to title proper in another language or script.",,,,,,,,,,,"parallel statement of responsibility relating to title proper","A statement of responsibility relating to title proper in another language or script.",rdam:P30116,property,parallelStatementOfResponsibilityRelatingToTitleProper,rdac:C10007,,rdau:P60338,rdam:P30105,,,,Published,2.4.3,6
14506,"has statement of responsibility",rdam:statementOfResponsibility.en,"Relates a manifestation to a statement that identifies, and indicates the function of, an agent who is responsible for a work or its expression that is embodied by a manifestation.","A statement of responsibility may include words or phrases that are neither names nor linking words.",,,,,,,,,,"statement of responsibility","A statement that identifies, and indicates the function of, an agent who is responsible for a work or its expression that is embodied by a manifestation.",rdam:P30117,property,statementOfResponsibility,rdac:C10007,,rdau:P60339,,,,,Published,2.4,6
14507,"has statement of responsibility relating to named revision of edition",rdam:statementOfResponsibilityRelatingToNamedRevisionOfEdition.en,"Relates a manifestation to a statement of responsibility that is associated with a named revision of an edition.",,,,,,,,,,,"statement of responsibility relating to named revision of edition","A statement of responsibility that is associated with a named revision of an edition.",rdam:P30118,property,statementOfResponsibilityRelatingToNamedRevisionOfEdition,rdac:C10007,,rdau:P60340,rdam:P30117,,,,Published,2.5.8,6
14508,"has statement of responsibility relating to series",rdam:statementOfResponsibilityRelatingToSeries.en,"Relates a manifestation to a statement of responsibility that is associated with a series.",,"statement of responsibility relating to subseries",,,,,,,,,"statement of responsibility relating to series","A statement of responsibility that is associated with a series.",rdam:P30119,property,statementOfResponsibilityRelatingToSeries,rdac:C10007,,rdau:P60341,rdam:P30117,,,,Published,2.12.6,6
14510,"has statement of responsibility relating to edition",rdam:statementOfResponsibilityRelatingToEdition.en,"Relates a manifestation to a statement of responsibility that is associated with an edition.",,,,,,,,,,,"statement of responsibility relating to edition","A statement of responsibility that is associated with an edition.",rdam:P30121,property,statementOfResponsibilityRelatingToEdition,rdac:C10007,,rdau:P60343,rdam:P30117,,,,Published,2.5.4,6
