reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type"
16182,"is manifestation critiqued in",rdam:manifestationCritiquedIn.en,"Relates a manifestation to a work that contains a critical evaluation of a manifestation.",,"critiqued in (manifestation)",,,,,,,,,"manifestation critiqued in","A work that contains a critical evaluation of a manifestation.",rdam:P30257,property,manifestationCritiquedIn,rdac:C10007,,rdau:P60212,rdam:P30254,,,,Published,23.5,2
16183,"is manifestation evaluated in",rdam:manifestationEvaluatedIn.en,"Relates a manifestation to a work that examines or judges a manifestation.",,"evaluated in (manifestation)",,,,,,,,,"manifestation evaluated in","A work that examines or judges a manifestation.",rdam:P30258,property,manifestationEvaluatedIn,rdac:C10007,,rdau:P60218,rdam:P30254,,,,Published,23.5,2
16184,"is manifestation reviewed in",rdam:manifestationReviewedIn.en,"Relates a manifestation to a work that contains a brief evaluation of a manifestation.",,"reviewed in (manifestation)",,,,,,,,,"manifestation reviewed in","A work that contains a brief evaluation of a manifestation.",rdam:P30259,property,manifestationReviewedIn,rdac:C10007,,rdau:P60211,rdam:P30254,,,,Published,23.5,2
22874,"has note on identifier for manifestation",rdam:noteOnIdentifierForManifestation.en,"Relates a manifestation to a note on manifestation that provides information on an identifier for a manifestation.",,,,,,,,,,,"note on identifier for manifestation","A note on manifestation that provides information on an identifier for a manifestation.",rdam:P30260,property,noteOnIdentifierForManifestation,rdac:C10007,,rdau:P60868,rdam:P30137,,,,Published,2.17.14,6
23031,"has cartographic data type",rdam:cartographicDataType.en,"Relates a manifestation to a machine-readable representation of geospatial features.",,,,,,,,,,,"cartographic data type","A machine-readable representation of geospatial features.",rdam:P30261,property,cartographicDataType,rdac:C10007,,rdau:P60875,,,,,Published,3.19.8.5,4
23032,"has details of cartographic data type",rdam:detailsOfCartographicDataType.en,"Relates a manifestation to details of a machine-readable representation of geospatial features.",,,,,,,,,,,"details of cartographic data type","Details of a machine-readable representation of geospatial features.",rdam:P30262,property,detailsOfCartographicDataType,rdac:C10007,,rdau:P60876,,,,,Published,3.19.8.5.4,6
23033,"has reduction ratio designation",rdam:reductionRatioDesignation.en,"Relates a manifestation to a general designation of the size of a micro-image in relation to the original from which it was produced.",,,,,,,,,,,"reduction ratio designation","A general designation of the size of a micro-image in relation to the original from which it was produced.",rdam:P30263,property,reductionRatioDesignation,rdac:C10007,,rdau:P60877,,,,,Published,3.15.1.5,4
25244,"has related RDA entity of manifestation",rdam:relatedRDAEntityOfManifestation.en,"Relates a manifestation to an RDA entity that is associated with a manifestation.",,,,,,,,,,,"related RDA entity of manifestation","An RDA entity that is associated with a manifestation.",rdam:P30264,property,relatedRDAEntityOfManifestation,rdac:C10007,,rdau:P61034,rdam:P30330,rdax:P00001,,,Published,,1
25245,"has related work of manifestation",rdam:relatedWorkOfManifestation.en,"Relates a manifestation to a work that is associated with a manifestation.",,,,,,,,,,,"related work of manifestation","A work that is associated with a manifestation.",rdam:P30265,property,relatedWorkOfManifestation,rdac:C10007,,rdau:P60313,rdam:P30264,rdax:P00002,,,Published,,1
25246,"has related expression of manifestation",rdam:relatedExpressionOfManifestation.en,"Relates a manifestation to an expression that is associated with a manifestation.",,,,,,,,,,,"related expression of manifestation","An expression that is associated with a manifestation.",rdam:P30266,property,relatedExpressionOfManifestation,rdac:C10007,,rdau:P60313,rdam:P30264,rdax:P00003,,,Published,,1
25247,"has related agent of manifestation",rdam:relatedAgentOfManifestation.en,"Relates a manifestation to an agent who is associated with a manifestation.",,,,,,,,,,,"related agent of manifestation","An agent who is associated with a manifestation.",rdam:P30267,property,relatedAgentOfManifestation,rdac:C10007,,rdau:P61008,rdam:P30264,rdax:P00006,,,Published,,1
25248,"has related person of manifestation",rdam:relatedPersonOfManifestation.en,"Relates a manifestation to a person who is associated with a manifestation.",,,,,,,,,,,"related person of manifestation","A person who is associated with a manifestation.",rdam:P30268,property,relatedPersonOfManifestation,rdac:C10007,,rdau:P61008,rdam:P30267,rdax:P00007,,,Published,,1
25249,"has related family of manifestation",rdam:relatedFamilyOfManifestation.en,"Relates a manifestation to a family who is associated with a manifestation.",,,,,,,,,,,"related family of manifestation","A family who is associated with a manifestation.",rdam:P30269,property,relatedFamilyOfManifestation,rdac:C10007,,rdau:P61008,rdam:P30271,rdax:P00008,,,Published,,1
25250,"has related corporate body of manifestation",rdam:relatedCorporateBodyOfManifestation.en,"Relates a manifestation to a corporate body who is associated with a manifestation.",,,,,,,,,,,"related corporate body of manifestation","A corporate body who is associated with a manifestation.",rdam:P30270,property,relatedCorporateBodyOfManifestation,rdac:C10007,,rdau:P61008,rdam:P30271,rdax:P00009,,,Published,,1
25251,"has related collective agent of manifestation",rdam:relatedCollectiveAgentOfManifestation.en,"Relates a manifestation to a collective agent who is associated with a manifestation.",,,,,,,,,,,"related collective agent of manifestation","A collective agent who is associated with a manifestation.",rdam:P30271,property,relatedCollectiveAgentOfManifestation,rdac:C10007,,rdau:P61008,rdam:P30267,rdax:P00012,,,Published,,1
25252,"has related place of manifestation",rdam:relatedPlaceOfManifestation.en,"Relates a manifestation to a place that is associated with a manifestation.",,,,,,,,,,,"related place of manifestation","A place that is associated with a manifestation.",rdam:P30272,property,relatedPlaceOfManifestation,rdac:C10007,,rdau:P61014,rdam:P30264,rdax:P00010,,,Published,,1
25253,"has related timespan of manifestation",rdam:relatedTimespanOfManifestation.en,"Relates a manifestation to a timespan that is associated with a manifestation.",,,,,,,,,,,"related timespan of manifestation","A timespan that is associated with a manifestation.",rdam:P30273,property,relatedTimespanOfManifestation,rdac:C10007,,rdau:P61020,rdam:P30264,rdax:P00011,,,Published,,1
25254,"has related nomen of manifestation",rdam:relatedNomenOfManifestation.en,"Relates a manifestation to a nomen that is associated with a manifestation.",,,,,,,,,,,"related nomen of manifestation","A nomen that is associated with a manifestation.",rdam:P30274,property,relatedNomenOfManifestation,rdac:C10007,,rdau:P61023,rdam:P30264,rdax:P00013,,,Published,,1
33536,"has details of regional encoding",rdam:detailsOfRegionalEncoding.en,"Relates a manifestation to details of a designation for one or more regions of the world for which a videodisc or video game carrier has been encoded, indicating that playback is restricted to a device configured to decode it.",,,,,,,,,,,"details of regional encoding","Details of a designation for one or more regions of the world for which a videodisc or video game carrier has been encoded, indicating that playback is restricted to a device configured to decode it.",rdam:P30275,property,detailsOfRegionalEncoding,rdac:C10007,,rdau:P60904,rdam:P30221,,,,Published,3.19.6.4,6
33782,"has access point for manifestation",rdam:accessPointForManifestation.en,"Relates a manifestation to an appellation of manifestation in natural language that is taken from a vocabulary encoding scheme or is constructed using a string encoding scheme.",,,,,,,,,,,"access point for manifestation","An appellation of manifestation in natural language that is taken from a vocabulary encoding scheme or is constructed using a string encoding scheme.",rdam:P30276,property,accessPointForManifestation,rdac:C10007,,rdau:P60906,rdam:P30277,rdax:P00016,,,Published,,3
33783,"has appellation of manifestation",rdam:appellationOfManifestation.en,"Relates a manifestation to a nomen used within a given scheme or context to refer to a manifestation.",,,,,,,,,,,"appellation of manifestation","A nomen used within a given scheme or context to refer to a manifestation.",rdam:P30277,property,appellationOfManifestation,rdac:C10007,,rdau:P60909,rdam:P30274,rdax:P00017,,,Published,,3
33784,"has date of manifestation",rdam:dateOfManifestation.en,"Relates a manifestation to a timespan during which a published manifestation is published, released, issued, printed, duplicated, cast, distributed, etc., or an unpublished manifestation is inscribed, fabricated, constructed, etc.",,,,,,,,,,,"date of manifestation","A timespan during which a published manifestation is published, released, issued, printed, duplicated, cast, distributed, etc., or an unpublished manifestation is inscribed, fabricated, constructed, etc.",rdam:P30278,property,dateOfManifestation,rdac:C10007,,rdau:P60527,rdam:P30273,,,,Published,,3
33785,"has place of manifestation",rdam:placeOfManifestation.en,"Relates a manifestation to a place associated with the distribution, printing, duplicating, casting, publication, release, or issuing, etc., of a published manifestation, or the inscription, fabrication, construction, etc., of an unpublished manifestation.",,,,,,,,,,,"place of manifestation","A place associated with the distribution, printing, duplicating, casting, publication, release, or issuing, etc., of a published manifestation, or the inscription, fabrication, construction, etc., of an unpublished manifestation.",rdam:P30279,property,placeOfManifestation,rdac:C10007,,rdau:P60987,rdam:P30272,,,,Published,,3
33786,"has manifestation copyright statement",rdam:manifestationCopyrightStatement.en,"Relates a manifestation to a manifestation statement about a date associated with a claim of protection under copyright or a similar regime.","Copyright dates include phonogram dates associated with claims of protection for audio recordings.",,,,,,,,,,"manifestation copyright statement","A manifestation statement about a date associated with a claim of protection under copyright or a similar regime.",rdam:P30280,property,manifestationCopyrightStatement,rdac:C10007,,rdau:P61140,rdam:P30292,,,,Published,,6
33787,"has manifestation designation of sequence statement",rdam:manifestationDesignationOfSequenceStatement.en,"Relates a manifestation to a manifestation statement about the designation of a sequence of a manifestation of a part, issue, or iteration of a diachronic work. ","A statement includes an alphanumeric or chronological designation.",,,,,,,,,,"manifestation designation of sequence statement","A manifestation statement about the designation of a sequence of a manifestation of a part, issue, or iteration of a diachronic work.",rdam:P30281,property,manifestationDesignationOfSequenceStatement,rdac:C10007,,rdau:P61141,rdam:P30292,,,,Published,,6
33788,"has manifestation dissertation statement",rdam:manifestationDissertationStatement.en,"Relates a manifestation to a manifestation statement about data relating to thesis and other dissertation information.","A statement includes any or all of a degree title, year of award, or granting institution.",,,,,,,,,,"manifestation dissertation statement","A manifestation statement about data relating to thesis and other dissertation information.",rdam:P30282,property,manifestationDissertationStatement,rdac:C10007,,rdau:P61142,rdam:P30292,,,,Published,,6
33789,"has manifestation distribution statement",rdam:manifestationDistributionStatement.en,"Relates a manifestation to a manifestation statement about data relating to the distribution of a published manifestation.","A statement includes any or all of place or date of distribution or name of distributor.",,,,,,,,,,"manifestation distribution statement","A manifestation statement about data relating to the distribution of a published manifestation.",rdam:P30283,property,manifestationDistributionStatement,rdac:C10007,,rdau:P61143,rdam:P30292,,,,Published,,6
33790,"has manifestation edition statement",rdam:manifestationEditionStatement.en,"Relates a manifestation to a manifestation statement about an edition to which a manifestation belongs.","A statement includes any or all of designation of edition or named revision of edition, or a statement of responsibility relating to an edition or revision.",,,,,,,,,,"manifestation edition statement","A manifestation statement about an edition to which a manifestation belongs.",rdam:P30284,property,manifestationEditionStatement,rdac:C10007,,rdau:P61144,rdam:P30292,,,,Published,,6
33791,"has manifestation frequency statement",rdam:manifestationFrequencyStatement.en,"Relates a manifestation to a manifestation statement about an interval at which the manifestations of parts, issues, or iterations of a diachronic work are issued.",,,,,,,,,,,"manifestation frequency statement","A manifestation statement about an interval at which the manifestations of parts, issues, or iterations of a diachronic work are issued.",rdam:P30285,property,manifestationFrequencyStatement,rdac:C10007,,rdau:P61145,rdam:P30292,,,,Published,,6
33792,"has manifestation identifier statement",rdam:manifestationIdentifierStatement.en,"Relates a manifestation to a manifestation statement about a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a work, expression, or manifestation.","A statement includes any or all of fingerprint, plate and publisher number for notated music, ISSN of series or subseries, or other identifier for manifestation.",,,,,,,,,,"manifestation identifier statement","A manifestation statement about a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a work, expression, or manifestation.",rdam:P30286,property,manifestationIdentifierStatement,rdac:C10007,,rdau:P61146,rdam:P30292,,,,Published,,6
33793,"has manifestation manufacture statement",rdam:manifestationManufactureStatement.en,"Relates a manifestation to a manifestation statement about data relating to the printing, duplicating, casting, etc., of a published manifestation.","A statement includes any or all of place or date of manufacture or name of manufacturer.",,,,,,,,,,"manifestation manufacture statement","A manifestation statement about data relating to the printing, duplicating, casting, etc., of a published manifestation.",rdam:P30287,property,manifestationManufactureStatement,rdac:C10007,,rdau:P61147,rdam:P30292,,,,Published,,6
33794,"has manifestation production statement",rdam:manifestationProductionStatement.en,"Relates a manifestation to a manifestation statement about data relating to the inscription, fabrication, construction, etc., of an unpublished manifestation.","A statement includes any or all of place or date of production or name of producer.",,,,,,,,,,"manifestation production statement","A manifestation statement about data relating to the inscription, fabrication, construction, etc., of an unpublished manifestation.",rdam:P30288,property,manifestationProductionStatement,rdac:C10007,,rdau:P61148,rdam:P30292,,,,Published,,6
33795,"has manifestation publication statement",rdam:manifestationPublicationStatement.en,"Relates a manifestation to a manifestation statement about the publication, release, or issuing of a manifestation.","A statement includes any or all of place or date of publication or name of publisher.",,,,,,,,,,"manifestation publication statement","A manifestation statement about the publication, release, or issuing of a manifestation.",rdam:P30289,property,manifestationPublicationStatement,rdac:C10007,,rdau:P61149,rdam:P30292,,,,Published,,6
33796,"has manifestation regional encoding statement",rdam:manifestationRegionalEncodingStatement.en,"Relates a manifestation to a manifestation statement about a designation for one or more regions of the world for which a videodisc or video game carrier has been encoded, indicating that playback is restricted to a device configured to decode it.",,,,,,,,,,,"manifestation regional encoding statement","A manifestation statement about a designation for one or more regions of the world for which a videodisc or video game carrier has been encoded, indicating that playback is restricted to a device configured to decode it.",rdam:P30290,property,manifestationRegionalEncodingStatement,rdac:C10007,,rdau:P61150,rdam:P30292,,,,Published,,6
33797,"has manifestation series statement",rdam:manifestationSeriesStatement.en,"Relates a manifestation to a manifestation statement about a series that is associated with the manifestation and a numbering of a manifestation within the series.","A manifestation series statement includes any or all of title proper of series, other title information of series; statement of responsibility relating to series; ISSN, or numbering within series.",,,,,,,,,,"manifestation series statement","A manifestation statement about a series that is associated with the manifestation and a numbering of a manifestation within the series.",rdam:P30291,property,manifestationSeriesStatement,rdac:C10007,,rdau:P61151,rdam:P30292,,,,Published,,6
33798,"has manifestation statement",rdam:manifestationStatement.en,"Relates a manifestation to a statement appearing in a manifestation and deemed to be significant for users to understand how the manifestation represents itself.",,,,,,,,,,,"manifestation statement","A statement appearing in a manifestation and deemed to be significant for users to understand how the manifestation represents itself.",rdam:P30292,property,manifestationStatement,rdac:C10007,,rdau:P61152,,,,,Published,,6
33799,"has manifestation title and responsibility statement",rdam:manifestationTitleAndResponsibilityStatement.en,"Relates a manifestation to a manifestation statement about the titles of a manifestation and the names of agents who are responsible for the content of an expression that is embodied by a manifestation.","A manifestation title and responsibility statement includes any kinds of title, including a title proper, a variant form of title, and other title information, or any kinds of statements of responsibility relating to the content of the manifestation, but does not include titles of related series or names of agents who are responsible for such series.",,,,,,,,,,"manifestation title and responsibility statement","A manifestation statement about the titles of a manifestation and the names of agents who are responsible for the content of an expression that is embodied by a manifestation.",rdam:P30293,property,manifestationTitleAndResponsibilityStatement,rdac:C10007,,rdau:P61153,rdam:P30292,,,,Published,,6
33800,"has authorized access point for manifestation",rdam:authorizedAccessPointForManifestation.en,"Relates a manifestation to an access point of manifestation that is selected for preference in a specific vocabulary encoding scheme.",,,,,,,,,,,"authorized access point for manifestation","An access point of manifestation that is selected for preference in a specific vocabulary encoding scheme.",rdam:P30294,property,authorizedAccessPointForManifestation,rdac:C10007,,rdau:P60916,rdam:P30276,rdax:P00020,,,Published,,3
33801,"has variant access point for manifestation",rdam:variantAccessPointForManifestation.en,"Relates a manifestation to an access point of manifestation that is not selected for preference in a specific vocabulary encoding scheme.",,,,,,,,,,,"variant access point for manifestation","An access point of manifestation that is not selected for preference in a specific vocabulary encoding scheme.",rdam:P30295,property,variantAccessPointForManifestation,rdac:C10007,,rdau:P60917,rdam:P30276,rdax:P00022,,,Published,,3
34264,"has fingerprint",rdam:fingerprint.en,"Relates a manifestation to an identifier for manifestation of an early printed resource that consists of a sequence of characters from sources of information specified by an established scheme",,,,,,,,,,,fingerprint,"An identifier for manifestation of an early printed resource that consists of a sequence of characters from sources of information specified by an established scheme",rdam:P30296,property,fingerprint,rdac:C10007,,rdau:P60945,rdam:P30004,,,,Published,,3
34265,"has name of agent of manifestation",rdam:nameOfAgentOfManifestation.en,"Relates a manifestation to a name of an agent who is responsible for distributing, printing, duplicating, casting, publishing, releasing, issuing, etc., a published manifestation, or inscribing, fabricating, constructing, etc., an unpublished manifestation.",,,,,,,,,,,"name of agent of manifestation","A name of an agent who is responsible for distributing, printing, duplicating, casting, publishing, releasing, issuing, etc., a published manifestation, or inscribing, fabricating, constructing, etc., an unpublished manifestation.",rdam:P30297,property,nameOfAgentOfManifestation,rdac:C10007,,,rdam:P30274,,,,Published,,3
34465,"is digital transfer of item of",rdam:digitalTransferOfItemOf.en,"Relates a manifestation to an item in a digital format that is transferred to a manifestation in another digital format.",,,,,,,,,,,"digital transfer of item of","An item in a digital format that is transferred to a manifestation in another digital format.",rdam:P30298,property,digitalTransferOfItemOf,rdac:C10007,,rdau:P60287,rdam:P30303,,,,Published,,2
34466,"is electronic reproduction of item of",rdam:electronicReproductionOfItemOf.en,"Relates a manifestation to an item in an analog format that is transferred to a manifestation in a digital format.",,,,,,,,,,,"electronic reproduction of item of","An item in an analog format that is transferred to manifestation in a digital format.",rdam:P30299,property,electronicReproductionOfItemOf,rdac:C10007,,rdau:P60469,rdam:P30303,,,,Published,,2
34467,"is facsimile of item of",rdam:facsimileOfItemOf.en,"Relates a manifestation to an item that is used as the basis for an exact reproduction.",,,,,,,,,,,"facsimile of item of","An item that is used as the basis for an exact reproduction.",rdam:P30300,property,facsimileOfItemOf,rdac:C10007,,rdau:P60301,rdam:P30303,,,,Published,,2
34468,"is preservation facsimile of item of",rdam:preservationFacsimileOfItemOf.en,"Relates a manifestation to an item that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",,,,,,,,,,,"preservation facsimile of item of","An item that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",rdam:P30301,property,preservationFacsimileOfItemOf,rdac:C10007,,rdau:P60179,rdam:P30300,,,,Published,,2
34469,"is reprint of item of",rdam:reprintOfItemOf.en,"Relates a manifestation to an item that exemplifies a printed manifestation that is used as the basis for a reissue of a manifestation.",,,,,,,,,,,"reprint of item of","An item that exemplifies a printed manifestation that is used as the basis for a reissue of a manifestation.",rdam:P30302,property,reprintOfItemOf,rdac:C10007,,rdau:P60168,rdam:P30303,,,,Published,,2
34470,"is reproduction of item of",rdam:reproductionOfItemOf.en,"Relates a manifestation to an item that is used as the basis for a reproduction.",,,,,,,,,,,"reproduction of item of","An item that is used as the basis for a reproduction.",rdam:P30303,property,reproductionOfItemOf,rdac:C10007,,rdau:P60297,rdam:P30140,,,,Published,,2
34524,"has material",rdam:material.en,"Relates a manifestation to a physical or chemical substance used to create a manifestation.",,,,,,,,,,,material,"A physical or chemical substance used to create a manifestation.",rdam:P30304,property,material,rdac:C10007,,rdau:P60995,,,,,Published,,4
34594,"has intended audience of manifestation",rdam:intendedAudienceOfManifestation.en,"Relates a manifestation to a category of user for which a manifestation is intended.",,,,,,,,,,,"intended audience of manifestation","A category of user for which a manifestation is intended.",rdam:P30305,property,intendedAudienceOfManifestation,rdac:C10007,,rdau:P60520,,,,,Published,,5
34675,"has font point size",rdam:fontPointSize.en,"Relates a manifestation to a point size of the type used to represent the characters and symbols in a manifestation.",,,,,,,,,,,"font point size","A point size of the type used to represent the characters and symbols in a manifestation.",rdam:P30306,property,fontPointSize,rdac:C10007,,rdau:P61154,,,,,Published,,5
34676,"has groove pitch",rdam:groovePitch.en,"Relates a manifestation to a groove pitch of an analog cylinder.",,,,,,,,,,,"groove pitch","A groove pitch of an analog cylinder.",rdam:P30307,property,groovePitch,rdac:C10007,,rdau:P61105,rdam:P30164,,,,Published,,4
34677,"has groove width",rdam:grooveWidth.en,"Relates a manifestation to a groove width of an analog disc.",,,,,,,,,,,"groove width","A groove width of an analog disc.",rdam:P30308,property,grooveWidth,rdac:C10007,,rdau:P61106,rdam:P30164,,,,Published,,4
34754,"has type of binding",rdam:typeOfBinding.en,"Relates a manifestation to a method used to bind a published or unpublished manifestation.",,,,,,,,,,,"type of binding","A method used to bind a published or unpublished manifestation.",rdam:P30309,property,typeOfBinding,rdac:C10007,,rdau:P61007,,,,,Published,,4
34755,"has binding of manifestation",rdam:bindingOfManifestation.en,"Relates a manifestation to a work that is a binding of a manifestation.",,,,,,,,,,,"binding of manifestation","A work that is a binding of a manifestation.",rdam:P30310,property,bindingOfManifestation,rdac:C10007,,rdau:P61005,rdam:P30265,,,,Published,,2
35407,"has contributor agent to aggregate",rdam:contributorAgentToAggregate.en,"Relates a manifestation to an agent who creates an expression of a work that is embodied by an aggregate.",,,,,,,,,,,"contributor agent to aggregate","An agent who creates an expression of a work that is embodied by an aggregate.",rdam:P30327,property,contributorAgentToAggregate,rdac:C10007,,rdau:P61086,rdam:P30267,,,,Published,,2
35408,"has contributor agent of music",rdam:contributorAgentOfMusic.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",,,,,,,,,,,"contributor agent of music","An agent who is a contributor to aggregate who creates an expression of a musical work that is embodied by an aggregate.",rdam:P30311,property,contributorAgentOfMusic,rdac:C10007,,rdau:P61136,rdam:P30327,,,,Published,18.5,2
35409,"has surveyor agent",rdam:surveyorAgent.en,"Relates a manifestation to an agent who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",,surveyor,,,,,,,,,"surveyor agent","An agent who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",rdam:P30312,property,surveyorAgent,rdac:C10007,,rdau:P60377,rdam:P30315,,,,Published,18.5,2
35410,"has contributor agent of cartography",rdam:contributorAgentOfCartography.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor agent of cartography","An agent who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",rdam:P30315,property,contributorAgentOfCartography,rdac:C10007,,rdau:P61132,rdam:P30327,,,,Published,18.5,2
35411,"has contributor agent of choreography",rdam:contributorAgentOfChoreography.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor agent of choreography","An agent who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",rdam:P30316,property,contributorAgentOfChoreography,rdac:C10007,,rdau:P61133,rdam:P30327,,,,Published,18.5,2
35412,"has contributor agent of still image",rdam:contributorAgentOfStillImage.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates a still image work that is embodied by an aggregate.",,illustrator,,,,,,,,,"contributor agent of still image","An agent who is a contributor to aggregate who creates a still image work that is embodied by an aggregate.",rdam:P30321,property,contributorAgentOfStillImage,rdac:C10007,,rdau:P60396,rdam:P30327,,,,Published,18.5,2
35413,"has contributor agent of moving image",rdam:contributorAgentOfMovingImage.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",,,,,,,,,,,"contributor agent of moving image","An agent who is a contributor to aggregate who creates an expression of a moving image work that is embodied by an aggregate.",rdam:P30326,property,contributorAgentOfMovingImage,rdac:C10007,,rdau:P61135,rdam:P30327,,,,Published,18.5,2
35454,"has contributor agent of text",rdam:contributorAgentOfText.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.",,"writer of supplementary textual content","writer of added text","writer of preface","writer of added commentary","writer of introduction","writer of added lyrics","writer of afterword","writer of postface","writer of foreword","contributor agent of text","An agent who is a contributor to aggregate who creates an expression of a textual work that is embodied by an aggregate.",rdam:P30328,property,contributorAgentOfText,rdac:C10007,,rdau:P61139,rdam:P30327,,,,Published,,2
35459,"has creator agent of manifestation",rdam:creatorAgentOfManifestation.en,"Relates a manifestation to an agent who is responsible for the embodiment of one or more expressions.","A creator of manifestation includes a distributor, manufacturer, producer, and publisher.",,,,,,,,,,"creator agent of manifestation","An agent who is responsible for the embodiment of one or more expressions.",rdam:P30329,property,creatorAgentOfManifestation,rdac:C10007,,rdau:P60447,rdam:P30267,,,,Published,,2
35476,"has related entity of manifestation",rdam:relatedEntityOfManifestation.en,"Relates a manifestation to an entity that is associated with a manifestation.",,,,,,,,,,,"related entity of manifestation","An entity that is associated with a manifestation.",rdam:P30330,property,relatedEntityOfManifestation,rdac:C10007,,rdau:P61034,rdax:P00028,,,,Published,,1
35492,"has contributor agent of speech",rdam:contributorAgentOfSpeech.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.",,,,,,,,,,,"contributor agent of speech","An agent who is a contributor to aggregate who creates an expression of a vocal work that is embodied by an aggregate.",rdam:P30331,property,contributorAgentOfSpeech,rdac:C10007,,rdau:P61138,rdam:P30327,,,,Published,,2
35493,"has contributor agent of object",rdam:contributorAgentOfObject.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.",,,,,,,,,,,"contributor agent of object","An agent who is a contributor to aggregate who creates an expression of an object work that is embodied by an aggregate.",rdam:P30332,property,contributorAgentOfObject,rdac:C10007,,rdau:P61137,rdam:P30327,,,,Published,,2
35494,"has contributor agent of computer content",rdam:contributorAgentOfComputerContent.en,"Relates a manifestation to an agent who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.",,,,,,,,,,,"contributor agent of computer content","An agent who is a contributor to aggregate who creates an expression of computer content that is embodied by an aggregate.",rdam:P30333,property,contributorAgentOfComputerContent,rdac:C10007,,rdau:P61134,rdam:P30327,,,,Published,,2
35510,"is source consulted of",rdam:sourceConsultedOf.en,"Relates a manifestation to a work that is a metadata work for which a manifestation provides evidence.",,,,,,,,,,,"source consulted of","A work that is a metadata work for which a manifestation provides evidence.",rdam:P30334,property,sourceConsultedOf,rdac:C10007,,rdau:P61107,rdam:P30265,,,,Published,,2
35530,"has category of manifestation",rdam:categoryOfManifestation.en,"Relates a manifestation to a type to which a manifestation belongs.",,"type of manifestation",,,,,,,,,"category of manifestation","A type to which a manifestation belongs.",rdam:P30335,property,categoryOfManifestation,rdac:C10007,,rdau:P60058,rdax:P00029,,,,Published,,5
38274,"has contributor person to aggregate",rdam:contributorPersonToAggregate.en,"Relates a manifestation to a person who creates an expression of a work that is embodied by an aggregate.",,,,,,,,,,,"contributor person to aggregate","A person who creates an expression of a work that is embodied by an aggregate.",rdam:P30336,property,contributorPersonToAggregate,rdac:C10007,,rdau:P61086,rdam:P30268,rdam:P30327,,,Published,,2
38275,"has surveyor person",rdam:surveyorPerson.en,"Relates a manifestation to a person who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",,,,,,,,,,,"surveyor person","A person who is a cartographer of aggregate who provides measurements or dimensional relationships for a geographic area.",rdam:P30337,property,surveyorPerson,rdac:C10007,,rdau:P60377,rdam:P30338,rdam:P30312,,,Published,,2
38276,"has contributor person of cartography",rdam:contributorPersonOfCartography.en,"Relates a manifestation to a person who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor person of cartography","A person who is a contributor to aggregate who creates an expression of a cartographic work that is embodied by an aggregate.",rdam:P30338,property,contributorPersonOfCartography,rdac:C10007,,rdau:P61132,rdam:P30336,rdam:P30315,,,Published,,2
38277,"has contributor person of choreography",rdam:contributorPersonOfChoreography.en,"Relates a manifestation to a person who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",,,,,,,,,,,"contributor person of choreography","A person who is a contributor to aggregate who creates an expression of a choreographic work that is embodied by an aggregate.",rdam:P30339,property,contributorPersonOfChoreography,rdac:C10007,,rdau:P61133,rdam:P30336,rdam:P30316,,,Published,,2
